Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season
Ron Anderson,SF,32,PHI,82,2340,512,1055,0.485,9,43,0.209,503,1012,0.497,0.49,165,198,0.833,103,264,367,115,65,13,100,163,1198,15.5,0.524,0.041,0.188,5.0,12.4,8.8,8.2,1.4,0.3,8.1,23.2,2.3,1.8,4.1,0.085,-0.2,-1.4,-1.6,0.2,0,0.0,OOR,1991
Willie Anderson,SG,24,SAS,75,2592,453,991,0.457,7,35,0.2,446,956,0.467,0.461,170,213,0.798,68,283,351,358,79,46,167,226,1083,13.0,0.499,0.035,0.215,3.1,11.5,7.5,20.2,1.5,1.1,13.3,20.1,1.3,3.5,4.8,0.089,-0.9,1.0,0.1,1.4,0,0.0,OOR,1991
Michael Ansley,SF,23,ORL,67,877,144,263,0.548,0,0,0.0,144,263,0.548,0.548,91,127,0.717,122,131,253,25,27,7,32,125,379,16.9,0.594,0.0,0.483,14.7,16.8,15.7,4.3,1.5,0.5,9.1,16.3,2.3,0.7,3.1,0.168,0.6,-0.8,-0.2,0.4,0,0.0,OOR,1991
B.J. Armstrong,PG,23,CHI,82,1731,304,632,0.481,15,30,0.5,289,602,0.48,0.493,97,111,0.874,25,124,149,301,70,4,107,118,720,14.8,0.529,0.047,0.176,1.7,8.3,5.1,23.4,2.0,0.1,13.6,19.5,2.3,1.8,4.1,0.114,-0.2,-0.3,-0.5,0.7,0,0.0,OOR,1991
Vincent Askew,SG,24,GSW,7,85,12,25,0.48,0,0,0.0,12,25,0.48,0.48,9,11,0.818,7,4,11,13,2,0,6,21,33,10.9,0.553,0.0,0.44,9.1,5.2,7.1,20.1,1.1,0.0,16.7,16.8,0.1,0.0,0.2,0.093,-2.2,-1.9,-4.1,0.0,0,0.0,OOR,1991
Keith Askins,SF,23,MIA,39,266,34,81,0.42,6,25,0.24,28,56,0.5,0.457,12,25,0.48,30,38,68,19,16,13,11,46,86,13.5,0.467,0.309,0.309,12.4,16.2,14.3,10.2,2.9,3.0,10.7,15.8,0.2,0.4,0.6,0.103,-1.1,1.0,-0.2,0.1,0,0.0,OOR,1991
Miloš Babić,PF,22,CLE,12,52,6,19,0.316,0,0,0.0,6,19,0.316,0.316,7,12,0.583,6,3,9,4,1,1,5,7,19,6.0,0.391,0.0,0.632,13.4,6.7,10.0,10.9,1.0,1.2,17.1,24.6,-0.1,0.0,-0.1,-0.085,-6.7,-4.2,-11.0,-0.1,0,0.0,OOR,1991
Thurl Bailey,PF,29,UTA,82,2486,399,872,0.458,0,3,0.0,399,869,0.459,0.458,219,271,0.808,101,306,407,124,53,91,130,160,1017,12.5,0.513,0.003,0.311,5.1,13.6,9.6,7.7,1.1,2.3,11.6,20.0,0.6,3.1,3.7,0.072,-1.4,0.0,-1.4,0.4,0,0.0,OOR,1991
Cedric Ball,PF,22,LAC,7,26,3,8,0.375,0,0,0.0,3,8,0.375,0.375,2,2,1.0,5,6,11,0,0,2,2,5,8,10.8,0.45,0.0,0.25,20.4,25.3,22.8,0.0,0.0,4.6,18.4,17.0,0.0,0.0,0.0,0.054,-5.4,-1.4,-6.8,0.0,0,0.0,OOR,1991
Ken Bannister,PF,30,LAC,47,339,43,81,0.531,0,1,0.0,43,80,0.538,0.531,25,65,0.385,34,62,96,9,5,7,25,73,111,7.8,0.506,0.012,0.802,10.6,20.0,15.3,3.6,0.7,1.2,18.6,16.1,-0.2,0.4,0.2,0.028,-6.1,-0.8,-6.9,-0.4,0,0.0,OOR,1991
Charles Barkley,SF,27,PHI,67,2498,665,1167,0.57,44,155,0.284,621,1012,0.614,0.589,475,658,0.722,258,422,680,284,110,33,210,173,1849,28.9,0.635,0.133,0.564,11.8,18.6,15.3,20.6,2.2,0.8,12.6,29.1,10.3,3.1,13.4,0.258,8.3,1.0,9.3,7.0,2,0.231,Candidate,1991
Dana Barros,PG,23,SEA,66,750,154,311,0.495,32,81,0.395,122,230,0.53,0.547,78,85,0.918,17,54,71,111,23,1,54,40,418,18.8,0.6,0.26,0.273,2.7,8.7,5.7,21.9,1.5,0.1,13.4,22.5,2.1,0.4,2.5,0.158,3.7,-1.3,2.4,0.8,0,0.0,OOR,1991
John Battle,SG,28,ATL,79,1863,397,862,0.461,14,49,0.286,383,813,0.471,0.469,270,316,0.854,34,125,159,217,45,6,113,145,1078,16.4,0.538,0.057,0.367,1.9,7.6,4.7,18.4,1.2,0.2,10.1,24.7,3.4,0.6,4.0,0.102,0.7,-1.6,-0.9,0.5,0,0.0,OOR,1991
Kenny Battle,SG,26,TOT,56,945,133,282,0.472,3,24,0.125,130,258,0.504,0.477,70,93,0.753,83,93,176,62,60,18,53,108,339,12.4,0.525,0.085,0.33,8.2,10.3,9.2,7.9,2.8,1.0,14.1,14.7,0.7,0.6,1.3,0.068,-1.3,0.5,-0.8,0.3,0,0.0,OOR,1991
William Bedford,C,27,DET,60,562,106,242,0.438,5,13,0.385,101,229,0.441,0.448,55,78,0.705,55,76,131,32,2,36,32,76,272,15.5,0.492,0.054,0.322,11.1,15.5,13.3,9.2,0.2,4.1,10.4,24.1,0.5,0.8,1.3,0.113,-1.1,0.4,-0.7,0.2,0,0.0,OOR,1991
Benoit Benjamin,C,26,TOT,70,2236,386,778,0.496,0,0,0.0,386,778,0.496,0.496,210,295,0.712,157,566,723,119,54,145,235,184,982,15.1,0.541,0.0,0.379,7.8,28.7,18.1,7.7,1.2,4.0,20.6,21.0,-0.7,3.7,3.0,0.064,-1.9,0.8,-1.1,0.5,0,0.0,OOR,1991
Winston Bennett,SF,25,CLE,27,334,40,107,0.374,0,0,0.0,40,107,0.374,0.374,35,47,0.745,30,34,64,28,8,2,20,50,115,9.2,0.45,0.0,0.439,10.4,11.8,11.1,11.9,1.2,0.4,13.5,19.3,0.0,0.2,0.2,0.026,-4.2,-1.4,-5.5,-0.3,0,0.0,OOR,1991
Larry Bird,SF,34,BOS,60,2277,462,1017,0.454,77,198,0.389,385,819,0.47,0.492,163,183,0.891,53,456,509,431,108,58,187,118,1164,19.7,0.53,0.195,0.18,2.8,20.4,12.3,25.9,2.3,1.5,14.6,23.7,3.0,3.6,6.6,0.14,2.9,1.7,4.6,3.8,0,0.026,Candidate,1991
Rolando Blackman,SG,31,DAL,80,2965,634,1316,0.482,40,114,0.351,594,1202,0.494,0.497,282,326,0.865,63,193,256,301,69,19,159,153,1590,16.6,0.545,0.087,0.248,2.4,7.4,4.9,16.8,1.2,0.4,9.8,24.2,4.4,1.0,5.5,0.089,1.4,-1.4,0.0,1.5,0,0.0,OOR,1991
Lance Blanks,SG,24,DET,38,214,26,61,0.426,2,16,0.125,24,45,0.533,0.443,10,14,0.714,4,16,20,26,9,2,18,35,64,7.5,0.476,0.262,0.23,2.1,8.6,5.3,17.7,2.2,0.6,21.1,17.5,-0.2,0.3,0.1,0.027,-5.5,1.4,-4.1,-0.1,0,0.0,OOR,1991
Mookie Blaylock,PG,23,NJN,72,2585,432,1039,0.416,14,91,0.154,418,948,0.441,0.423,139,176,0.79,67,182,249,441,169,40,207,180,1017,13.1,0.455,0.088,0.169,2.6,7.7,5.1,25.5,3.2,0.9,15.6,20.6,-0.7,2.9,2.1,0.04,-1.7,1.0,-0.7,0.9,0,0.0,OOR,1991
Muggsy Bogues,PG,26,CHH,81,2299,241,524,0.46,0,12,0.0,241,512,0.471,0.46,86,108,0.796,58,158,216,669,137,3,120,160,568,15.4,0.497,0.023,0.206,2.8,8.1,5.4,40.2,2.9,0.1,17.4,12.8,3.1,1.7,4.8,0.1,0.7,0.5,1.2,1.8,0,0.0,OOR,1991
Manute Bol,C,28,PHI,82,1522,65,164,0.396,1,14,0.071,64,150,0.427,0.399,24,41,0.585,66,284,350,20,16,247,63,184,155,8.4,0.426,0.085,0.25,5.0,20.5,12.9,1.7,0.5,9.6,25.7,7.0,-1.3,2.6,1.3,0.042,-4.7,3.7,-1.0,0.4,0,0.0,OOR,1991
Anthony Bonner,PF,22,SAC,34,750,103,230,0.448,0,0,0.0,103,230,0.448,0.448,44,76,0.579,59,102,161,49,39,5,41,62,250,12.2,0.474,0.0,0.33,8.7,15.8,12.2,10.1,2.6,0.4,13.5,17.7,-0.2,0.8,0.7,0.044,-1.9,-0.2,-2.1,0.0,0,0.0,OOR,1991
Sam Bowie,C,29,NJN,62,1916,314,723,0.434,4,22,0.182,310,701,0.442,0.437,169,231,0.732,176,304,480,147,43,90,141,175,801,14.1,0.486,0.03,0.32,9.3,17.3,13.1,11.4,1.1,2.8,14.6,20.3,0.4,2.2,2.6,0.066,-1.0,0.1,-0.8,0.5,0,0.0,OOR,1991
Randy Breuer,C,30,MIN,73,1505,197,435,0.453,0,0,0.0,197,435,0.453,0.453,35,79,0.443,114,231,345,73,35,80,69,132,429,11.4,0.457,0.0,0.182,8.3,19.1,13.3,7.0,1.2,3.4,12.8,15.4,-0.3,1.3,1.0,0.031,-2.5,0.1,-2.4,-0.2,0,0.0,OOR,1991
Frank Brickowski,PF,31,MIL,75,1912,372,706,0.527,0,2,0.0,372,704,0.528,0.527,198,248,0.798,129,297,426,131,86,43,160,255,942,16.4,0.578,0.003,0.351,7.9,18.9,13.3,10.6,2.2,1.4,16.4,21.9,2.2,2.6,4.7,0.119,-0.3,0.4,0.1,1.0,0,0.0,OOR,1991
Scott Brooks,PG,25,MIN,80,980,159,370,0.43,45,135,0.333,114,235,0.485,0.491,61,72,0.847,28,44,72,204,53,5,51,122,424,16.9,0.528,0.365,0.195,3.1,5.6,4.3,31.6,2.8,0.3,11.3,19.9,2.1,0.5,2.6,0.127,2.2,0.1,2.2,1.0,0,0.0,OOR,1991
Chucky Brown,SF,22,CLE,74,1485,263,502,0.524,0,4,0.0,263,498,0.528,0.524,101,144,0.701,78,135,213,80,26,24,94,130,627,12.0,0.555,0.008,0.287,6.1,10.5,8.3,8.4,0.9,1.0,14.3,19.4,0.7,0.9,1.6,0.052,-1.8,-1.5,-3.4,-0.5,0,0.0,OOR,1991
Dee Brown,PG,22,BOS,82,1945,284,612,0.464,7,34,0.206,277,578,0.479,0.47,137,157,0.873,41,141,182,344,83,14,137,161,712,13.2,0.523,0.056,0.257,2.5,7.4,5.2,22.5,2.1,0.4,16.7,17.7,1.8,1.8,3.5,0.087,-0.9,0.0,-0.9,0.5,0,0.0,OOR,1991
Mike Brown,C,27,UTA,82,1391,129,284,0.454,0,0,0.0,129,284,0.454,0.454,132,178,0.742,109,228,337,49,29,24,82,166,390,9.6,0.538,0.0,0.627,9.9,18.1,14.3,4.9,1.1,1.1,18.5,14.2,0.5,1.9,2.4,0.083,-3.0,-0.2,-3.1,-0.4,0,0.0,OOR,1991
Tony Brown,SG-SF,30,TOT,30,294,30,80,0.375,3,12,0.25,27,68,0.397,0.394,20,23,0.87,24,19,43,16,4,0,16,47,83,5.9,0.46,0.15,0.288,10.3,7.2,8.6,7.6,0.7,0.0,15.1,16.0,-0.1,0.2,0.2,0.026,-4.6,-1.6,-6.3,-0.3,0,0.0,OOR,1991
Mark Bryant,PF,25,POR,53,781,99,203,0.488,0,1,0.0,99,202,0.49,0.488,74,101,0.733,65,125,190,27,15,12,33,120,272,11.2,0.55,0.005,0.498,9.3,17.5,13.5,4.5,0.9,0.9,11.8,14.6,1.0,1.1,2.1,0.129,-2.2,-0.2,-2.4,-0.1,0,0.0,OOR,1991
Jud Buechler,SF,22,NJN,74,859,94,226,0.416,1,4,0.25,93,222,0.419,0.418,43,66,0.652,61,80,141,51,33,15,26,79,232,10.0,0.455,0.018,0.292,7.2,10.2,8.6,8.2,1.9,1.0,9.3,13.1,0.4,0.8,1.2,0.065,-2.3,0.2,-2.1,0.0,0,0.0,OOR,1991
Matt Bullard,PF,23,HOU,18,63,14,31,0.452,0,3,0.0,14,28,0.5,0.452,11,17,0.647,6,8,14,2,3,0,3,10,39,17.2,0.507,0.097,0.548,10.2,13.4,11.8,5.0,2.3,0.0,7.2,27.1,0.1,0.1,0.2,0.147,-1.4,-0.6,-2.0,0.0,0,0.0,OOR,1991
Willie Burton,SF,22,MIA,76,1928,341,773,0.441,4,30,0.133,337,743,0.454,0.444,229,293,0.782,111,151,262,107,72,24,144,275,915,11.5,0.507,0.039,0.379,6.3,8.9,7.6,8.5,1.8,0.8,13.8,22.1,0.5,1.6,2.1,0.052,-2.8,-0.7,-3.4,-0.7,0,0.0,OOR,1991
Greg Butler,C,24,LAC,9,37,5,19,0.263,0,0,0.0,5,19,0.263,0.263,4,6,0.667,8,8,16,1,0,0,4,9,14,3.2,0.323,0.0,0.316,22.9,23.7,23.3,3.7,0.0,0.0,15.6,28.1,-0.1,0.0,-0.1,-0.131,-10.8,-6.7,-17.5,-0.1,0,0.0,OOR,1991
Michael Cage,C,29,SEA,82,2141,226,445,0.508,0,3,0.0,226,442,0.511,0.508,70,112,0.625,177,381,558,89,85,58,83,194,522,12.0,0.528,0.007,0.252,9.8,21.6,15.6,5.4,2.0,1.8,14.4,11.3,1.7,2.7,4.3,0.097,-0.7,0.5,-0.2,0.9,0,0.0,OOR,1991
Adrian Caldwell,PF,24,HOU,42,343,35,83,0.422,0,1,0.0,35,82,0.427,0.422,7,17,0.412,43,57,100,8,19,10,30,35,77,8.6,0.426,0.012,0.205,13.4,17.6,15.5,3.1,2.7,1.7,24.9,14.4,-0.5,0.7,0.1,0.021,-4.4,1.2,-3.1,-0.1,0,0.0,OOR,1991
Rick Calloway,SG,24,SAC,64,678,75,192,0.391,0,2,0.0,75,190,0.395,0.391,55,79,0.696,25,53,78,61,22,7,51,98,205,6.6,0.452,0.01,0.411,4.1,9.1,6.5,13.4,1.6,0.7,18.4,17.9,-0.8,0.4,-0.3,-0.025,-5.7,-0.9,-6.6,-0.8,0,0.0,OOR,1991
Elden Campbell,PF,22,LAL,52,380,56,123,0.455,0,0,0.0,56,123,0.455,0.455,32,49,0.653,40,56,96,10,11,38,16,71,144,14.5,0.498,0.0,0.398,12.8,16.4,14.7,3.8,1.5,5.9,10.0,18.4,0.4,0.7,1.1,0.135,-3.0,1.6,-1.4,0.1,0,0.0,OOR,1991
Tony Campbell,SG,28,MIN,77,2893,652,1502,0.434,16,61,0.262,636,1441,0.441,0.439,358,446,0.803,161,185,346,214,121,48,190,204,1678,16.6,0.494,0.041,0.297,6.1,7.9,6.9,12.4,2.2,1.1,10.1,28.1,2.3,1.4,3.7,0.062,1.0,-1.2,-0.2,1.3,0,0.0,OOR,1991
Antoine Carr,PF,29,SAC,77,2527,628,1228,0.511,0,3,0.0,628,1225,0.513,0.511,295,389,0.758,163,257,420,191,45,101,171,315,1551,18.3,0.554,0.002,0.317,7.1,11.9,9.4,14.1,0.9,2.5,10.9,27.2,3.6,1.8,5.4,0.103,1.6,-0.8,0.8,1.8,0,0.0,OOR,1991
Joe Barry Carroll,C,32,PHO,11,96,13,36,0.361,0,0,0.0,13,36,0.361,0.361,11,12,0.917,3,21,24,11,1,8,12,18,37,8.6,0.448,0.0,0.333,3.6,22.8,13.7,14.9,0.5,4.8,22.5,22.6,-0.2,0.2,0.0,-0.014,-6.8,1.5,-5.3,-0.1,0,0.0,OOR,1991
Bill Cartwright,C,33,CHI,79,2273,318,649,0.49,0,0,0.0,318,649,0.49,0.49,124,178,0.697,167,319,486,126,32,15,113,167,760,11.5,0.522,0.0,0.274,8.8,16.3,12.6,7.1,0.7,0.4,13.4,15.8,1.9,2.3,4.2,0.089,-1.2,-1.4,-2.6,-0.4,0,0.0,OOR,1991
Terry Catledge,PF,27,ORL,51,1459,292,632,0.462,0,5,0.0,292,627,0.466,0.462,161,258,0.624,168,187,355,58,34,9,107,113,745,14.5,0.5,0.008,0.408,12.2,14.4,13.3,6.3,1.1,0.4,12.6,23.8,0.6,0.9,1.6,0.051,-0.4,-2.0,-2.4,-0.2,0,0.0,OOR,1991
Duane Causwell,C,22,SAC,76,1719,210,413,0.508,0,0,0.0,210,413,0.508,0.508,105,165,0.636,141,250,391,69,49,148,96,225,525,13.0,0.541,0.0,0.4,9.1,16.9,12.9,6.1,1.4,5.5,16.5,14.8,0.6,2.2,2.8,0.079,-2.7,1.3,-1.4,0.3,0,0.0,OOR,1991
Cedric Ceballos,SF,21,PHO,63,730,204,419,0.487,1,6,0.167,203,413,0.492,0.488,110,166,0.663,77,73,150,35,22,5,69,70,519,17.8,0.527,0.014,0.396,12.1,10.4,11.2,7.7,1.4,0.4,12.3,31.3,0.6,0.7,1.3,0.085,0.3,-2.5,-2.1,0.0,0,0.0,OOR,1991
Tom Chambers,PF,31,PHO,76,2475,556,1271,0.437,20,73,0.274,536,1198,0.447,0.445,379,459,0.826,104,386,490,194,65,52,177,235,1511,16.2,0.513,0.057,0.361,4.8,16.2,10.8,11.5,1.2,1.2,10.7,27.2,2.4,3.0,5.4,0.105,-0.1,-0.8,-0.9,0.7,0,0.0,OOR,1991
Rex Chapman,PG,23,CHH,70,2100,410,922,0.445,48,148,0.324,362,774,0.468,0.471,234,282,0.83,45,146,191,250,73,16,131,167,1102,15.1,0.527,0.161,0.306,2.4,8.2,5.2,18.8,1.7,0.5,11.1,23.9,2.0,1.0,3.0,0.069,0.4,-0.9,-0.5,0.8,0,0.0,OOR,1991
Maurice Cheeks,PG,34,NYK,76,2147,241,483,0.499,5,20,0.25,236,463,0.51,0.504,105,129,0.814,22,151,173,435,128,10,108,138,592,14.2,0.548,0.041,0.267,1.2,7.9,4.6,28.3,3.0,0.3,16.7,13.2,2.8,2.4,5.2,0.117,-0.4,1.7,1.3,1.7,0,0.0,OOR,1991
Derrick Chievous,SF,23,CLE,18,110,17,46,0.37,0,0,0.0,17,46,0.37,0.37,9,16,0.563,11,7,18,2,3,1,6,16,43,6.5,0.405,0.0,0.348,11.6,7.4,9.5,2.7,1.4,0.5,10.2,23.4,-0.2,0.1,-0.1,-0.049,-6.0,-3.6,-9.6,-0.2,0,0.0,OOR,1991
Richard Coffey,SF,25,MIN,52,320,28,75,0.373,0,1,0.0,28,74,0.378,0.373,12,22,0.545,42,37,79,3,6,4,5,45,68,7.9,0.402,0.013,0.293,14.3,14.4,14.3,1.3,1.0,0.8,5.6,12.1,0.1,0.1,0.2,0.037,-3.9,-3.1,-7.0,-0.4,0,0.0,OOR,1991
Derrick Coleman,PF,23,NJN,74,2602,514,1100,0.467,13,38,0.342,501,1062,0.472,0.473,323,442,0.731,269,490,759,163,71,99,217,217,1364,17.6,0.527,0.035,0.402,10.4,20.5,15.3,9.8,1.3,2.2,14.4,23.3,2.4,3.4,5.8,0.108,0.7,-0.3,0.4,1.5,0,0.0,OOR,1991
Bimbo Coles,PG,22,MIA,82,1355,162,393,0.412,6,34,0.176,156,359,0.435,0.42,71,95,0.747,56,97,153,232,65,12,98,149,401,10.4,0.461,0.087,0.242,4.5,8.1,6.3,24.1,2.3,0.5,18.4,16.0,-0.1,1.2,1.1,0.038,-2.7,0.3,-2.3,-0.1,0,0.0,OOR,1991
Steve Colter,PG,28,SAC,19,251,23,56,0.411,5,14,0.357,18,42,0.429,0.455,7,10,0.7,5,21,26,37,11,1,11,27,58,9.5,0.48,0.25,0.179,2.2,9.7,5.9,21.3,2.2,0.3,15.4,12.4,0.1,0.2,0.3,0.051,-3.3,0.9,-2.4,0.0,0,0.0,OOR,1991
Lester Conner,PG,31,TOT,74,1008,96,207,0.464,0,5,0.0,96,202,0.475,0.464,68,94,0.723,21,91,112,165,85,2,58,75,260,13.3,0.523,0.024,0.454,2.3,10.4,6.2,21.9,4.2,0.1,18.9,12.6,0.7,1.4,2.1,0.102,-2.0,3.0,1.0,0.8,0,0.0,OOR,1991
Anthony Cook,PF,23,DEN,58,1121,118,283,0.417,0,3,0.0,118,280,0.421,0.417,71,129,0.55,134,192,326,26,35,72,50,100,307,10.7,0.452,0.011,0.456,10.3,17.9,13.7,2.6,1.3,3.4,12.8,12.3,0.0,0.5,0.5,0.022,-2.8,-1.2,-3.9,-0.6,0,0.0,OOR,1991
Wayne Cooper,C,34,POR,67,746,57,145,0.393,0,1,0.0,57,144,0.396,0.393,33,42,0.786,54,134,188,22,7,61,22,120,147,8.3,0.45,0.007,0.29,8.1,19.6,13.9,3.6,0.4,5.0,11.9,10.1,0.2,1.2,1.4,0.092,-4.1,1.5,-2.6,-0.1,0,0.0,OOR,1991
Tyrone Corbin,SF,28,MIN,82,3196,587,1311,0.448,2,10,0.2,585,1301,0.45,0.449,296,371,0.798,185,404,589,347,162,53,209,257,1472,16.6,0.499,0.008,0.283,6.3,15.7,10.7,17.1,2.6,1.1,12.4,22.7,2.6,2.9,5.4,0.081,0.5,0.4,0.9,2.3,0,0.0,OOR,1991
Dave Corzine,C,34,SEA,28,147,17,38,0.447,0,0,0.0,17,38,0.447,0.447,13,22,0.591,10,23,33,4,5,5,2,18,47,12.5,0.493,0.0,0.579,8.0,19.0,13.4,3.6,1.7,2.2,4.0,14.2,0.2,0.2,0.4,0.117,-1.6,-0.2,-1.8,0.0,0,0.0,OOR,1991
Pat Cummings,PF,34,UTA,4,26,4,6,0.667,0,0,0.0,4,6,0.667,0.667,7,10,0.7,3,2,5,0,0,0,2,8,15,14.2,0.721,0.0,1.667,14.5,8.5,11.3,0.0,0.0,0.0,16.1,21.1,0.1,0.0,0.1,0.208,-2.5,-0.7,-3.2,0.0,0,0.0,OOR,1991
Terry Cummings,PF,29,SAS,67,2195,503,1039,0.484,7,33,0.212,496,1006,0.493,0.487,164,240,0.683,194,327,521,157,61,30,131,225,1177,16.3,0.514,0.032,0.231,10.3,15.6,13.1,11.3,1.4,0.8,10.3,24.2,2.3,3.2,5.6,0.122,0.5,-0.3,0.2,1.2,0,0.0,OOR,1991
Earl Cureton,PF,33,CHH,9,159,8,24,0.333,0,1,0.0,8,23,0.348,0.333,1,3,0.333,6,30,36,3,0,3,6,16,17,2.4,0.336,0.042,0.125,4.2,22.3,13.0,2.4,0.0,1.2,19.2,8.4,-0.2,0.1,-0.1,-0.041,-6.6,-1.8,-8.5,-0.3,0,0.0,OOR,1991
Dell Curry,SG,26,CHH,76,1515,337,715,0.471,32,86,0.372,305,629,0.485,0.494,96,114,0.842,47,152,199,166,75,25,80,125,802,17.0,0.524,0.12,0.159,3.5,11.9,7.5,18.0,2.4,1.0,9.5,23.8,1.5,1.2,2.7,0.086,1.4,0.4,1.9,1.5,0,0.0,OOR,1991
Quintin Dailey,SG,30,SEA,30,299,73,155,0.471,0,1,0.0,73,154,0.474,0.471,38,62,0.613,11,21,32,16,7,1,19,25,184,14.5,0.505,0.006,0.4,4.3,8.5,6.4,8.4,1.2,0.2,9.4,28.3,0.2,0.1,0.3,0.054,-0.2,-2.6,-2.8,0.0,0,0.0,OOR,1991
Adrian Dantley,SF,35,MIL,10,126,19,50,0.38,1,3,0.333,18,47,0.383,0.39,18,26,0.692,8,5,13,9,5,0,6,8,57,12.1,0.464,0.06,0.52,7.4,4.8,6.1,10.4,2.0,0.0,8.9,23.0,0.1,0.1,0.1,0.052,-2.0,-2.2,-4.2,-0.1,0,0.0,OOR,1991
Brad Daugherty,C,25,CLE,76,2946,605,1155,0.524,0,3,0.0,605,1152,0.525,0.524,435,579,0.751,177,653,830,253,74,46,211,191,1645,19.9,0.583,0.003,0.501,7.0,25.7,16.3,13.9,1.3,0.9,13.0,24.0,5.5,3.6,9.0,0.147,2.2,0.0,2.2,3.1,0,0.0,OOR,1991
Brad Davis,PG,35,DAL,80,1426,159,373,0.426,22,85,0.259,137,288,0.476,0.456,91,118,0.771,13,105,118,230,45,17,77,212,431,10.3,0.507,0.228,0.316,1.0,8.4,4.7,22.8,1.6,0.7,15.3,15.6,0.8,0.8,1.6,0.054,-3.0,0.1,-2.9,-0.3,0,0.0,OOR,1991
