Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status,Season
Wayne Cooper,C,27,81,1662,304,663,0.459,0,7,0.0,304,656,0.463,0.459,185,230,0.804,176,300,476,76,26,106,110,247,793,OOR,1984
Dave Corzine,C,27,82,2674,385,824,0.467,3,9,0.333,382,815,0.469,0.469,231,275,0.84,169,406,575,202,58,120,175,227,1004,OOR,1984
Charlie Criss,PG,35,15,215,20,52,0.385,1,6,0.167,19,46,0.413,0.394,12,16,0.75,5,15,20,38,8,0,10,11,53,OOR,1984
Geoff Crompton,C,28,7,23,1,8,0.125,0,0,0.0,1,8,0.125,0.125,3,6,0.5,6,3,9,1,1,1,4,4,5,OOR,1984
Russell Cross,C,22,45,354,64,112,0.571,0,0,0.0,64,112,0.571,0.571,38,91,0.418,35,47,82,22,12,7,19,58,166,OOR,1984
Pat Cummings,PF,27,80,2492,452,915,0.494,0,2,0.0,452,913,0.495,0.494,141,190,0.742,151,507,658,158,64,23,146,282,1045,OOR,1984
Terry Cummings,PF,22,81,2907,737,1491,0.494,0,3,0.0,737,1488,0.495,0.494,380,528,0.72,323,454,777,139,92,57,218,298,1854,OOR,1984
Earl Cureton,C,26,73,907,81,177,0.458,0,1,0.0,81,176,0.46,0.458,31,59,0.525,86,201,287,36,24,31,55,143,193,OOR,1984
Quintin Dailey,SG,23,82,2449,583,1229,0.474,4,32,0.125,579,1197,0.484,0.476,321,396,0.811,61,174,235,254,109,11,220,218,1491,OOR,1984
Adrian Dantley,SF,28,79,2984,802,1438,0.558,1,4,0.25,801,1434,0.559,0.558,813,946,0.859,179,269,448,310,61,4,263,201,2418,OOR,1984
Brad Davis,PG,28,81,2665,345,651,0.53,7,38,0.184,338,613,0.551,0.535,199,238,0.836,41,146,187,561,94,13,166,218,896,OOR,1984
Charles Davis,SF,25,46,467,103,218,0.472,1,9,0.111,102,209,0.488,0.475,24,39,0.615,34,69,103,30,14,10,36,58,231,OOR,1984
Johnny Davis,PG,28,75,2079,354,800,0.443,0,8,0.0,354,792,0.447,0.443,217,256,0.848,53,86,139,326,62,6,134,146,925,OOR,1984
Walter Davis,SG,29,78,2546,652,1274,0.512,20,87,0.23,632,1187,0.532,0.52,233,270,0.863,38,164,202,429,107,12,213,202,1557,OOR,1984
Darryl Dawkins,C,27,81,2417,507,855,0.593,2,5,0.4,505,850,0.594,0.594,341,464,0.735,159,382,541,123,60,136,231,386,1357,OOR,1984
Darren Daye,SF,23,75,1174,180,408,0.441,0,6,0.0,180,402,0.448,0.441,95,133,0.714,90,98,188,176,38,12,96,154,455,OOR,1984
Kenny Dennard,PF,25,43,413,36,99,0.364,3,10,0.3,33,89,0.371,0.379,15,24,0.625,37,64,101,45,23,8,29,83,90,OOR,1984
James Donaldson,C,26,82,2525,360,604,0.596,0,0,0.0,360,604,0.596,0.596,249,327,0.761,165,484,649,90,40,139,171,214,969,OOR,1984
John Drew,SF,29,81,1797,511,1067,0.479,6,22,0.273,505,1045,0.483,0.482,402,517,0.778,146,192,338,135,88,2,192,208,1430,OOR,1984
Larry Drew,PG,25,73,2363,474,1026,0.462,3,10,0.3,471,1016,0.464,0.463,243,313,0.776,33,113,146,558,121,10,194,170,1194,OOR,1984
Clyde Drexler,SG,21,82,1408,252,559,0.451,1,4,0.25,251,555,0.452,0.452,123,169,0.728,112,123,235,153,107,29,123,209,628,OOR,1984
Mike Dunleavy,PG,29,17,404,70,127,0.551,19,45,0.422,51,82,0.622,0.626,32,40,0.8,6,22,28,78,12,1,36,51,191,OOR,1984
T.R. Dunn,SG,28,80,2705,174,370,0.47,0,1,0.0,174,369,0.472,0.47,106,145,0.731,195,379,574,228,173,32,97,233,454,OOR,1984
Mark Eaton,C,27,82,2139,194,416,0.466,0,1,0.0,194,415,0.467,0.466,73,123,0.593,148,447,595,113,25,351,98,303,461,OOR,1984
Jerry Eaves,PG,24,80,1034,132,293,0.451,0,6,0.0,132,287,0.46,0.451,92,132,0.697,29,56,85,200,33,5,93,90,356,OOR,1984
Keith Edmonson,SG,23,55,622,158,321,0.492,0,0,0.0,158,321,0.492,0.492,94,126,0.746,46,42,88,34,26,7,61,83,410,OOR,1984
Franklin Edwards,PG,24,60,654,84,221,0.38,0,1,0.0,84,220,0.382,0.38,34,48,0.708,12,47,59,90,31,5,46,78,202,OOR,1984
James Edwards,C,28,72,1897,438,817,0.536,0,1,0.0,438,816,0.537,0.536,183,254,0.72,108,240,348,184,23,30,140,254,1059,OOR,1984
Craig Ehlo,SG,22,7,63,11,27,0.407,0,0,0.0,11,27,0.407,0.407,1,1,1.0,4,5,9,6,3,0,3,13,23,OOR,1984
Dale Ellis,SF,23,67,1059,225,493,0.456,12,29,0.414,213,464,0.459,0.469,87,121,0.719,106,144,250,56,41,9,78,118,549,OOR,1984
Len Elmore,PF,31,65,832,64,157,0.408,0,0,0.0,64,157,0.408,0.408,27,38,0.711,62,103,165,30,29,30,46,153,155,OOR,1984
Chris Engler,C,24,46,360,33,83,0.398,0,0,0.0,33,83,0.398,0.398,14,23,0.609,27,70,97,11,9,3,24,68,80,OOR,1984
Alex English,SF,30,82,2870,907,1714,0.529,1,7,0.143,906,1707,0.531,0.529,352,427,0.824,216,248,464,406,83,95,222,252,2167,OOR,1984
Julius Erving,SF,33,77,2683,678,1324,0.512,7,21,0.333,671,1303,0.515,0.515,364,483,0.754,190,342,532,309,141,139,230,217,1727,OOR,1984
Mike Evans,PG,28,78,1687,243,564,0.431,32,89,0.36,211,475,0.444,0.459,111,131,0.847,23,115,138,288,61,4,117,175,629,OOR,1984
Eric Fernsten,PF,30,32,402,29,52,0.558,0,0,0.0,29,52,0.558,0.558,25,34,0.735,29,57,86,11,16,8,19,49,83,OOR,1984
Sleepy Floyd,PG,23,77,2555,484,1045,0.463,8,45,0.178,476,1000,0.476,0.467,315,386,0.816,87,184,271,269,103,31,196,216,1291,OOR,1984
Phil Ford,PG,27,81,2020,236,470,0.502,2,15,0.133,234,455,0.514,0.504,98,117,0.838,28,109,137,410,59,8,135,243,572,OOR,1984
Rod Foster,PG,23,80,1424,260,580,0.448,22,84,0.262,238,496,0.48,0.467,122,155,0.787,39,81,120,172,54,9,108,193,664,OOR,1984
World B. Free,SG,30,75,2375,626,1407,0.445,22,69,0.319,604,1338,0.451,0.453,395,504,0.784,89,128,217,226,94,8,154,214,1669,OOR,1984
Bill Garnett,PF,23,80,1529,141,299,0.472,0,2,0.0,141,297,0.475,0.472,129,176,0.733,123,208,331,128,44,66,68,217,411,OOR,1984
Calvin Garrett,SF,27,41,478,78,152,0.513,2,6,0.333,76,146,0.521,0.52,30,39,0.769,24,47,71,31,12,2,34,62,188,OOR,1984
John Garris,PF,24,33,267,52,102,0.51,0,0,0.0,52,102,0.51,0.51,27,34,0.794,35,42,77,10,8,6,11,40,131,OOR,1984
George Gervin,SG,31,76,2584,765,1561,0.49,10,24,0.417,755,1537,0.491,0.493,427,507,0.842,106,207,313,220,79,47,224,219,1967,OOR,1984
Mike Gibson,PF,23,32,229,21,55,0.382,0,0,0.0,21,55,0.382,0.382,11,17,0.647,29,37,66,9,5,7,14,30,53,OOR,1984
Artis Gilmore,C,34,64,2034,351,556,0.631,0,3,0.0,351,553,0.635,0.631,280,390,0.718,213,449,662,70,36,132,149,229,982,OOR,1984
Mike Glenn,SG,28,81,1503,312,554,0.563,1,2,0.5,311,552,0.563,0.564,56,70,0.8,17,87,104,171,46,5,63,146,681,OOR,1984
Mike Gminski,C,24,82,1655,237,462,0.513,0,3,0.0,237,459,0.516,0.513,147,184,0.799,161,272,433,92,37,70,120,162,621,OOR,1984
Stewart Granger,PG,22,56,738,97,226,0.429,4,13,0.308,93,213,0.437,0.438,53,70,0.757,8,47,55,134,24,0,57,97,251,OOR,1984
Rickey Green,PG,29,81,2768,439,904,0.486,2,17,0.118,437,887,0.493,0.487,192,234,0.821,56,174,230,748,215,13,172,155,1072,OOR,1984
Sidney Green,PF,23,49,667,100,228,0.439,0,0,0.0,100,228,0.439,0.439,55,77,0.714,58,116,174,25,18,17,60,128,255,OOR,1984
Dave Greenwood,PF,26,78,2718,369,753,0.49,0,1,0.0,369,752,0.491,0.49,213,289,0.737,214,572,786,139,67,72,149,265,951,OOR,1984
Kevin Grevey,SG,30,64,923,178,395,0.451,15,53,0.283,163,342,0.477,0.47,75,84,0.893,30,51,81,75,27,4,45,95,446,OOR,1984
Darrell Griffith,SG,25,82,2650,697,1423,0.49,91,252,0.361,606,1171,0.518,0.522,151,217,0.696,95,243,338,283,114,23,243,202,1636,OOR,1984
Ernie Grunfeld,SG,28,76,1119,166,362,0.459,2,9,0.222,164,353,0.465,0.461,64,83,0.771,24,97,121,108,43,7,71,151,398,OOR,1984
Bob Hansen,SG,23,55,419,65,145,0.448,0,8,0.0,65,137,0.474,0.448,18,28,0.643,13,35,48,44,15,4,35,62,148,OOR,1984
Bill Hanzlik,SF,26,80,1469,132,306,0.431,3,12,0.25,129,294,0.439,0.436,167,207,0.807,66,139,205,252,68,19,109,255,434,OOR,1984
Derek Harper,PG,22,82,1712,200,451,0.443,3,26,0.115,197,425,0.464,0.447,66,98,0.673,53,119,172,239,95,21,111,143,469,OOR,1984
Scott Hastings,PF,23,68,1135,111,237,0.468,1,4,0.25,110,233,0.472,0.47,82,104,0.788,96,174,270,46,40,36,66,220,305,OOR,1984
Steve Hawes,PF,33,79,1153,114,237,0.481,1,4,0.25,113,233,0.485,0.483,61,78,0.782,50,170,220,99,24,16,52,144,290,OOR,1984
Elvin Hayes,PF,38,81,994,158,389,0.406,0,2,0.0,158,387,0.408,0.406,86,132,0.652,87,173,260,71,16,28,82,123,402,OOR,1984
Steve Hayes,C,28,43,253,26,50,0.52,0,0,0.0,26,50,0.52,0.52,5,14,0.357,19,43,62,13,5,18,13,52,57,OOR,1984
Gerald Henderson,PG,28,78,2088,376,718,0.524,20,57,0.351,356,661,0.539,0.538,136,177,0.768,68,79,147,300,117,14,161,209,908,OOR,1984
Rod Higgins,SF,24,78,1577,193,432,0.447,1,22,0.045,192,410,0.468,0.448,113,156,0.724,87,119,206,116,49,29,76,161,500,OOR,1984
Johnny High,PG,26,29,512,18,52,0.346,0,2,0.0,18,50,0.36,0.346,10,29,0.345,16,50,66,51,40,11,38,84,46,OOR,1984
Armond Hill,PG,30,15,181,14,46,0.304,0,0,0.0,14,46,0.304,0.304,17,21,0.81,2,8,10,35,7,0,14,30,45,OOR,1984
Roy Hinson,SF,22,80,1858,184,371,0.496,0,0,0.0,184,371,0.496,0.496,69,117,0.59,175,324,499,69,31,145,109,306,437,OOR,1984
Craig Hodges,SG,23,76,1571,258,573,0.45,10,46,0.217,248,527,0.471,0.459,66,88,0.75,22,64,86,116,58,1,85,166,592,OOR,1984
Lionel Hollins,PG,30,32,216,24,63,0.381,0,2,0.0,24,61,0.393,0.381,11,13,0.846,4,18,22,62,13,1,24,26,59,OOR,1984
Phil Hubbard,SF,27,80,1799,321,628,0.511,0,1,0.0,321,627,0.512,0.511,221,299,0.739,172,208,380,86,71,6,115,244,863,OOR,1984
Geoff Huston,PG,26,77,2041,348,699,0.498,2,11,0.182,346,688,0.503,0.499,110,154,0.714,32,64,96,413,38,1,145,126,808,OOR,1984
Marc Iavaroni,PF,27,78,1532,149,322,0.463,0,2,0.0,149,320,0.466,0.463,97,131,0.74,91,219,310,95,36,55,124,222,395,OOR,1984
Dan Issel,C,35,76,2076,569,1153,0.493,4,19,0.211,565,1134,0.498,0.495,364,428,0.85,112,401,513,173,60,44,122,182,1506,OOR,1984
Tracy Jackson,SG,24,2,10,1,4,0.25,0,0,0.0,1,4,0.25,0.25,4,4,1.0,1,0,1,0,0,0,1,3,6,OOR,1984
Clay Johnson,SG,27,25,176,20,50,0.4,1,1,1.0,19,49,0.388,0.41,14,22,0.636,6,6,12,14,8,2,12,24,55,OOR,1984
Clemon Johnson,C,27,80,1721,193,412,0.468,0,0,0.0,193,412,0.468,0.468,69,113,0.611,131,267,398,55,35,65,95,205,455,OOR,1984
Dennis Johnson,SG,29,80,2665,384,878,0.437,4,32,0.125,380,846,0.449,0.44,281,330,0.852,87,193,280,338,93,57,172,251,1053,OOR,1984
Eddie Johnson,SG,28,67,1893,353,798,0.442,16,43,0.372,337,755,0.446,0.452,164,213,0.77,31,115,146,374,58,7,173,155,886,OOR,1984
Eddie Johnson,SF,24,82,2920,753,1552,0.485,20,64,0.313,733,1488,0.493,0.492,268,331,0.81,165,290,455,296,76,21,213,266,1794,OOR,1984
Frank Johnson,PG,25,82,2686,392,840,0.467,11,43,0.256,381,797,0.478,0.473,187,252,0.742,58,126,184,567,96,6,191,174,982,OOR,1984
George Johnson,SF,27,81,2073,411,884,0.465,11,47,0.234,400,837,0.478,0.471,223,270,0.826,139,321,460,195,82,49,186,256,1056,OOR,1984
Magic Johnson,PG,24,67,2567,441,780,0.565,6,29,0.207,435,751,0.579,0.569,290,358,0.81,99,392,491,875,150,49,306,169,1178,Candidate,1984
Marques Johnson,SF,27,74,2715,646,1288,0.502,2,13,0.154,644,1275,0.505,0.502,241,340,0.709,173,307,480,315,115,45,180,194,1535,OOR,1984
Mickey Johnson,PF,31,78,2122,359,852,0.421,5,29,0.172,354,823,0.43,0.424,339,432,0.785,198,320,518,219,101,30,216,290,1062,OOR,1984
Reggie Johnson,PF,26,72,818,127,256,0.496,0,1,0.0,127,255,0.498,0.496,92,126,0.73,53,85,138,40,24,18,59,141,346,OOR,1984
Steve Johnson,C,26,81,1487,302,540,0.559,0,0,0.0,302,540,0.559,0.559,165,287,0.575,162,256,418,81,37,69,164,307,769,OOR,1984
Vinnie Johnson,SG,27,82,1909,426,901,0.473,4,19,0.211,422,882,0.478,0.475,207,275,0.753,130,107,237,271,44,19,135,196,1063,OOR,1984
Bobby Jones,PF,32,75,1761,226,432,0.523,0,1,0.0,226,431,0.524,0.523,167,213,0.784,92,231,323,187,107,103,101,199,619,OOR,1984
Caldwell Jones,C,33,81,2506,318,633,0.502,1,3,0.333,317,630,0.503,0.503,164,196,0.837,168,414,582,156,46,80,158,335,801,OOR,1984
Charles Jones,PF,26,1,3,0,1,0.0,0,0,0.0,0,1,0.0,0.0,1,4,0.25,0,0,0,0,0,0,0,1,1,OOR,1984
Edgar Jones,PF,27,81,1770,322,644,0.5,6,19,0.316,316,625,0.506,0.505,176,242,0.727,143,306,449,85,64,107,125,298,826,OOR,1984
Hutch Jones,SF,24,4,18,0,3,0.0,0,0,0.0,0,3,0.0,0.0,1,4,0.25,0,0,0,0,1,0,2,0,1,OOR,1984
Major Jones,PF,30,57,473,70,130,0.538,0,0,0.0,70,130,0.538,0.538,30,49,0.612,33,82,115,28,14,14,30,63,170,OOR,1984
Mark Jones,PG,22,6,16,3,6,0.5,0,1,0.0,3,5,0.6,0.5,1,2,0.5,2,0,2,5,0,0,2,2,7,OOR,1984
Eddie Jordan,PG,29,16,210,17,49,0.347,0,3,0.0,17,46,0.37,0.347,8,12,0.667,3,14,17,44,25,0,26,37,42,OOR,1984
Rich Kelley,C,30,75,1674,132,264,0.5,0,0,0.0,132,264,0.5,0.5,124,162,0.765,140,350,490,157,55,29,148,273,388,OOR,1984
Clark Kellogg,PF,22,79,2676,619,1193,0.519,7,21,0.333,612,1172,0.522,0.522,261,340,0.768,230,489,719,234,121,28,218,242,1506,OOR,1984
Greg Kelser,SF,26,80,1783,313,603,0.519,2,6,0.333,311,597,0.521,0.521,250,356,0.702,188,203,391,91,68,31,195,249,878,OOR,1984
Albert King,SF,24,79,2103,465,946,0.492,3,22,0.136,462,924,0.5,0.493,232,295,0.786,125,263,388,203,91,33,208,258,1165,OOR,1984
Bernard King,SF,27,77,2667,795,1391,0.572,0,4,0.0,795,1387,0.573,0.572,437,561,0.779,123,271,394,164,75,17,197,273,2027,Candidate,1984
Reggie King,SF,26,77,2086,233,448,0.52,0,2,0.0,233,446,0.522,0.52,136,206,0.66,134,336,470,179,54,24,127,159,602,OOR,1984
Greg Kite,C,22,35,197,30,66,0.455,0,0,0.0,30,66,0.455,0.455,5,16,0.313,27,35,62,7,1,5,20,42,65,OOR,1984
Billy Knight,SF,31,75,1885,358,729,0.491,4,14,0.286,354,715,0.495,0.494,243,283,0.859,89,166,255,160,54,6,155,122,963,OOR,1984
Joe Kopicki,PF,23,59,678,64,132,0.485,1,7,0.143,63,125,0.504,0.489,91,112,0.813,64,102,166,46,15,5,39,71,220,OOR,1984
Bruce Kuczenski,PF,22,15,119,10,37,0.27,0,0,0.0,10,37,0.27,0.27,8,12,0.667,7,16,23,8,1,1,15,18,28,OOR,1984
Mitch Kupchak,PF,29,34,324,41,108,0.38,0,1,0.0,41,107,0.383,0.38,22,34,0.647,35,52,87,7,4,6,22,46,104,OOR,1984
Bill Laimbeer,C,26,82,2864,553,1044,0.53,0,11,0.0,553,1033,0.535,0.53,316,365,0.866,329,674,1003,149,49,84,151,273,1422,OOR,1984
Jeff Lamp,SF,24,64,660,128,261,0.49,2,13,0.154,126,248,0.508,0.494,60,67,0.896,23,40,63,51,22,4,52,67,318,OOR,1984
Mark Landsberger,PF,28,35,335,19,51,0.373,0,0,0.0,19,51,0.373,0.373,15,26,0.577,42,77,119,10,6,3,21,32,53,OOR,1984
Bob Lanier,C,35,72,2007,392,685,0.572,0,3,0.0,392,682,0.575,0.572,194,274,0.708,141,314,455,186,58,51,163,228,978,OOR,1984
Allen Leavell,PG,26,82,2009,349,731,0.477,11,71,0.155,338,660,0.512,0.485,238,286,0.832,31,86,117,459,107,12,184,199,947,OOR,1984
Ronnie Lester,PG,25,43,687,78,188,0.415,1,5,0.2,77,183,0.421,0.418,75,87,0.862,20,26,46,168,30,6,72,59,232,OOR,1984
Fat Lever,PG,23,81,2010,313,701,0.447,3,15,0.2,310,686,0.452,0.449,159,214,0.743,96,122,218,372,135,31,125,178,788,OOR,1984
Cliff Levingston,PF,23,80,1746,229,436,0.525,0,3,0.0,229,433,0.529,0.525,125,186,0.672,234,311,545,109,44,78,77,281,583,OOR,1984
Steve Lingenfelter,PF,25,3,14,1,1,1.0,0,0,0.0,1,1,1.0,1.0,0,2,0.0,3,1,4,1,0,0,1,6,2,OOR,1984
Alton Lister,PF,25,82,1955,256,512,0.5,0,0,0.0,256,512,0.5,0.5,114,182,0.626,156,447,603,110,41,140,153,327,626,OOR,1984
Lewis Lloyd,SG,24,82,2578,610,1182,0.516,3,13,0.231,607,1169,0.519,0.517,235,298,0.789,128,167,295,321,102,44,245,211,1458,OOR,1984
Darrell Lockhart,C,23,2,14,2,2,1.0,0,0,0.0,2,2,1.0,1.0,0,0,0.0,0,3,3,0,0,0,2,5,4,OOR,1984
Kevin Loder,SF,24,11,137,19,43,0.442,1,3,0.333,18,40,0.45,0.453,9,13,0.692,7,11,18,14,3,5,11,16,48,OOR,1984
John Long,SG,27,82,2514,545,1155,0.472,1,5,0.2,544,1150,0.473,0.472,243,275,0.884,139,150,289,205,93,18,143,199,1334,OOR,1984
Sidney Lowe,PG,24,78,1238,107,259,0.413,2,18,0.111,105,241,0.436,0.417,108,139,0.777,30,92,122,269,93,5,106,112,324,OOR,1984
John Lucas,PG,30,63,1807,275,595,0.462,19,69,0.275,256,526,0.487,0.478,120,157,0.764,23,157,180,673,92,5,147,123,689,OOR,1984
Maurice Lucas,PF,31,75,2309,451,908,0.497,0,5,0.0,451,903,0.499,0.497,293,383,0.765,208,517,725,203,55,39,177,235,1195,OOR,1984
Rudy Macklin,SF,25,8,65,12,30,0.4,0,0,0.0,12,30,0.4,0.4,11,13,0.846,5,6,11,3,1,0,6,17,35,OOR,1984
Kyle Macy,PG,26,82,2402,357,713,0.501,23,70,0.329,334,643,0.519,0.517,95,114,0.833,49,137,186,353,123,6,116,181,832,OOR,1984
Rick Mahorn,PF,25,82,2701,307,605,0.507,0,0,0.0,307,605,0.507,0.507,125,192,0.651,169,569,738,131,62,123,142,358,739,OOR,1984
Jeff Malone,SG,22,81,1976,408,918,0.444,24,74,0.324,384,844,0.455,0.458,142,172,0.826,57,98,155,151,23,13,110,162,982,OOR,1984
Moses Malone,C,28,71,2613,532,1101,0.483,0,4,0.0,532,1097,0.485,0.483,545,727,0.75,352,598,950,96,71,110,250,188,1609,OOR,1984
