Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season,W
Dudley Bradley,SG,25,CHI,58,683,82,159,0.516,1,5,0.2,81,154,0.526,0.519,36,45,0.8,27,78,105,106,49,10,59,91,201,12.6,0.562,0.031,0.283,4.2,12.2,8.2,20.2,3.2,0.8,24.8,13.5,0.4,0.7,1.1,0.077,-1.6,2.2,0.6,0.4,0,0.0,OOR,1983,28.0
Brad Branson,PF,24,IND,62,680,131,308,0.425,0,1,0.0,131,307,0.427,0.425,76,108,0.704,73,100,173,46,27,26,45,81,338,16.0,0.475,0.003,0.351,11.0,16.7,13.7,9.1,1.8,2.1,11.2,23.1,0.5,0.5,1.0,0.071,-0.3,-1.3,-1.6,0.1,0,0.0,OOR,1983,20.0
Mike Bratz,PG,27,CHI,15,140,14,42,0.333,1,8,0.125,13,34,0.382,0.345,10,13,0.769,3,16,19,23,7,0,14,20,39,7.0,0.409,0.19,0.31,2.3,12.2,7.3,20.8,2.3,0.0,22.7,17.0,-0.2,0.1,-0.1,-0.031,-4.5,-0.1,-4.6,-0.1,0,0.0,OOR,1983,28.0
Ron Brewer,SG,27,GSW,74,1964,344,807,0.426,7,18,0.389,337,789,0.427,0.431,142,170,0.835,59,85,144,96,90,25,97,123,837,11.5,0.475,0.022,0.211,3.2,4.9,4.0,6.9,2.1,0.7,9.9,20.0,0.6,0.9,1.6,0.038,-1.7,-0.6,-2.3,-0.2,0,0.0,OOR,1983,
Junior Bridgeman,SF,29,MIL,70,1855,421,856,0.492,1,13,0.077,420,843,0.498,0.492,164,196,0.837,44,202,246,207,40,9,122,155,1007,16.1,0.534,0.015,0.229,2.7,11.4,7.3,17.1,1.0,0.3,11.5,23.7,2.7,2.1,4.8,0.125,0.8,-0.7,0.1,1.0,0,0.0,OOR,1983,51.0
Allan Bristow,SF,31,DAL,37,371,44,99,0.444,6,13,0.462,38,86,0.442,0.475,10,14,0.714,24,35,59,70,6,1,31,46,104,10.2,0.494,0.131,0.141,6.8,10.3,8.6,23.2,0.8,0.1,22.8,14.5,0.2,0.0,0.2,0.03,-0.7,-1.3,-2.0,0.0,0,0.0,OOR,1983,30.0
Jim Brogan,SG,24,SDC,58,466,91,213,0.427,3,13,0.231,88,200,0.44,0.434,34,43,0.791,33,29,62,66,26,9,43,79,219,13.4,0.472,0.061,0.202,7.5,7.7,7.6,19.7,2.6,1.1,15.6,22.9,0.2,0.2,0.4,0.043,-1.1,-0.5,-1.6,0.1,0,0.0,OOR,1983,
Michael Brooks,SF,24,SDC,82,2457,402,830,0.484,5,15,0.333,397,815,0.487,0.487,193,277,0.697,239,282,521,262,112,39,177,297,1002,15.2,0.526,0.018,0.334,10.3,14.2,12.1,14.2,2.1,0.9,15.7,17.9,3.4,1.3,4.7,0.091,0.9,-0.5,0.4,1.5,0,0.0,OOR,1983,
Fred Brown,PG,34,SEA,80,1432,371,714,0.52,14,32,0.438,357,682,0.523,0.529,58,72,0.806,32,65,97,242,59,13,110,98,814,17.7,0.546,0.045,0.101,2.5,4.6,3.6,26.0,1.9,0.5,12.9,23.9,2.3,1.3,3.6,0.12,2.0,-0.4,1.6,1.3,0,0.0,OOR,1983,30.0
Rickey Brown,C,24,GSW,76,1048,167,349,0.479,0,3,0.0,167,346,0.483,0.479,65,105,0.619,91,175,266,25,13,26,82,172,399,10.1,0.505,0.009,0.301,9.2,18.4,13.7,3.3,0.6,1.4,17.2,18.2,-0.1,0.8,0.7,0.034,-3.8,-1.6,-5.4,-0.9,0,0.0,OOR,1983,
Joe Bryant,SF,28,HOU,81,2055,344,768,0.448,8,36,0.222,336,732,0.459,0.453,116,165,0.703,88,189,277,186,82,30,177,258,812,10.4,0.483,0.047,0.215,4.3,10.5,7.2,13.3,1.9,0.8,17.4,19.8,-1.2,1.1,0.0,-0.001,-3.0,-0.5,-3.5,-0.8,0,0.0,OOR,1983,58.0
Quinn Buckner,SG,28,BOS,72,1565,248,561,0.442,0,4,0.0,248,557,0.445,0.442,74,117,0.632,62,125,187,275,108,5,159,195,570,11.5,0.465,0.007,0.209,4.3,8.5,6.4,22.6,3.2,0.2,20.6,19.3,-0.7,2.2,1.6,0.048,-2.6,1.1,-1.4,0.2,0,0.0,OOR,1983,56.0
Don Buse,PG,32,POR,41,643,72,182,0.396,9,35,0.257,63,147,0.429,0.42,41,46,0.891,19,35,54,115,44,2,25,60,194,13.8,0.48,0.192,0.253,3.3,6.1,4.7,23.4,3.3,0.2,11.0,14.4,0.9,0.7,1.7,0.124,-0.2,1.7,1.5,0.6,0,0.0,OOR,1983,25.0
Marty Byrnes,SF,26,IND,80,1436,157,374,0.42,6,26,0.231,151,348,0.434,0.428,71,95,0.747,75,116,191,179,41,6,73,149,391,9.6,0.47,0.07,0.254,5.4,9.2,7.2,15.1,1.3,0.2,14.9,13.4,0.8,0.2,1.0,0.034,-1.8,-1.1,-2.9,-0.3,0,0.0,OOR,1983,20.0
Kenny Carr,PF,27,POR,82,2331,362,717,0.505,2,6,0.333,360,711,0.506,0.506,255,366,0.697,182,407,589,116,62,42,185,306,981,13.7,0.559,0.008,0.51,8.7,19.7,14.2,6.9,1.3,1.0,17.4,18.5,2.3,2.8,5.1,0.106,-1.0,-0.4,-1.5,0.3,0,0.0,OOR,1983,25.0
M.L. Carr,SF,32,BOS,77,883,135,315,0.429,3,19,0.158,132,296,0.446,0.433,60,81,0.741,51,86,137,71,48,10,79,140,333,9.7,0.475,0.06,0.257,6.2,10.4,8.3,10.3,2.5,0.6,18.4,19.1,-0.4,1.2,0.8,0.046,-3.6,0.7,-2.9,-0.2,0,0.0,OOR,1983,56.0
Joe Barry Carroll,C,24,GSW,79,2988,785,1529,0.513,0,3,0.0,785,1526,0.514,0.513,337,469,0.719,220,468,688,169,108,155,285,260,1907,20.1,0.549,0.002,0.307,7.7,17.5,12.5,8.6,1.7,2.9,14.1,26.5,4.3,2.8,7.0,0.113,1.9,-0.4,1.5,2.6,0,0.0,OOR,1983,
Butch Carter,SG,24,IND,81,1716,354,706,0.501,17,51,0.333,337,655,0.515,0.513,124,154,0.805,62,88,150,194,78,13,118,207,849,14.9,0.549,0.072,0.218,3.7,5.8,4.7,15.5,2.1,0.4,13.2,20.4,2.6,0.5,3.0,0.085,-0.1,-0.9,-1.0,0.4,0,0.0,OOR,1983,20.0
Bill Cartwright,C,25,NYK,82,2468,455,804,0.566,0,0,0.0,455,804,0.566,0.566,380,511,0.744,185,405,590,136,41,127,204,315,1290,19.0,0.627,0.0,0.636,8.7,19.5,14.0,8.6,0.8,3.2,16.5,21.3,5.7,4.4,10.1,0.197,1.3,1.5,2.8,3.0,0,0.0,OOR,1983,44.0
Harvey Catchings,C,31,MIL,74,1554,90,197,0.457,0,0,0.0,90,197,0.457,0.457,62,92,0.674,132,276,408,77,26,148,83,224,242,9.8,0.51,0.0,0.467,9.8,18.6,14.4,6.0,0.8,5.3,25.9,8.5,0.3,2.8,3.1,0.096,-2.6,2.7,0.1,0.8,0,0.0,OOR,1983,51.0
Tom Chambers,PF,23,SDC,79,2665,519,1099,0.472,0,8,0.0,519,1091,0.476,0.472,353,488,0.723,218,301,519,192,79,57,234,333,1391,15.1,0.529,0.007,0.444,8.6,14.0,11.1,10.0,1.4,1.3,15.1,22.6,3.3,1.0,4.3,0.077,0.0,-1.6,-1.6,0.2,0,0.0,OOR,1983,
Maurice Cheeks,PG,26,PHI,79,2465,404,745,0.542,1,6,0.167,403,739,0.545,0.543,181,240,0.754,53,156,209,543,184,31,179,182,990,18.6,0.582,0.008,0.322,2.4,6.4,4.5,29.6,3.5,0.7,17.4,16.6,5.6,3.8,9.4,0.183,2.4,2.3,4.7,4.2,0,0.0,OOR,1983,65.0
Don Collins,SF,24,WSB,65,1575,332,635,0.523,0,6,0.0,332,629,0.528,0.523,101,136,0.743,116,94,210,132,87,30,146,166,765,15.5,0.55,0.009,0.214,8.1,6.7,7.4,13.4,2.7,1.1,17.4,22.1,1.0,2.6,3.5,0.108,0.1,1.7,1.8,1.5,0,0.0,OOR,1983,42.0
Lester Conner,PG,23,GSW,75,1416,145,303,0.479,0,4,0.0,145,299,0.485,0.479,79,113,0.699,69,152,221,253,116,7,99,141,369,14.0,0.523,0.013,0.373,5.1,12.0,8.4,21.9,3.8,0.3,21.9,12.5,1.2,1.5,2.7,0.092,-0.7,2.2,1.5,1.3,0,0.0,OOR,1983,
Darwin Cook,PG,24,NJN,82,2625,443,986,0.449,8,38,0.211,435,948,0.459,0.453,186,242,0.769,73,167,240,448,194,48,238,213,1080,14.3,0.494,0.039,0.245,3.2,7.1,5.2,23.6,3.4,1.1,17.9,19.9,1.3,4.7,6.0,0.11,-0.4,2.0,1.7,2.4,0,0.0,OOR,1983,49.0
Jeff Cook,PF,26,PHO,75,1333,148,304,0.487,0,3,0.0,148,301,0.492,0.487,79,104,0.76,119,216,335,102,39,31,105,181,375,11.3,0.536,0.01,0.342,10.1,18.2,14.1,10.1,1.4,1.3,23.1,14.1,0.5,1.7,2.2,0.078,-2.0,0.7,-1.3,0.3,0,0.0,OOR,1983,46.0
Joe Cooper,C,25,SDC,20,333,37,72,0.514,0,0,0.0,37,72,0.514,0.514,16,29,0.552,42,44,86,17,9,20,32,49,90,10.4,0.531,0.0,0.403,13.4,16.0,14.6,6.4,1.3,3.5,27.4,13.8,-0.1,0.3,0.2,0.028,-2.5,-0.1,-2.6,-0.1,0,0.0,OOR,1983,
Michael Cooper,SG,26,LAL,82,2148,266,497,0.535,5,21,0.238,261,476,0.548,0.54,102,130,0.785,82,192,274,315,115,50,128,208,639,13.5,0.577,0.042,0.262,4.4,9.5,7.1,16.7,2.5,1.2,18.8,12.5,3.1,2.1,5.2,0.116,0.4,1.5,1.9,2.1,0,0.0,OOR,1983,48.0
Wayne Cooper,C,26,POR,80,2099,320,723,0.443,0,5,0.0,320,718,0.446,0.443,135,197,0.685,214,397,611,116,27,136,162,318,775,12.4,0.479,0.007,0.272,11.4,21.3,16.3,7.6,0.6,3.6,16.7,18.8,0.1,2.8,2.9,0.067,-2.6,0.0,-2.6,-0.3,0,0.0,OOR,1983,25.0
Dave Corzine,C,26,CHI,82,2496,457,920,0.497,0,2,0.0,457,918,0.498,0.497,232,322,0.72,243,474,717,154,47,109,228,242,1146,15.1,0.54,0.002,0.35,10.4,20.3,15.4,8.7,0.9,2.3,17.7,20.0,1.9,2.0,4.0,0.076,-0.3,-0.7,-1.0,0.6,0,0.0,OOR,1983,28.0
Dave Cowens,PF,34,MIL,40,1014,136,306,0.444,0,2,0.0,136,304,0.447,0.444,52,63,0.825,73,201,274,82,30,15,44,137,324,12.6,0.485,0.007,0.206,8.3,20.8,14.8,10.9,1.4,0.8,11.6,15.4,0.9,1.7,2.6,0.123,-1.2,0.8,-0.4,0.4,0,0.0,OOR,1983,51.0
Chubby Cox,SG,27,WSB,7,78,13,37,0.351,0,2,0.0,13,35,0.371,0.351,3,6,0.5,7,3,10,6,0,1,9,16,29,1.6,0.366,0.054,0.162,9.8,4.3,7.1,11.5,0.0,0.7,18.5,25.9,-0.3,0.1,-0.2,-0.127,-5.4,-1.1,-6.6,-0.2,0,0.0,OOR,1983,42.0
Charlie Criss,PG,34,MIL,66,922,169,375,0.451,6,31,0.194,163,344,0.474,0.459,68,76,0.895,14,65,79,127,27,0,44,44,412,14.5,0.504,0.083,0.203,1.8,7.4,4.7,19.8,1.4,0.0,9.7,20.3,1.3,0.9,2.2,0.113,0.3,-0.5,-0.2,0.4,0,0.0,OOR,1983,51.0
Geoff Crompton,C,27,SAS,14,148,14,34,0.412,0,0,0.0,14,34,0.412,0.412,3,5,0.6,18,30,48,7,3,5,5,25,31,9.7,0.428,0.0,0.147,13.8,21.3,17.7,5.6,0.9,1.8,12.1,11.1,0.1,0.1,0.2,0.078,-2.6,-0.4,-2.9,0.0,0,0.0,OOR,1983,45.0
Pat Cummings,C,26,DAL,81,2317,433,878,0.493,0,1,0.0,433,877,0.494,0.493,148,196,0.755,225,443,668,144,57,35,162,296,1014,14.6,0.526,0.001,0.223,10.3,21.0,15.5,8.4,1.1,0.8,14.4,19.2,2.5,1.5,4.0,0.084,-0.4,-1.4,-1.7,0.2,0,0.0,OOR,1983,30.0
Terry Cummings,PF,21,SDC,70,2531,684,1309,0.523,0,1,0.0,684,1308,0.523,0.523,292,412,0.709,303,441,744,177,129,62,204,294,1660,22.8,0.557,0.001,0.315,12.6,21.6,16.7,10.9,2.4,1.4,12.0,26.0,6.5,2.2,8.7,0.164,3.8,-0.8,3.0,3.2,0,0.013,Candidate,1983,
Earl Cureton,C,25,PHI,73,987,108,258,0.419,0,0,0.0,108,258,0.419,0.419,33,67,0.493,84,185,269,43,37,24,76,144,249,8.1,0.433,0.0,0.26,9.4,19.0,14.4,5.5,1.8,1.3,20.9,14.6,-0.9,1.7,0.8,0.041,-4.0,0.7,-3.2,-0.3,0,0.0,OOR,1983,65.0
Quintin Dailey,SG,22,CHI,76,2081,470,1008,0.466,5,25,0.2,465,983,0.473,0.469,206,282,0.73,87,173,260,280,72,10,205,248,1151,14.1,0.508,0.025,0.28,4.5,8.9,6.7,20.3,1.6,0.3,15.3,24.8,1.3,0.9,2.1,0.049,-0.7,-1.4,-2.1,-0.1,0,0.0,OOR,1983,28.0
Adrian Dantley,SF,27,UTA,22,887,233,402,0.58,0,0,0.0,233,402,0.58,0.58,210,248,0.847,58,82,140,105,20,0,81,62,676,24.4,0.661,0.0,0.617,6.9,9.2,8.0,18.8,1.0,0.0,13.7,26.1,3.8,0.5,4.3,0.232,6.0,-1.2,4.8,1.5,0,0.0,OOR,1983,14.0
Brad Davis,PG,27,DAL,79,2323,359,628,0.572,11,43,0.256,348,585,0.595,0.58,186,220,0.845,34,164,198,565,80,11,143,176,915,17.9,0.631,0.068,0.35,1.5,7.7,4.6,31.3,1.6,0.3,16.5,14.8,6.8,0.5,7.3,0.152,2.8,-0.8,2.0,2.3,0,0.0,OOR,1983,30.0
Charles Davis,SF,24,WSB,74,1161,251,534,0.47,2,10,0.2,249,524,0.475,0.472,56,89,0.629,83,130,213,73,32,22,91,122,560,13.1,0.489,0.019,0.167,7.8,12.5,10.2,10.2,1.3,1.1,13.7,23.7,-0.3,1.8,1.5,0.061,-1.5,0.1,-1.4,0.2,0,0.0,OOR,1983,42.0
Johnny Davis,SG,27,ATL,53,1465,258,567,0.455,5,18,0.278,253,549,0.461,0.459,164,206,0.796,37,91,128,315,43,7,114,100,685,16.8,0.521,0.032,0.363,2.7,6.6,4.6,32.0,1.4,0.3,14.8,21.9,2.3,1.2,3.5,0.113,1.8,-0.9,0.9,1.1,0,0.0,OOR,1983,43.0
Mike Davis,PF,26,NYK,8,28,4,10,0.4,0,0,0.0,4,10,0.4,0.4,6,10,0.6,3,7,10,0,0,4,0,4,14,21.1,0.486,0.0,1.0,12.4,29.7,20.9,0.0,0.0,8.8,0.0,21.9,0.1,0.1,0.1,0.235,-3.4,0.4,-3.0,0.0,0,0.0,OOR,1983,44.0
Walter Davis,SG,28,PHO,80,2491,665,1289,0.516,7,23,0.304,658,1266,0.52,0.519,184,225,0.818,63,134,197,397,117,12,188,186,1521,19.1,0.548,0.018,0.175,2.9,5.7,4.4,25.1,2.2,0.3,11.9,25.8,4.9,3.2,8.1,0.156,2.3,0.0,2.3,2.7,0,0.0,OOR,1983,46.0
Darryl Dawkins,C,26,NJN,81,2093,401,669,0.599,0,0,0.0,401,669,0.599,0.599,166,257,0.646,127,293,420,114,67,152,281,379,968,13.2,0.619,0.0,0.384,6.9,15.6,11.3,7.8,1.5,4.2,26.4,20.0,0.0,4.0,4.0,0.092,-2.9,2.1,-0.8,0.6,0,0.0,OOR,1983,49.0
Kenny Dennard,PF,24,KCK,22,224,11,34,0.324,0,0,0.0,11,34,0.324,0.324,6,9,0.667,20,32,52,6,16,1,5,27,28,7.6,0.369,0.0,0.265,9.7,15.5,12.6,3.0,3.2,0.3,11.6,7.4,0.0,0.3,0.3,0.069,-2.4,1.1,-1.3,0.1,0,0.0,OOR,1983,38.0
Coby Dietrick,C,34,SAS,8,34,1,5,0.2,0,0,0.0,1,5,0.2,0.2,0,2,0.0,2,6,8,6,1,0,1,6,2,4.9,0.17,0.0,0.4,6.7,18.6,12.8,19.5,1.4,0.0,14.5,8.1,0.0,0.0,0.0,-0.004,-4.1,0.3,-3.8,0.0,0,0.0,OOR,1983,45.0
James Donaldson,C,25,SEA,82,1789,289,496,0.583,0,0,0.0,289,496,0.583,0.583,150,218,0.688,131,370,501,97,19,101,132,171,728,15.6,0.615,0.0,0.44,8.2,21.1,14.9,7.3,0.5,3.0,18.2,16.2,2.5,2.6,5.1,0.138,0.0,0.8,0.9,1.3,0,0.0,OOR,1983,30.0
John Douglas,SG,26,SDC,3,12,1,6,0.167,1,2,0.5,0,4,0.0,0.25,2,2,1.0,0,1,1,1,0,0,0,0,5,7.8,0.363,0.333,0.333,0.0,10.3,4.7,10.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,0.013,-4.2,-0.4,-4.5,0.0,0,0.0,OOR,1983,
Leon Douglas,C,28,KCK,5,46,2,3,0.667,0,0,0.0,2,3,0.667,0.667,0,2,0.0,3,4,7,0,0,3,1,13,4,2.0,0.515,0.0,0.667,7.1,9.4,8.2,0.0,0.0,3.7,20.5,4.1,0.0,0.0,0.0,0.036,-4.4,0.1,-4.3,0.0,0,0.0,OOR,1983,38.0
John Drew,SF,28,UTA,44,1206,318,671,0.474,0,5,0.0,318,666,0.477,0.474,296,392,0.755,98,137,235,97,35,7,135,152,932,19.6,0.552,0.007,0.584,8.5,11.3,9.9,12.8,1.3,0.3,13.8,31.7,2.1,0.9,3.0,0.119,1.8,-2.1,-0.3,0.5,0,0.0,OOR,1983,14.0
Larry Drew,PG,24,KCK,75,2690,599,1218,0.492,2,16,0.125,597,1202,0.497,0.493,310,378,0.82,44,163,207,610,126,10,272,207,1510,18.1,0.545,0.013,0.31,1.8,6.6,4.2,31.6,2.1,0.2,16.4,23.7,5.1,2.1,7.2,0.128,2.4,-0.8,1.6,2.4,0,0.004,Candidate,1983,38.0
Terry Duerod,SG,26,GSW,5,49,9,19,0.474,0,0,0.0,9,19,0.474,0.474,0,0,0.0,0,3,3,5,2,1,9,5,18,4.2,0.474,0.0,0.0,0.0,6.9,3.3,13.9,1.9,1.1,32.1,22.4,-0.2,0.0,-0.2,-0.149,-4.5,-0.5,-5.0,-0.1,0,0.0,OOR,1983,
Mike Dunleavy,PG,28,SAS,79,1619,213,510,0.418,67,194,0.345,146,316,0.462,0.483,120,154,0.779,18,116,134,437,74,4,160,210,613,14.0,0.53,0.38,0.302,1.3,7.5,4.5,33.6,2.1,0.1,21.7,18.2,2.1,1.0,3.1,0.093,0.7,-1.0,-0.3,0.7,0,0.0,OOR,1983,45.0
T.R. Dunn,SG,27,DEN,82,2640,254,527,0.482,0,1,0.0,254,526,0.483,0.482,119,163,0.73,231,384,615,189,147,25,113,218,627,11.4,0.524,0.002,0.309,8.8,14.7,11.8,7.9,2.4,0.5,15.9,10.0,2.6,1.8,4.4,0.079,-0.1,0.2,0.1,1.4,0,0.0,OOR,1983,45.0
John Duren,PG,24,IND,82,1433,163,360,0.453,0,13,0.0,163,347,0.47,0.453,43,54,0.796,38,69,107,200,66,5,96,203,369,8.2,0.481,0.036,0.15,2.7,5.5,4.0,17.0,2.1,0.2,20.0,13.1,0.0,0.4,0.4,0.013,-3.8,-0.5,-4.3,-0.8,0,0.0,OOR,1983,20.0
Mark Eaton,C,26,UTA,81,1528,146,353,0.414,0,1,0.0,146,352,0.415,0.414,59,90,0.656,86,376,462,112,24,275,140,257,351,11.0,0.447,0.003,0.255,5.9,24.4,15.4,9.2,0.7,9.2,26.3,13.6,-2.1,2.9,0.8,0.026,-4.8,4.3,-0.5,0.6,0,0.0,OOR,1983,14.0
Jerry Eaves,PG,23,UTA,82,1588,280,575,0.487,1,8,0.125,279,567,0.492,0.488,200,247,0.81,34,88,122,210,51,3,152,116,761,13.0,0.557,0.014,0.43,2.2,5.5,3.9,18.5,1.4,0.1,18.2,20.6,1.2,0.8,2.0,0.061,-1.0,-1.7,-2.7,-0.3,0,0.0,OOR,1983,14.0
