Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status
Doug Christie,SG,27,78,2939,458,1071,0.428,100,307,0.326,358,764,0.469,0.474,271,327,0.829,94,310,404,282,190,57,228,198,1287,OOR
Keith Closs,C,21,58,740,93,207,0.449,0,0,0.0,93,207,0.449,0.449,46,77,0.597,63,105,168,19,12,81,38,73,232,OOR
Derrick Coleman,PF,30,59,2135,356,867,0.411,26,98,0.265,330,769,0.429,0.426,302,391,0.772,149,438,587,145,46,68,157,144,1040,OOR
Bimbo Coles,PG,29,53,1471,166,438,0.379,13,57,0.228,153,381,0.402,0.394,78,88,0.886,17,106,123,248,51,13,89,135,423,OOR
James Collins,SG,24,23,103,21,55,0.382,9,20,0.45,12,35,0.343,0.464,8,14,0.571,7,7,14,3,6,3,8,12,59,OOR
Marty Conlon,C,30,18,209,28,62,0.452,0,0,0.0,28,62,0.452,0.452,32,44,0.727,16,30,46,12,9,5,11,27,88,OOR
Tyrone Corbin,SF,35,79,2699,328,747,0.439,49,141,0.348,279,606,0.46,0.472,101,128,0.789,78,284,362,173,105,7,86,197,806,OOR
James Cotton,SG,22,9,33,8,21,0.381,0,4,0.0,8,17,0.471,0.381,8,9,0.889,2,4,6,0,1,1,6,3,24,OOR
Chris Crawford,PF,22,40,256,46,110,0.418,1,3,0.333,45,107,0.421,0.423,57,68,0.838,20,21,41,9,12,7,18,27,150,OOR
Austin Croshere,PF,22,26,243,32,86,0.372,4,13,0.308,28,73,0.384,0.395,8,14,0.571,10,35,45,8,9,5,13,32,76,OOR
John Crotty,PG,28,26,379,29,90,0.322,6,20,0.3,23,70,0.329,0.356,32,34,0.941,4,28,32,63,10,1,42,28,96,OOR
Terry Cummings,PF,36,74,1185,200,428,0.467,0,1,0.0,200,427,0.468,0.467,67,98,0.684,97,186,283,47,38,10,51,181,467,OOR
William Cunningham,C,23,7,39,4,9,0.444,0,0,0.0,4,9,0.444,0.444,0,0,0.0,4,6,10,1,2,0,0,10,8,OOR
Bill Curley,PF,25,11,146,16,33,0.485,0,1,0.0,16,32,0.5,0.485,2,3,0.667,11,17,28,4,3,1,3,28,34,OOR
Dell Curry,SG,33,52,971,194,434,0.447,61,145,0.421,133,289,0.46,0.517,41,52,0.788,26,75,101,69,31,4,54,85,490,OOR
Michael Curry,SG,29,82,1978,196,418,0.469,4,9,0.444,192,409,0.469,0.474,147,176,0.835,26,72,98,137,56,14,77,218,543,OOR
Erick Dampier,C,22,82,2656,352,791,0.445,0,2,0.0,352,789,0.446,0.445,267,399,0.669,272,443,715,94,39,139,175,281,971,OOR
Antonio Daniels,SG,22,74,1956,228,548,0.416,11,52,0.212,217,496,0.438,0.426,112,170,0.659,22,121,143,334,55,10,164,88,579,OOR
Lloyd Daniels,SG,30,6,82,12,29,0.414,2,9,0.222,10,20,0.5,0.448,8,10,0.8,4,3,7,4,3,2,4,4,34,OOR
Yinka Dare,C,25,10,60,4,18,0.222,0,0,0.0,4,18,0.222,0.222,4,8,0.5,10,7,17,1,0,2,2,9,12,OOR
Antonio Davis,PF,29,82,2191,254,528,0.481,0,3,0.0,254,525,0.484,0.481,277,398,0.696,192,368,560,61,45,72,103,234,785,OOR
Ben Davis,PF,25,7,13,2,10,0.2,0,0,0.0,2,10,0.2,0.2,0,0,0.0,6,0,6,0,1,0,0,3,4,OOR
Dale Davis,C,28,78,2174,273,498,0.548,0,0,0.0,273,498,0.548,0.548,80,172,0.465,233,378,611,70,51,87,73,209,626,OOR
Emanual Davis,PG,29,45,599,63,142,0.444,27,72,0.375,36,70,0.514,0.539,31,37,0.838,10,37,47,59,17,3,52,55,184,OOR
Hubert Davis,SG,27,81,2378,350,767,0.456,101,230,0.439,249,537,0.464,0.522,97,116,0.836,34,135,169,157,43,5,88,117,898,OOR
Mark Davis,SF,24,71,906,109,244,0.447,0,6,0.0,109,238,0.458,0.447,64,101,0.634,64,94,158,73,49,18,91,95,282,OOR
Terry Davis,PF,30,74,1705,127,256,0.496,0,1,0.0,127,255,0.498,0.496,69,119,0.58,209,271,480,30,41,24,56,193,323,OOR
Todd Day,SG,28,5,69,11,31,0.355,2,12,0.167,9,19,0.474,0.387,6,9,0.667,4,2,6,7,7,0,3,10,30,OOR
Andrew DeClercq,C,24,81,1523,169,340,0.497,0,1,0.0,169,339,0.499,0.497,101,168,0.601,180,212,392,59,85,49,84,277,439,OOR
Terry Dehere,PG,26,77,1410,180,451,0.399,50,132,0.379,130,319,0.408,0.455,79,99,0.798,21,85,106,196,52,4,96,150,489,OOR
Vinny Del Negro,SG,31,54,1721,211,479,0.441,17,39,0.436,194,440,0.441,0.458,74,93,0.796,13,139,152,183,39,6,53,113,513,OOR
Bison Dele,C,28,78,2619,531,1040,0.511,1,3,0.333,530,1037,0.511,0.511,198,280,0.707,223,472,695,94,67,55,181,252,1261,OOR
Tony Delk,PG,24,77,1681,314,798,0.393,42,157,0.268,272,641,0.424,0.42,111,151,0.735,38,134,172,172,73,12,109,96,781,OOR
Vlade Divac,C,29,64,1805,267,536,0.498,3,14,0.214,264,522,0.506,0.501,130,188,0.691,183,335,518,172,83,94,114,179,667,OOR
Sherman Douglas,PG,31,80,1699,255,515,0.495,14,46,0.304,241,469,0.514,0.509,115,172,0.669,52,83,135,319,55,7,110,156,639,OOR
Clyde Drexler,SG,35,70,2473,452,1059,0.427,106,334,0.317,346,725,0.477,0.477,277,346,0.801,105,241,346,382,126,42,189,193,1287,OOR
Chris Dudley,C,32,51,858,58,143,0.406,0,0,0.0,58,143,0.406,0.406,41,92,0.446,108,167,275,21,13,51,44,139,157,OOR
Joe Dumars,SG,34,72,2326,329,791,0.416,158,426,0.371,171,365,0.468,0.516,127,154,0.825,14,90,104,253,44,2,84,99,943,OOR
Tony Dumas,SG,25,7,47,6,12,0.5,2,4,0.5,4,8,0.5,0.583,0,3,0.0,1,4,5,5,0,0,5,5,14,OOR
Tim Duncan,PF,21,82,3204,706,1287,0.549,0,10,0.0,706,1277,0.553,0.549,319,482,0.662,274,703,977,224,55,206,279,254,1731,Candidate
Ledell Eackles,SG,31,42,547,75,175,0.429,16,46,0.348,59,129,0.457,0.474,52,59,0.881,25,50,75,16,17,0,29,43,218,OOR
Tyus Edney,PG,24,52,623,93,216,0.431,3,10,0.3,90,206,0.437,0.438,88,111,0.793,20,35,55,139,51,1,66,69,277,OOR
Blue Edwards,SG,32,81,1968,326,742,0.439,40,120,0.333,286,622,0.46,0.466,180,215,0.837,61,156,217,201,86,27,134,183,872,OOR
Kevin Edwards,SG,32,39,487,57,165,0.345,6,15,0.4,51,150,0.34,0.364,30,35,0.857,20,34,54,39,26,1,30,28,150,OOR
Howard Eisley,PG,25,82,1726,229,519,0.441,48,118,0.407,181,401,0.451,0.487,127,149,0.852,25,141,166,346,54,13,160,182,633,OOR
Mario Elie,SF,34,73,1988,206,456,0.452,55,189,0.291,151,267,0.566,0.512,145,174,0.833,39,117,156,221,81,8,100,115,612,OOR
Sean Elliott,SF,29,36,1012,122,303,0.403,34,90,0.378,88,213,0.413,0.459,56,78,0.718,16,108,124,62,24,14,57,92,334,OOR
Dale Ellis,SF,37,79,1939,348,700,0.497,127,274,0.464,221,426,0.519,0.588,111,142,0.782,51,133,184,89,60,5,74,128,934,OOR
Harold Ellis,SF,27,27,344,62,111,0.559,0,4,0.0,62,107,0.579,0.559,40,63,0.635,27,23,50,18,19,4,19,53,164,OOR
LaPhonso Ellis,SF,27,76,2575,410,1007,0.407,57,201,0.284,353,806,0.438,0.435,206,256,0.805,146,398,544,213,65,49,173,226,1083,OOR
Pervis Ellison,PF,30,33,447,40,70,0.571,0,0,0.0,40,70,0.571,0.571,20,34,0.588,52,57,109,31,20,31,28,90,100,OOR
Brian Evans,SF,24,72,893,123,312,0.394,29,87,0.333,94,225,0.418,0.441,46,57,0.807,49,88,137,55,29,13,38,101,321,OOR
Patrick Ewing,C,35,26,848,203,403,0.504,0,2,0.0,203,401,0.506,0.504,134,186,0.72,59,206,265,28,16,58,77,74,540,OOR
Tony Farmer,C,28,27,169,17,53,0.321,2,9,0.222,15,44,0.341,0.34,31,39,0.795,16,16,32,5,10,4,9,23,67,OOR
Jamie Feick,PF,23,45,450,39,90,0.433,4,13,0.308,35,77,0.455,0.456,20,41,0.488,45,79,124,16,25,17,21,67,102,OOR
Duane Ferrell,SF,32,50,461,41,111,0.369,0,6,0.0,41,105,0.39,0.369,12,22,0.545,25,22,47,26,21,6,18,50,94,OOR
Danny Ferry,PF,31,69,1034,113,286,0.395,33,99,0.333,80,187,0.428,0.453,32,40,0.8,23,91,114,59,26,17,53,118,291,OOR
Michael Finley,SF,24,82,3394,675,1505,0.449,87,244,0.357,588,1261,0.466,0.477,326,416,0.784,150,288,438,405,132,30,219,163,1763,OOR
Derek Fisher,PG,23,82,1760,164,378,0.434,31,81,0.383,133,297,0.448,0.475,115,152,0.757,38,155,193,333,75,5,119,126,474,OOR
Danny Fortson,PF,21,80,1811,276,611,0.452,1,3,0.333,275,608,0.452,0.453,263,339,0.776,182,266,448,76,44,30,157,314,816,OOR
Greg Foster,C,29,78,1446,186,418,0.445,2,9,0.222,184,409,0.45,0.447,67,87,0.77,85,188,273,51,15,28,68,187,441,OOR
Rick Fox,SF,28,82,2709,363,771,0.471,86,265,0.325,277,506,0.547,0.527,171,230,0.743,78,280,358,276,100,48,201,309,983,OOR
Adonal Foyle,C,22,55,656,69,170,0.406,0,1,0.0,69,169,0.408,0.406,27,62,0.435,73,111,184,14,13,52,50,94,165,OOR
Todd Fuller,C,23,57,613,86,205,0.42,0,4,0.0,86,201,0.428,0.42,55,80,0.688,61,135,196,10,6,16,37,89,227,OOR
Lawrence Funderburke,PF,27,52,1094,191,390,0.49,1,7,0.143,190,383,0.496,0.491,110,162,0.679,80,154,234,63,19,15,62,56,493,OOR
Chris Garner,PG,22,38,293,23,70,0.329,4,14,0.286,19,56,0.339,0.357,3,7,0.429,7,17,24,45,21,4,25,50,53,OOR
Kevin Garnett,PF,21,82,3222,635,1293,0.491,3,16,0.188,632,1277,0.495,0.492,245,332,0.738,222,564,786,348,139,150,192,224,1518,OOR
Dean Garrett,C,31,82,2632,242,565,0.428,0,0,0.0,242,565,0.428,0.428,114,176,0.648,227,417,644,90,57,133,84,197,598,OOR
Kiwane Lemorris Garris,SG,23,28,225,22,65,0.338,5,14,0.357,17,51,0.333,0.377,19,25,0.76,3,16,19,28,7,1,15,22,68,OOR
Chris Gatling,PF,30,57,1359,248,545,0.455,1,4,0.25,247,541,0.457,0.456,159,265,0.6,118,216,334,53,52,29,99,152,656,OOR
Reggie Geary,PG,24,62,685,56,169,0.331,12,40,0.3,44,129,0.341,0.367,28,56,0.5,19,48,67,74,37,12,42,95,152,OOR
Matt Geiger,C,28,78,1839,358,709,0.505,1,11,0.091,357,698,0.511,0.506,168,236,0.712,196,325,521,78,68,87,111,191,885,OOR
Kendall Gill,SF,29,81,2733,418,974,0.429,26,101,0.257,392,873,0.449,0.443,225,327,0.688,112,279,391,200,156,64,124,268,1087,OOR
Armen Gilliam,PF,33,82,2114,327,676,0.484,0,4,0.0,327,672,0.487,0.484,267,333,0.802,146,293,439,104,65,37,148,177,921,OOR
Anthony Goldwire,PG,26,82,2212,269,636,0.423,63,164,0.384,206,472,0.436,0.472,150,186,0.806,40,107,147,277,86,7,85,149,751,OOR
Greg Graham,SG,27,6,56,7,12,0.583,0,3,0.0,7,9,0.778,0.583,2,2,1.0,0,1,1,6,1,0,10,7,16,OOR
Brian Grant,SF,25,61,1921,283,557,0.508,0,1,0.0,283,556,0.509,0.508,171,228,0.75,197,358,555,86,44,45,110,184,737,OOR
Gary Grant,PG,32,22,359,43,93,0.462,7,19,0.368,36,74,0.486,0.5,12,14,0.857,8,40,48,84,17,2,24,30,105,OOR
Harvey Grant,SF,32,65,895,75,196,0.383,1,6,0.167,74,190,0.389,0.385,19,30,0.633,60,108,168,39,23,15,26,94,170,OOR
Horace Grant,C,32,76,2803,393,857,0.459,0,7,0.0,393,850,0.462,0.459,135,199,0.678,228,390,618,172,81,79,88,180,921,OOR
Ed Gray,SG,22,30,472,77,202,0.381,18,46,0.391,59,156,0.378,0.426,55,65,0.846,9,36,45,34,15,11,30,73,227,OOR
Jeff Grayer,SG,32,5,34,4,11,0.364,2,6,0.333,2,5,0.4,0.455,0,0,0.0,0,4,4,2,2,0,4,7,10,OOR
A.C. Green,PF,34,82,2649,242,534,0.453,0,4,0.0,242,530,0.457,0.453,116,162,0.716,219,449,668,123,78,27,68,157,600,OOR
Litterial Green,PG,27,21,124,5,23,0.217,0,2,0.0,5,21,0.238,0.217,15,20,0.75,1,6,7,16,4,0,8,11,25,OOR
Derek Grimm,SF,23,9,34,4,14,0.286,4,12,0.333,0,2,0.0,0.429,2,2,1.0,0,4,4,0,3,1,3,6,14,OOR
Tom Gugliotta,SF,28,41,1582,319,635,0.502,2,17,0.118,317,618,0.513,0.504,183,223,0.821,106,250,356,167,61,22,109,102,823,OOR
Jack Haley,C,34,16,51,5,18,0.278,0,1,0.0,5,17,0.294,0.278,12,21,0.571,5,10,15,0,0,1,4,9,22,OOR
Darvin Ham,SF,24,71,635,55,104,0.529,0,0,0.0,55,104,0.529,0.529,35,74,0.473,72,59,131,16,21,25,37,118,145,OOR
Tom Hammonds,PF,30,57,1140,127,246,0.516,0,1,0.0,127,245,0.518,0.516,92,132,0.697,100,171,271,36,15,17,48,127,346,OOR
Reggie Hanson,SF,29,8,26,3,6,0.5,0,0,0.0,3,6,0.5,0.5,0,0,0.0,3,3,6,1,2,1,3,8,6,OOR
Anfernee Hardaway,SG,26,19,625,103,273,0.377,15,50,0.3,88,223,0.395,0.405,90,118,0.763,8,68,76,68,28,15,46,45,311,OOR
Tim Hardaway,PG,31,81,3031,558,1296,0.431,155,442,0.351,403,854,0.472,0.49,257,329,0.781,48,251,299,672,136,16,224,200,1528,OOR
Derek Harper,SG,36,66,1761,226,542,0.417,59,164,0.36,167,378,0.442,0.471,55,79,0.696,23,80,103,233,72,10,101,140,566,OOR
Ron Harper,PG,34,82,2284,293,665,0.441,16,84,0.19,277,581,0.477,0.453,162,216,0.75,107,183,290,241,108,48,91,181,764,OOR
Othella Harrington,PF,24,58,903,129,266,0.485,0,1,0.0,129,265,0.487,0.485,92,122,0.754,73,134,207,24,10,27,47,112,350,OOR
Lucious Harris,SG,27,50,671,69,177,0.39,12,39,0.308,57,138,0.413,0.424,41,55,0.745,21,31,52,42,42,5,21,77,191,OOR
Hersey Hawkins,SG,31,82,2597,280,636,0.44,125,301,0.415,155,335,0.463,0.539,177,204,0.868,71,263,334,221,148,17,102,153,862,OOR
Alan Henderson,PF,25,69,2000,365,753,0.485,3,6,0.5,362,747,0.485,0.487,253,388,0.652,200,242,442,73,42,36,110,175,986,OOR
Cedric Henderson,SF,22,82,2527,348,725,0.48,0,4,0.0,348,721,0.483,0.48,136,190,0.716,71,254,325,168,96,45,165,238,832,OOR
Mark Hendrickson,PF,23,48,737,58,149,0.389,0,5,0.0,58,144,0.403,0.389,47,57,0.825,33,110,143,41,26,9,31,60,163,OOR
Steve Henson,PG,29,23,65,13,26,0.5,3,8,0.375,10,18,0.556,0.558,7,7,1.0,0,2,2,4,1,0,6,9,36,OOR
Carl Herrera,PF,31,58,516,76,175,0.434,0,1,0.0,76,174,0.437,0.434,18,44,0.409,24,67,91,22,19,12,38,71,170,OOR
Sean Higgins,SF,29,2,12,0,5,0.0,0,2,0.0,0,3,0.0,0.0,0,0,0.0,0,0,0,0,2,0,1,3,0,OOR
Grant Hill,SF,25,81,3294,615,1361,0.452,3,21,0.143,612,1340,0.457,0.453,479,647,0.74,93,530,623,551,143,53,285,196,1712,OOR
Tyrone Hill,PF,29,57,2064,208,418,0.498,0,1,0.0,208,417,0.499,0.498,155,255,0.608,212,396,608,88,67,30,106,230,571,OOR
Fred Hoiberg,SG,25,65,874,85,222,0.383,32,85,0.376,53,137,0.387,0.455,59,69,0.855,14,109,123,45,40,3,22,101,261,OOR
Jerald Honeycutt,PF,23,38,530,90,221,0.407,29,77,0.377,61,144,0.424,0.473,36,58,0.621,27,66,93,33,20,6,49,83,245,OOR
Jeff Hornacek,SG,34,80,2460,399,828,0.482,56,127,0.441,343,701,0.489,0.516,285,322,0.885,65,205,270,349,109,15,132,175,1139,OOR
Robert Horry,PF,27,72,2192,200,420,0.476,19,93,0.204,181,327,0.554,0.499,117,169,0.692,186,356,542,163,112,94,99,238,536,OOR
Allan Houston,SG,26,82,2848,571,1277,0.447,82,213,0.385,489,1064,0.46,0.479,285,335,0.851,43,231,274,212,63,24,200,207,1509,OOR
Juwan Howard,PF,24,64,2559,463,991,0.467,0,2,0.0,463,989,0.468,0.467,258,358,0.721,161,288,449,208,82,23,185,225,1184,OOR
