Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season
Ron Anderson,SF,31,PHI,78,2089,379,841,0.451,3,21,0.143,376,820,0.459,0.452,165,197,0.838,81,214,295,143,72,13,78,143,926,13.9,0.499,0.025,0.234,4.4,11.5,8.0,10.0,1.7,0.4,7.8,20.4,2.0,1.7,3.8,0.086,-0.8,-0.5,-1.4,0.3,0,0.0,OOR,1990
Willie Anderson,SG,23,SAS,82,2788,532,1082,0.492,7,26,0.269,525,1056,0.497,0.495,217,290,0.748,115,257,372,364,111,58,198,252,1288,15.2,0.532,0.024,0.268,4.8,10.1,7.5,19.6,1.9,1.3,14.1,20.9,2.8,3.7,6.5,0.111,0.5,0.9,1.3,2.4,0,0.0,OOR,1990
Michael Ansley,SF,22,ORL,72,1221,231,465,0.497,0,0,0.0,231,465,0.497,0.497,164,227,0.722,187,175,362,40,24,17,50,152,626,17.3,0.554,0.0,0.488,15.7,15.6,15.6,4.8,0.9,0.8,8.1,19.7,3.0,0.3,3.3,0.129,1.2,-2.5,-1.3,0.2,0,0.0,OOR,1990
B.J. Armstrong,PG,22,CHI,81,1291,190,392,0.485,3,6,0.5,187,386,0.484,0.489,69,78,0.885,19,83,102,199,46,6,83,105,452,11.9,0.53,0.015,0.199,1.7,7.6,4.7,20.7,1.8,0.3,16.3,16.9,1.0,0.8,1.7,0.064,-1.7,-1.1,-2.8,-0.3,0,0.0,OOR,1990
John Bagley,PG,29,BOS,54,1095,100,218,0.459,1,18,0.056,99,200,0.495,0.461,29,39,0.744,26,63,89,296,40,4,90,77,230,10.8,0.489,0.083,0.179,2.8,6.0,4.5,33.3,1.8,0.2,27.7,12.5,0.3,0.8,1.1,0.047,-1.0,-0.6,-1.6,0.1,0,0.0,OOR,1990
Thurl Bailey,SF,28,UTA,82,2583,470,977,0.481,0,8,0.0,470,969,0.485,0.481,222,285,0.779,116,294,410,137,32,100,139,175,1162,13.4,0.527,0.008,0.292,5.6,12.5,9.3,8.1,0.6,2.4,11.2,21.0,1.7,2.8,4.6,0.085,-0.6,-0.6,-1.2,0.5,0,0.0,OOR,1990
Ken Bannister,PF,29,LAC,52,589,77,161,0.478,0,1,0.0,77,160,0.481,0.478,52,110,0.473,39,73,112,18,17,7,44,92,206,7.6,0.492,0.006,0.683,7.7,14.0,10.9,4.3,1.4,0.7,17.4,18.0,-0.5,0.5,0.1,0.005,-4.8,-1.1,-5.9,-0.6,0,0.0,OOR,1990
Charles Barkley,SF,26,PHI,79,3085,706,1177,0.6,20,92,0.217,686,1085,0.632,0.608,557,744,0.749,361,548,909,307,148,50,243,250,1989,27.1,0.661,0.078,0.632,13.4,20.0,16.7,15.6,2.4,1.0,13.9,24.0,13.1,4.2,17.3,0.269,7.2,1.0,8.2,8.0,38,0.667,Candidate,1990
Dana Barros,PG,22,SEA,81,1630,299,738,0.405,95,238,0.399,204,500,0.408,0.47,89,110,0.809,35,97,132,205,53,1,123,97,782,12.8,0.497,0.322,0.149,2.4,7.3,4.7,18.3,1.6,0.0,13.5,23.3,1.1,0.7,1.8,0.053,0.8,-1.4,-0.6,0.6,0,0.0,OOR,1990
John Battle,SG,27,ATL,60,1477,275,544,0.506,2,13,0.154,273,531,0.514,0.507,102,135,0.756,27,72,99,154,28,3,89,115,654,12.6,0.542,0.024,0.248,2.1,5.8,3.9,15.3,0.9,0.1,12.9,19.7,1.7,0.0,1.7,0.055,-0.8,-2.3,-3.1,-0.4,0,0.0,OOR,1990
Kenny Battle,SG,25,PHO,59,729,93,170,0.547,1,4,0.25,92,166,0.554,0.55,55,82,0.671,44,80,124,38,35,11,32,94,242,12.2,0.587,0.024,0.482,7.1,11.3,9.3,6.8,2.3,0.9,13.4,13.5,1.0,1.0,1.9,0.127,-1.2,1.2,0.0,0.4,0,0.0,OOR,1990
William Bedford,C,26,DET,42,246,54,125,0.432,1,6,0.167,53,119,0.445,0.436,9,22,0.409,15,43,58,4,3,17,21,39,118,9.5,0.438,0.048,0.176,7.0,19.8,13.4,2.6,0.6,4.4,13.5,27.2,-0.5,0.5,-0.1,-0.016,-6.6,0.2,-6.4,-0.3,0,0.0,OOR,1990
Benoit Benjamin,C,25,LAC,71,2313,362,688,0.526,0,1,0.0,362,687,0.527,0.526,235,321,0.732,156,501,657,159,59,187,187,217,959,16.7,0.578,0.001,0.467,7.8,24.4,16.2,10.1,1.2,4.8,18.4,18.4,1.7,3.7,5.4,0.113,-0.5,2.1,1.6,2.1,0,0.0,OOR,1990
Winston Bennett,SF,24,CLE,55,990,137,286,0.479,0,0,0.0,137,286,0.479,0.479,64,96,0.667,84,104,188,54,23,10,62,133,338,10.0,0.515,0.0,0.336,9.4,11.9,10.6,8.1,1.2,0.6,15.9,17.1,0.2,0.9,1.1,0.055,-3.4,-0.8,-4.2,-0.6,0,0.0,OOR,1990
Larry Bird,SF,33,BOS,75,2944,718,1517,0.473,65,195,0.333,653,1322,0.494,0.495,319,343,0.93,90,622,712,562,106,61,243,173,1820,21.9,0.546,0.129,0.226,3.6,22.2,13.4,28.9,1.8,1.2,12.7,27.4,5.3,4.1,9.5,0.154,4.1,1.2,5.3,5.5,0,0.005,Candidate,1990
Uwe Blab,C,27,TOT,47,531,39,98,0.398,0,0,0.0,39,98,0.398,0.398,20,37,0.541,29,79,108,25,1,22,35,102,98,3.3,0.429,0.0,0.378,6.1,15.2,10.9,5.8,0.1,2.3,23.4,11.3,-0.6,0.2,-0.4,-0.039,-6.4,-1.0,-7.4,-0.7,0,0.0,OOR,1990
Rolando Blackman,SG,30,DAL,80,2934,626,1256,0.498,13,43,0.302,613,1213,0.505,0.504,287,340,0.844,88,192,280,289,77,21,174,128,1552,17.0,0.552,0.034,0.271,3.5,7.3,5.4,16.3,1.3,0.4,11.0,23.6,4.6,2.2,6.8,0.111,1.6,-0.6,0.9,2.2,0,0.0,OOR,1990
Mookie Blaylock,PG,22,NJN,50,1267,212,571,0.371,18,80,0.225,194,491,0.395,0.387,63,81,0.778,42,98,140,210,82,14,111,110,505,11.5,0.416,0.14,0.142,3.3,8.8,5.9,26.2,3.1,0.7,15.5,22.8,-1.6,1.3,-0.3,-0.011,-2.4,0.4,-2.0,0.0,0,0.0,OOR,1990
Muggsy Bogues,PG,25,CHH,81,2743,326,664,0.491,5,26,0.192,321,638,0.503,0.495,106,134,0.791,48,159,207,867,166,3,146,168,763,16.9,0.528,0.039,0.202,1.9,7.0,4.3,44.6,3.0,0.1,16.8,13.5,4.6,2.1,6.7,0.117,1.5,0.7,2.2,2.9,0,0.0,OOR,1990
Manute Bol,C,27,GSW,75,1310,56,169,0.331,9,48,0.188,47,121,0.388,0.358,25,49,0.51,33,243,276,36,13,238,51,194,146,7.2,0.383,0.284,0.29,2.8,18.8,11.2,3.3,0.4,10.0,21.1,7.4,-1.4,1.4,0.0,0.001,-4.6,3.3,-1.2,0.3,0,0.0,OOR,1990
Anthony Bowie,SG,26,HOU,66,918,119,293,0.406,6,21,0.286,113,272,0.415,0.416,40,54,0.741,36,82,118,96,42,5,59,80,284,8.8,0.448,0.072,0.184,4.2,9.3,6.8,13.9,2.2,0.3,15.7,16.6,-0.6,1.3,0.7,0.037,-3.5,0.9,-2.5,-0.1,0,0.0,OOR,1990
Sam Bowie,C,28,NJN,68,2207,347,834,0.416,10,31,0.323,337,803,0.42,0.422,294,379,0.776,206,484,690,91,38,121,125,211,998,16.2,0.499,0.037,0.454,9.3,24.9,16.6,6.4,0.8,3.3,11.1,20.5,1.9,2.8,4.7,0.103,-0.7,-0.4,-1.1,0.5,0,0.0,OOR,1990
Adrian Branch,SF,26,MIN,11,91,25,61,0.41,1,1,1.0,24,60,0.4,0.418,14,22,0.636,8,12,20,4,6,0,8,14,65,16.9,0.46,0.016,0.361,9.9,16.9,13.2,8.8,3.5,0.0,10.2,38.1,-0.1,0.1,0.0,0.014,-0.9,-1.1,-2.0,0.0,0,0.0,OOR,1990
Randy Breuer,C,29,TOT,81,1879,298,696,0.428,0,1,0.0,298,695,0.429,0.428,126,193,0.653,154,263,417,97,42,108,96,196,722,13.0,0.462,0.001,0.277,9.3,17.4,13.1,8.3,1.2,3.7,10.9,20.3,-0.2,2.2,2.0,0.051,-2.2,-0.1,-2.3,-0.2,0,0.0,OOR,1990
Frank Brickowski,C,30,SAS,78,1438,211,387,0.545,0,2,0.0,211,385,0.548,0.545,95,141,0.674,89,238,327,105,66,37,93,226,517,13.3,0.576,0.005,0.364,7.2,18.1,12.8,10.3,2.2,1.6,17.2,15.6,1.3,2.5,3.8,0.126,-1.7,1.9,0.2,0.8,0,0.0,OOR,1990
Scott Brooks,PG,24,PHI,72,975,119,276,0.431,31,79,0.392,88,197,0.447,0.487,50,57,0.877,15,49,64,207,47,0,38,105,319,14.2,0.53,0.286,0.207,1.8,5.7,3.7,28.5,2.4,0.0,11.2,14.7,1.9,0.7,2.7,0.131,0.5,0.5,0.9,0.7,0,0.0,OOR,1990
Chucky Brown,SF,21,CLE,75,1339,210,447,0.47,0,7,0.0,210,440,0.477,0.47,125,164,0.762,83,148,231,50,33,26,69,148,545,11.9,0.525,0.016,0.367,6.9,12.5,9.7,5.7,1.2,1.2,11.7,19.0,0.9,1.3,2.2,0.078,-3.0,-0.6,-3.6,-0.6,0,0.0,OOR,1990
Mike Brown,C,26,UTA,82,1397,177,344,0.515,1,2,0.5,176,342,0.515,0.516,157,199,0.789,111,262,373,47,32,28,88,187,512,12.8,0.593,0.006,0.578,10.0,20.7,15.7,4.7,1.1,1.2,16.9,16.2,1.7,2.0,3.7,0.128,-1.7,-0.2,-1.9,0.1,0,0.0,OOR,1990
Raymond Brown,PF,24,UTA,16,56,8,28,0.286,0,0,0.0,8,28,0.286,0.286,0,2,0.0,10,5,15,4,0,0,6,11,16,-0.9,0.277,0.0,0.071,22.4,9.8,15.7,10.3,0.0,0.0,17.2,27.2,-0.3,0.0,-0.2,-0.2,-10.8,-6.2,-17.0,-0.2,0,0.0,OOR,1990
Tony Brown,SF,29,MIL,61,635,88,206,0.427,5,20,0.25,83,186,0.446,0.439,38,56,0.679,39,33,72,41,32,4,51,79,219,8.2,0.475,0.097,0.272,6.9,6.1,6.5,9.0,2.5,0.4,18.1,18.6,-0.5,0.5,0.0,0.0,-3.9,-0.5,-4.4,-0.4,0,0.0,OOR,1990
Stanley Brundy,SF,22,NJN,16,128,15,30,0.5,0,0,0.0,15,30,0.5,0.5,7,18,0.389,15,11,26,3,6,5,6,24,37,10.1,0.488,0.0,0.6,11.7,9.8,10.8,3.4,2.3,2.3,13.7,13.8,0.0,0.1,0.2,0.057,-3.6,0.6,-3.1,0.0,0,0.0,OOR,1990
Mark Bryant,PF,24,POR,58,562,70,153,0.458,0,0,0.0,70,153,0.458,0.458,28,50,0.56,54,92,146,13,18,9,25,93,168,9.1,0.48,0.0,0.327,10.3,18.0,14.1,3.0,1.5,1.0,12.5,14.0,0.2,0.9,1.0,0.088,-3.5,0.5,-3.1,-0.2,0,0.0,OOR,1990
Torgeir Bryn,C,25,LAC,3,10,0,2,0.0,0,0,0.0,0,2,0.0,0.0,4,6,0.667,0,2,2,0,2,1,1,5,4,9.1,0.431,0.0,3.0,0.0,22.6,11.4,0.0,9.7,6.0,17.7,23.6,0.0,0.0,0.0,0.065,-13.3,7.3,-6.0,0.0,0,0.0,OOR,1990
Steve Bucknall,SG,23,LAL,18,75,9,33,0.273,0,1,0.0,9,32,0.281,0.273,5,6,0.833,5,2,7,10,2,1,11,10,23,0.0,0.323,0.03,0.182,7.9,2.9,5.3,17.9,1.3,0.8,23.6,26.6,-0.4,0.0,-0.3,-0.199,-9.7,-3.6,-13.3,-0.2,0,0.0,OOR,1990
Greg Butler,C,23,NYK,13,33,3,12,0.25,0,0,0.0,3,12,0.25,0.25,0,2,0.0,3,6,9,1,0,0,3,8,6,-4.9,0.233,0.0,0.167,10.4,19.6,15.1,3.9,0.0,0.0,18.9,20.0,-0.2,0.0,-0.1,-0.206,-13.6,-4.7,-18.3,-0.1,0,0.0,OOR,1990
Michael Cage,C,28,SEA,82,2595,325,645,0.504,0,0,0.0,325,645,0.504,0.504,148,212,0.698,306,515,821,70,79,45,94,232,798,14.5,0.54,0.0,0.329,13.3,24.2,18.6,3.6,1.5,1.1,11.3,13.4,3.9,2.8,6.8,0.125,0.7,-0.7,0.0,1.3,0,0.0,OOR,1990
Adrian Caldwell,PF,23,HOU,51,331,42,76,0.553,0,0,0.0,42,76,0.553,0.553,13,28,0.464,36,73,109,7,11,18,32,69,97,9.5,0.549,0.0,0.368,11.7,22.9,17.4,2.8,1.6,3.2,26.6,14.8,-0.3,0.7,0.4,0.061,-5.3,1.4,-4.0,-0.2,0,0.0,OOR,1990
Tony Campbell,SG,27,MIN,82,3164,723,1581,0.457,9,54,0.167,714,1527,0.468,0.46,448,569,0.787,209,242,451,213,111,31,251,260,1903,17.1,0.52,0.034,0.36,7.5,9.8,8.5,12.4,1.8,0.6,12.1,29.0,2.8,2.5,5.3,0.081,1.6,-1.3,0.3,1.8,0,0.0,OOR,1990
Rick Carlisle,SG,30,NJN,5,21,1,7,0.143,0,3,0.0,1,4,0.25,0.143,0,0,0.0,0,0,0,5,1,1,4,7,2,-9.2,0.143,0.429,0.0,0.0,0.0,0.0,31.6,2.3,2.8,36.4,21.0,-0.2,0.0,-0.2,-0.344,-15.1,-1.3,-16.4,-0.1,0,0.0,OOR,1990
Antoine Carr,PF,28,TOT,77,1727,356,721,0.494,0,7,0.0,356,714,0.499,0.494,237,298,0.795,115,207,322,119,30,68,125,247,949,16.4,0.557,0.01,0.413,7.5,13.8,10.6,10.8,0.9,2.4,12.8,24.2,2.4,1.1,3.5,0.097,0.0,-0.7,-0.6,0.6,0,0.0,OOR,1990
Joe Barry Carroll,C,31,TOT,76,1721,312,759,0.411,0,2,0.0,312,757,0.412,0.411,137,177,0.774,133,310,443,97,47,115,142,192,761,12.6,0.455,0.003,0.233,7.7,20.3,13.6,8.2,1.3,3.9,14.5,22.6,-1.7,2.4,0.7,0.019,-3.2,0.3,-2.9,-0.4,0,0.0,OOR,1990
Bill Cartwright,C,32,CHI,71,2160,292,598,0.488,0,0,0.0,292,598,0.488,0.488,227,280,0.811,137,328,465,145,38,34,123,243,811,12.8,0.562,0.0,0.468,7.5,18.0,12.7,8.9,0.9,1.0,14.6,16.7,2.8,1.7,4.5,0.1,-1.3,-1.2,-2.5,-0.3,0,0.0,OOR,1990
Terry Catledge,PF,26,ORL,74,2462,546,1152,0.474,2,8,0.25,544,1144,0.476,0.475,341,486,0.702,271,292,563,72,36,17,181,201,1435,15.0,0.525,0.007,0.422,11.3,12.9,12.1,4.5,0.7,0.4,11.7,24.6,2.4,0.1,2.5,0.049,-0.1,-3.3,-3.4,-0.9,0,0.0,OOR,1990
Tom Chambers,PF,30,PHO,81,3046,810,1617,0.501,24,86,0.279,786,1531,0.513,0.508,557,647,0.861,121,450,571,190,88,47,218,260,2201,20.9,0.579,0.053,0.4,4.7,15.2,10.3,10.0,1.4,0.9,10.3,28.8,7.5,3.7,11.2,0.176,2.7,-0.3,2.3,3.3,0,0.013,Candidate,1990
Rex Chapman,SG,22,CHH,54,1762,377,924,0.408,47,142,0.331,330,782,0.422,0.433,144,192,0.75,52,127,179,132,46,6,100,113,945,11.9,0.469,0.154,0.208,3.2,8.7,5.8,12.2,1.3,0.2,9.0,26.8,-1.4,0.7,-0.7,-0.018,-1.6,-2.1,-3.7,-0.8,0,0.0,OOR,1990
Maurice Cheeks,PG,33,TOT,81,2519,307,609,0.504,4,16,0.25,303,593,0.511,0.507,171,202,0.847,50,190,240,453,124,10,121,78,789,14.9,0.565,0.026,0.332,2.3,8.2,5.3,24.3,2.4,0.2,14.8,13.5,4.2,2.9,7.1,0.135,0.7,1.2,1.9,2.5,0,0.0,OOR,1990
Derrick Chievous,SF,22,TOT,55,591,105,220,0.477,3,9,0.333,102,211,0.483,0.484,80,111,0.721,35,55,90,31,26,5,45,70,293,13.3,0.545,0.041,0.505,6.4,9.8,8.1,7.6,2.1,0.5,14.3,21.8,0.4,0.8,1.2,0.096,-1.8,0.1,-1.7,0.0,0,0.0,OOR,1990
Ben Coleman,PF,28,MIL,22,305,46,97,0.474,0,1,0.0,46,96,0.479,0.474,34,41,0.829,31,56,87,12,7,7,26,54,126,12.2,0.548,0.01,0.423,11.5,21.4,16.4,5.6,1.1,1.4,18.4,19.4,0.1,0.4,0.5,0.079,-3.2,-1.0,-4.1,-0.2,0,0.0,OOR,1990
Steve Colter,PG,27,WSB,73,977,142,297,0.478,0,5,0.0,142,292,0.486,0.478,77,95,0.811,55,121,176,148,47,10,38,98,361,15.9,0.533,0.017,0.32,6.0,13.5,9.7,19.9,2.3,0.6,10.1,15.8,1.7,1.0,2.7,0.134,0.2,1.3,1.5,0.9,0,0.0,OOR,1990
Lester Conner,PG,30,NJN,82,2355,237,573,0.414,2,13,0.154,235,560,0.42,0.415,172,214,0.804,90,175,265,385,172,8,138,182,648,12.8,0.486,0.023,0.373,3.8,8.4,6.0,23.3,3.5,0.2,17.1,13.7,1.1,2.6,3.7,0.075,-2.2,1.7,-0.5,0.9,0,0.0,OOR,1990
Michael Cooper,SG,33,LAL,80,1851,191,493,0.387,50,157,0.318,141,336,0.42,0.438,83,94,0.883,59,168,227,215,67,36,91,206,515,9.6,0.482,0.318,0.191,3.8,10.0,7.0,15.3,1.8,1.1,14.6,14.4,0.7,2.0,2.7,0.07,-1.7,1.0,-0.7,0.6,0,0.0,OOR,1990
Wayne Cooper,C,33,POR,79,1176,138,304,0.454,0,3,0.0,138,301,0.458,0.454,25,39,0.641,118,221,339,44,18,95,39,211,301,10.6,0.469,0.01,0.128,10.7,20.7,15.7,4.8,0.7,4.9,10.8,12.0,0.6,2.1,2.7,0.112,-3.0,2.0,-1.0,0.3,0,0.0,OOR,1990
Lanard Copeland,SG,24,PHI,23,110,31,68,0.456,1,5,0.2,30,63,0.476,0.463,11,14,0.786,4,6,10,9,1,1,19,12,74,10.0,0.499,0.074,0.206,4.2,6.1,5.2,14.0,0.5,0.6,20.4,35.9,-0.3,0.0,-0.2,-0.109,-5.3,-5.0,-10.4,-0.2,0,0.0,OOR,1990
Tyrone Corbin,SF,27,MIN,82,3011,521,1083,0.481,0,11,0.0,521,1072,0.486,0.481,161,209,0.77,219,385,604,216,175,41,143,288,1203,15.9,0.512,0.01,0.193,8.2,16.4,12.0,12.0,3.1,0.9,10.9,19.3,2.8,4.0,6.8,0.108,-0.1,1.0,0.9,2.2,0,0.0,OOR,1990
Dave Corzine,C,33,ORL,6,79,11,29,0.379,0,0,0.0,11,29,0.379,0.379,0,2,0.0,7,11,18,2,2,0,8,7,22,3.2,0.368,0.0,0.069,9.1,15.2,12.0,3.5,1.2,0.0,21.1,18.7,-0.2,0.0,-0.2,-0.139,-6.9,-2.6,-9.5,-0.1,0,0.0,OOR,1990
Pat Cummings,C,33,MIA,37,391,77,159,0.484,0,0,0.0,77,159,0.484,0.484,21,37,0.568,28,65,93,13,12,4,32,60,175,10.5,0.499,0.0,0.233,7.6,19.1,13.1,5.0,1.5,0.6,15.4,21.4,-0.3,0.4,0.1,0.017,-4.0,-0.9,-5.0,-0.3,0,0.0,OOR,1990
Terry Cummings,PF,28,SAS,81,2821,728,1532,0.475,19,59,0.322,709,1473,0.481,0.481,343,440,0.78,226,451,677,219,110,52,202,286,1818,19.6,0.527,0.039,0.287,9.3,17.5,13.5,12.9,1.9,1.1,10.5,28.3,4.3,4.4,8.7,0.149,1.8,-0.1,1.7,2.7,0,0.0,OOR,1990
Dell Curry,SG,25,CHH,67,1860,461,990,0.466,52,147,0.354,409,843,0.485,0.492,96,104,0.923,31,137,168,159,98,26,100,148,1070,15.9,0.517,0.148,0.105,1.8,8.9,5.1,14.7,2.6,0.8,8.8,26.0,0.4,1.5,1.8,0.048,0.5,0.4,0.9,1.4,0,0.0,OOR,1990
Quintin Dailey,SG,29,SEA,30,491,97,240,0.404,1,5,0.2,96,235,0.409,0.406,52,66,0.788,18,33,51,34,12,0,34,63,247,10.0,0.459,0.021,0.275,4.1,8.2,6.1,10.3,1.2,0.0,11.2,25.8,-0.1,0.2,0.1,0.012,-3.6,-1.4,-5.0,-0.4,0,0.0,OOR,1990
Adrian Dantley,SF,34,DAL,45,1300,231,484,0.477,0,2,0.0,231,482,0.479,0.477,200,254,0.787,78,94,172,80,20,7,75,99,662,15.4,0.556,0.004,0.525,6.9,8.1,7.5,9.6,0.8,0.3,11.2,22.6,2.2,0.8,3.1,0.113,0.9,-1.4,-0.4,0.5,0,0.0,OOR,1990
Brad Daugherty,C,24,CLE,41,1438,244,509,0.479,0,2,0.0,244,507,0.481,0.479,202,287,0.704,77,296,373,130,29,22,110,108,690,16.0,0.543,0.004,0.564,5.9,23.3,14.5,14.2,1.0,0.9,14.8,22.4,1.2,1.9,3.1,0.104,-0.6,-0.3,-0.8,0.4,0,0.0,OOR,1990
Brad Davis,PG,34,DAL,73,1292,179,365,0.49,35,104,0.337,144,261,0.552,0.538,77,100,0.77,12,81,93,242,47,9,86,151,470,13.7,0.575,0.285,0.274,1.1,7.0,4.1,27.6,1.8,0.4,17.4,16.8,1.8,1.1,2.9,0.109,-0.4,0.2,-0.1,0.6,0,0.0,OOR,1990
Charles Davis,SF,31,CHI,53,429,58,158,0.367,7,25,0.28,51,133,0.383,0.389,7,8,0.875,25,56,81,18,10,8,20,52,130,6.7,0.402,0.158,0.051,6.9,15.5,11.1,5.6,1.2,1.2,11.0,18.1,-0.5,0.3,-0.2,-0.017,-5.1,-2.3,-7.4,-0.6,0,0.0,OOR,1990
Terry Davis,PF,22,MIA,63,884,122,262,0.466,0,1,0.0,122,261,0.467,0.466,54,87,0.621,93,136,229,25,25,28,68,171,298,9.0,0.496,0.004,0.332,11.2,17.7,14.3,3.9,1.3,1.9,18.5,16.8,-0.4,0.9,0.5,0.029,-5.1,-0.5,-5.7,-0.8,0,0.0,OOR,1990
Walter Davis,SG,35,DEN,69,1635,497,1033,0.481,6,46,0.13,491,987,0.497,0.484,207,227,0.912,46,133,179,155,59,9,102,160,1207,18.3,0.533,0.045,0.22,2.8,9.1,5.7,14.9,1.6,0.3,8.3,29.6,2.1,1.5,3.6,0.105,1.4,-0.6,0.8,1.1,0,0.0,OOR,1990
Johnny Dawkins,PG,26,PHI,81,2865,465,950,0.489,22,66,0.333,443,884,0.501,0.501,210,244,0.861,48,199,247,601,121,9,214,159,1162,16.0,0.549,0.069,0.257,1.9,7.8,4.9,29.7,2.1,0.2,16.8,18.8,4.2,2.2,6.4,0.107,1.3,-0.5,0.8,2.0,0,0.0,OOR,1990
Vinny Del Negro,SG,23,SAC,76,1858,297,643,0.462,10,32,0.313,287,611,0.47,0.47,135,155,0.871,39,159,198,250,64,10,111,182,739,12.6,0.52,0.05,0.241,2.4,9.6,6.0,19.9,1.7,0.3,13.5,19.1,1.0,1.2,2.2,0.057,-1.8,-0.3,-2.1,-0.1,0,0.0,OOR,1990
Byron Dinkins,PG,22,HOU,33,362,44,109,0.404,1,9,0.111,43,100,0.43,0.408,26,30,0.867,13,27,40,75,19,2,37,30,115,10.9,0.471,0.083,0.275,3.9,7.7,5.8,27.3,2.5,0.3,23.2,17.8,-0.2,0.5,0.3,0.043,-2.3,0.4,-1.9,0.0,0,0.0,OOR,1990
Vlade Divac,C,21,LAL,82,1611,274,549,0.499,0,5,0.0,274,544,0.504,0.499,153,216,0.708,167,345,512,75,79,114,110,240,701,17.5,0.544,0.009,0.393,12.3,23.7,18.2,6.7,2.4,4.2,14.6,20.0,1.7,3.2,5.0,0.148,-1.0,1.7,0.7,1.1,0,0.0,OOR,1990
