Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season,W
Kent Benson,C,31,DET,72,1344,201,415,0.484,1,2,0.5,200,413,0.484,0.486,66,83,0.795,118,258,376,80,58,51,58,196,469,13.8,0.519,0.005,0.2,9.1,20.9,14.8,7.4,2.0,2.1,11.4,14.8,1.4,1.9,3.2,0.116,-1.0,1.1,0.2,0.7,0,0.0,OOR,1986,46.0
Larry Bird,SF,29,BOS,82,3113,796,1606,0.496,82,194,0.423,714,1412,0.506,0.521,441,492,0.896,190,615,805,557,166,51,266,182,2115,25.6,0.58,0.121,0.306,7.2,20.4,14.2,26.3,2.5,0.9,12.7,27.6,9.6,6.2,15.8,0.244,6.6,2.1,8.7,8.4,73,0.981,MVP,1986,67.0
Otis Birdsong,SG,30,NJN,77,2395,542,1056,0.513,8,22,0.364,534,1034,0.516,0.517,122,210,0.581,88,114,202,261,85,17,179,228,1214,13.4,0.529,0.021,0.199,4.1,5.4,4.7,16.3,1.6,0.4,13.5,22.1,1.4,1.8,3.2,0.064,-0.4,-0.7,-1.1,0.6,0,0.0,OOR,1986,39.0
Uwe Blab,C,23,DAL,48,409,44,94,0.468,0,0,0.0,44,94,0.468,0.468,36,67,0.537,25,66,91,17,3,12,28,65,124,7.6,0.502,0.0,0.713,6.9,17.4,12.2,5.1,0.3,1.6,18.5,15.1,-0.1,0.2,0.1,0.01,-4.1,-0.9,-4.9,-0.3,0,0.0,OOR,1986,42.0
Rolando Blackman,SG,26,DAL,82,2787,677,1318,0.514,4,29,0.138,673,1289,0.522,0.515,404,483,0.836,88,203,291,271,79,25,189,138,1762,19.0,0.576,0.022,0.366,3.5,7.9,5.7,14.4,1.3,0.5,11.0,25.2,6.2,0.8,7.0,0.121,2.2,-1.6,0.6,1.8,0,0.0,OOR,1986,42.0
Manute Bol,C,23,WSB,80,2090,128,278,0.46,0,1,0.0,128,277,0.462,0.46,42,86,0.488,123,354,477,23,28,397,65,255,298,11.2,0.472,0.004,0.309,6.4,18.3,12.4,1.4,0.6,10.6,17.1,7.6,-0.4,4.2,3.9,0.089,-3.8,4.7,0.9,1.5,0,0.0,OOR,1986,39.0
Sam Bowie,C,24,POR,38,1132,167,345,0.484,0,0,0.0,167,345,0.484,0.484,114,161,0.708,93,234,327,99,21,96,88,142,448,15.2,0.539,0.0,0.467,9.3,23.5,16.4,11.5,0.9,4.8,17.5,17.6,0.9,1.5,2.4,0.1,-0.5,1.6,1.2,0.9,0,0.0,OOR,1986,32.0
Dudley Bradley,SG,28,WSB,70,842,73,209,0.349,17,68,0.25,56,141,0.397,0.39,32,56,0.571,24,71,95,107,85,3,44,101,195,10.2,0.417,0.325,0.268,3.1,9.1,6.1,17.0,4.9,0.2,15.8,13.8,-0.5,1.5,1.0,0.057,-4.6,4.1,-0.4,0.3,0,0.0,OOR,1986,39.0
Mike Bratz,PG,30,SAC,33,269,26,70,0.371,4,14,0.286,22,56,0.393,0.4,14,18,0.778,2,21,23,39,13,0,17,43,70,6.9,0.449,0.2,0.257,0.8,8.8,4.8,18.2,2.3,0.0,17.9,14.3,-0.1,0.2,0.1,0.016,-5.2,0.9,-4.3,-0.2,0,0.0,OOR,1986,35.0
Randy Breuer,C,25,MIL,82,1792,272,570,0.477,0,1,0.0,272,569,0.478,0.477,141,198,0.712,159,299,458,114,50,116,122,214,685,14.1,0.521,0.002,0.347,10.0,18.4,14.3,8.4,1.3,3.8,15.7,17.5,1.2,3.3,4.5,0.12,-0.8,1.3,0.6,1.2,0,0.0,OOR,1986,57.0
Ron Brewer,SG,30,CLE,44,570,86,224,0.384,5,17,0.294,81,207,0.391,0.395,34,38,0.895,14,39,53,40,17,6,23,44,211,8.8,0.438,0.076,0.17,2.7,7.5,5.1,9.6,1.4,0.6,8.7,18.9,-0.2,0.3,0.1,0.008,-3.2,-1.1,-4.2,-0.3,0,0.0,OOR,1986,29.0
Frank Brickowski,C,26,SEA,40,311,30,58,0.517,0,0,0.0,30,58,0.517,0.517,18,27,0.667,16,38,54,21,11,7,23,74,78,7.1,0.558,0.0,0.466,5.9,14.8,10.3,9.1,1.7,1.4,24.8,12.5,0.0,0.4,0.4,0.058,-5.8,1.9,-4.0,-0.2,0,0.0,OOR,1986,
Junior Bridgeman,SF,32,LAC,58,1161,199,451,0.441,6,18,0.333,193,433,0.446,0.448,106,119,0.891,29,94,123,108,31,8,68,81,510,12.0,0.507,0.04,0.264,2.7,9.1,5.9,13.6,1.2,0.4,11.9,19.7,0.7,0.1,0.8,0.033,-1.3,-1.7,-3.0,-0.3,0,0.0,OOR,1986,30.0
Mike Brittain,C,22,SAS,32,219,22,43,0.512,0,0,0.0,22,43,0.512,0.512,10,19,0.526,10,39,49,5,3,12,20,54,54,4.4,0.526,0.0,0.442,5.4,19.8,12.8,2.8,0.6,3.1,28.0,13.1,-0.3,0.2,0.0,-0.01,-7.5,-0.1,-7.6,-0.3,0,0.0,OOR,1986,62.0
Tony Brown,SG,25,CHI,10,132,18,41,0.439,0,2,0.0,18,39,0.462,0.439,9,13,0.692,5,11,16,14,5,1,4,16,45,11.5,0.482,0.049,0.317,4.1,9.8,6.9,14.4,1.8,0.4,7.9,15.6,0.1,0.0,0.2,0.067,-1.9,-0.5,-2.4,0.0,0,0.0,OOR,1986,30.0
Wallace Bryant,C,26,DAL,17,218,15,48,0.313,0,0,0.0,15,48,0.313,0.313,11,19,0.579,17,36,53,15,5,5,9,38,41,5.9,0.364,0.0,0.396,8.6,18.0,13.4,8.3,1.1,1.2,13.8,12.2,-0.2,0.1,0.0,-0.004,-5.3,-0.4,-5.7,-0.2,0,0.0,OOR,1986,42.0
Quinn Buckner,PG,31,IND,32,419,49,104,0.471,0,1,0.0,49,103,0.476,0.471,19,27,0.704,9,42,51,86,40,3,55,80,117,9.9,0.505,0.01,0.26,2.3,10.8,6.6,27.2,4.5,0.4,32.2,16.7,-0.6,0.7,0.2,0.02,-5.0,3.4,-1.6,0.0,0,0.0,OOR,1986,26.0
Michael Cage,PF,24,LAC,78,1566,204,426,0.479,0,3,0.0,204,423,0.482,0.479,113,174,0.649,168,249,417,81,62,34,106,176,521,12.3,0.518,0.007,0.408,11.7,17.8,14.7,7.1,1.9,1.2,17.4,15.6,0.7,1.0,1.7,0.052,-1.6,-0.8,-2.4,-0.2,0,0.0,OOR,1986,30.0
Tony Campbell,SF,23,DET,82,1292,294,608,0.484,2,9,0.222,292,599,0.487,0.485,58,73,0.795,83,153,236,45,62,7,86,164,648,12.6,0.506,0.015,0.12,6.7,12.9,9.7,4.8,2.2,0.3,11.8,22.0,0.1,1.3,1.4,0.053,-2.1,-0.5,-2.7,-0.2,0,0.0,OOR,1986,46.0
Rick Carlisle,SG,26,BOS,77,760,92,189,0.487,0,10,0.0,92,179,0.514,0.487,15,23,0.652,22,55,77,104,19,4,50,92,199,7.9,0.5,0.053,0.122,3.4,7.5,5.6,16.8,1.2,0.3,20.1,13.5,0.0,0.9,0.9,0.056,-3.2,0.2,-3.0,-0.2,0,0.0,OOR,1986,67.0
Antoine Carr,PF,24,ATL,17,258,49,93,0.527,0,0,0.0,49,93,0.527,0.527,18,27,0.667,16,36,52,14,7,15,14,51,116,14.4,0.553,0.0,0.29,6.9,15.3,11.1,8.0,1.3,3.4,11.8,18.8,0.3,0.4,0.7,0.127,-1.6,1.7,0.2,0.1,0,0.0,OOR,1986,50.0
Kenny Carr,PF,30,POR,55,1557,232,466,0.498,0,4,0.0,232,462,0.502,0.498,149,217,0.687,146,346,492,70,38,30,106,203,613,13.3,0.546,0.009,0.466,10.6,25.2,17.9,5.9,1.1,1.1,15.9,17.0,1.3,1.7,3.1,0.095,-1.2,-1.1,-2.3,-0.1,0,0.0,OOR,1986,32.0
Joe Barry Carroll,C,27,GSW,79,2801,650,1404,0.463,0,2,0.0,650,1402,0.464,0.463,377,501,0.752,193,477,670,176,101,143,275,277,1677,17.2,0.516,0.001,0.357,7.2,19.2,13.0,9.1,1.7,2.8,14.5,26.6,1.1,2.4,3.4,0.059,-0.3,-0.4,-0.7,0.9,0,0.0,OOR,1986,
Butch Carter,SG,27,NYK,9,67,7,24,0.292,0,1,0.0,7,23,0.304,0.292,6,7,0.857,2,2,4,4,1,0,7,14,20,-1.3,0.369,0.042,0.292,3.2,3.4,3.4,8.0,0.7,0.0,20.5,20.8,-0.2,0.0,-0.2,-0.125,-9.7,-3.5,-13.2,-0.2,0,0.0,OOR,1986,23.0
Bill Cartwright,C,28,NYK,2,36,3,7,0.429,0,0,0.0,3,7,0.429,0.429,6,10,0.6,2,8,10,5,1,1,6,6,12,8.9,0.526,0.0,1.429,6.0,26.4,15.7,18.9,1.4,1.7,34.5,20.2,-0.1,0.1,0.0,-0.016,-5.4,2.2,-3.1,0.0,0,0.0,OOR,1986,23.0
Terry Catledge,PF,22,PHI,64,1092,202,431,0.469,0,4,0.0,202,427,0.473,0.469,90,139,0.647,107,165,272,21,31,8,69,127,494,12.6,0.502,0.009,0.323,11.0,16.9,13.9,2.8,1.4,0.4,12.3,20.7,0.6,1.1,1.7,0.074,-2.2,-1.7,-3.9,-0.5,0,0.0,OOR,1986,54.0
Bobby Cattage,PF,27,NJN,29,185,28,83,0.337,1,5,0.2,27,78,0.346,0.343,35,44,0.795,15,19,34,4,6,0,13,23,92,9.8,0.449,0.06,0.53,9.0,11.6,10.3,2.9,1.5,0.0,11.3,24.9,-0.1,0.2,0.1,0.025,-3.7,-2.8,-6.5,-0.2,0,0.0,OOR,1986,39.0
Tom Chambers,PF,26,SEA,66,2019,432,928,0.466,13,48,0.271,419,880,0.476,0.473,346,414,0.836,126,305,431,132,55,37,194,248,1223,17.1,0.551,0.052,0.446,7.2,18.3,12.6,10.5,1.3,1.1,14.9,27.0,2.4,2.5,4.8,0.115,0.4,-0.5,-0.1,1.0,0,0.0,OOR,1986,
Lorenzo Charles,SF,22,ATL,36,273,49,88,0.557,0,0,0.0,49,88,0.557,0.557,24,36,0.667,13,26,39,8,2,6,18,37,122,11.5,0.587,0.0,0.409,5.3,10.5,7.9,4.2,0.4,1.3,14.8,18.2,0.3,0.2,0.5,0.086,-1.0,-0.6,-1.6,0.0,0,0.0,OOR,1986,50.0
Maurice Cheeks,PG,29,PHI,82,3270,490,913,0.537,4,17,0.235,486,896,0.542,0.539,282,335,0.842,55,180,235,753,207,27,238,160,1266,17.9,0.597,0.019,0.367,1.9,6.1,4.0,32.3,3.0,0.5,18.3,16.0,7.2,3.4,10.6,0.155,2.6,1.0,3.6,4.6,0,0.0,OOR,1986,54.0
Fred Cofield,PG,24,NYK,45,469,75,184,0.408,3,15,0.2,72,169,0.426,0.416,12,20,0.6,6,40,46,82,20,3,49,65,165,7.9,0.428,0.082,0.109,1.4,10.1,5.5,26.6,2.1,0.4,20.3,21.6,-0.9,0.6,-0.4,-0.039,-4.8,0.3,-4.5,-0.3,0,0.0,OOR,1986,23.0
Steve Colter,PG,23,POR,81,1868,272,597,0.456,27,83,0.325,245,514,0.477,0.478,135,164,0.823,41,136,177,257,113,10,115,188,706,12.7,0.528,0.139,0.275,2.5,8.3,5.4,18.0,2.8,0.3,14.7,16.6,1.6,1.7,3.3,0.085,-0.8,0.8,0.0,0.9,0,0.0,OOR,1986,32.0
Lester Conner,PG,26,GSW,36,413,51,136,0.375,2,7,0.286,49,129,0.38,0.382,40,54,0.741,25,37,62,43,24,1,15,23,144,12.8,0.451,0.051,0.397,6.3,10.1,8.1,13.0,2.7,0.1,8.6,16.6,0.3,0.2,0.5,0.061,-1.4,-0.1,-1.5,0.0,0,0.0,OOR,1986,
Darwin Cook,PG,27,NJN,79,1965,267,627,0.426,11,53,0.208,256,574,0.446,0.435,84,111,0.757,51,126,177,390,156,22,132,172,629,13.1,0.465,0.085,0.177,2.9,7.2,5.0,26.1,3.7,0.7,16.3,16.4,0.5,2.6,3.0,0.074,-0.9,2.0,1.1,1.6,0,0.0,OOR,1986,39.0
Jeff Cook,PF,29,SAS,36,373,31,73,0.425,0,1,0.0,31,72,0.431,0.425,27,42,0.643,33,53,86,21,13,11,14,65,89,9.3,0.486,0.014,0.575,10.4,15.7,13.1,6.8,1.6,1.7,13.3,11.4,0.2,0.4,0.6,0.08,-2.6,0.9,-1.7,0.0,0,0.0,OOR,1986,62.0
David Cooke,PF,22,SAC,6,38,2,11,0.182,0,0,0.0,2,11,0.182,0.182,5,10,0.5,5,5,10,1,4,0,2,5,9,6.7,0.292,0.0,0.909,15.0,14.8,14.9,3.1,5.0,0.0,11.5,18.5,-0.1,0.1,0.0,-0.043,-4.1,0.4,-3.8,0.0,0,0.0,OOR,1986,35.0
Michael Cooper,SG,29,LAL,82,2269,274,606,0.452,63,163,0.387,211,443,0.476,0.504,147,170,0.865,44,200,244,466,89,43,151,238,758,13.5,0.557,0.269,0.281,2.3,9.6,6.1,24.3,1.8,1.0,18.2,14.8,3.4,2.4,5.8,0.123,0.7,1.1,1.8,2.2,0,0.0,OOR,1986,32.0
Wayne Cooper,C,29,DEN,78,2112,422,906,0.466,3,7,0.429,419,899,0.466,0.467,174,219,0.795,190,420,610,81,42,227,117,315,1021,16.3,0.509,0.008,0.242,9.0,21.8,15.1,5.2,0.9,5.9,10.5,20.4,1.6,3.5,5.1,0.116,-1.5,1.0,-0.5,0.8,0,0.0,OOR,1986,44.0
Tyrone Corbin,SF,23,SAS,16,174,27,64,0.422,0,1,0.0,27,63,0.429,0.422,10,14,0.714,11,14,25,11,11,2,12,21,64,9.7,0.456,0.016,0.219,7.4,8.9,8.2,8.4,2.9,0.6,14.6,19.0,-0.1,0.2,0.1,0.017,-3.5,-0.3,-3.9,-0.1,0,0.0,OOR,1986,62.0
Dave Corzine,C,29,CHI,67,1709,255,519,0.491,3,12,0.25,252,507,0.497,0.494,127,171,0.743,132,301,433,150,28,53,104,133,640,14.6,0.539,0.023,0.329,8.4,20.7,14.3,12.1,0.8,1.8,14.9,16.6,2.0,0.9,2.9,0.08,1.2,-0.6,0.6,1.1,0,0.0,OOR,1986,30.0
Ron Crevier,C,27,DET,3,4,0,3,0.0,0,0,0.0,0,3,0.0,0.0,0,2,0.0,1,0,1,0,0,0,0,2,0,-31.7,0.0,0.0,0.667,25.9,0.0,13.3,0.0,0.0,0.0,0.0,38.0,-0.1,0.0,-0.1,-0.795,-28.1,-14.1,-42.2,0.0,0,0.0,OOR,1986,46.0
Jeff Cross,PF,24,LAC,21,128,6,24,0.25,0,0,0.0,6,24,0.25,0.25,14,25,0.56,9,21,30,1,2,3,6,38,26,1.5,0.371,0.0,1.042,7.7,18.4,13.0,1.0,0.7,1.3,14.6,12.8,-0.2,0.1,-0.1,-0.038,-9.4,-2.0,-11.4,-0.3,0,0.0,OOR,1986,30.0
Pat Cummings,C,29,NYK,31,1007,195,408,0.478,0,2,0.0,195,406,0.48,0.478,97,139,0.698,92,188,280,47,27,12,87,136,487,14.0,0.519,0.005,0.341,9.9,22.2,15.7,7.5,1.3,0.7,15.6,23.1,0.0,1.5,1.5,0.07,-1.4,-0.2,-1.6,0.1,0,0.0,OOR,1986,23.0
Terry Cummings,PF,24,MIL,82,2669,681,1438,0.474,0,2,0.0,681,1436,0.474,0.474,265,404,0.656,222,472,694,193,121,51,191,283,1627,18.2,0.503,0.001,0.281,9.4,19.5,14.5,11.1,2.1,1.1,10.6,27.2,2.5,4.9,7.4,0.133,0.9,0.0,0.9,2.0,0,0.012,Candidate,1986,57.0
Earl Cureton,PF,28,DET,80,2017,285,564,0.505,0,2,0.0,285,562,0.507,0.505,117,211,0.555,198,306,504,137,58,58,150,239,687,11.7,0.523,0.004,0.374,10.2,16.5,13.3,8.4,1.3,1.6,18.6,15.7,0.5,2.1,2.6,0.061,-1.7,0.1,-1.6,0.2,0,0.0,OOR,1986,46.0
Quintin Dailey,SG,25,CHI,35,723,203,470,0.432,0,8,0.0,203,462,0.439,0.432,163,198,0.823,20,48,68,67,22,5,67,86,569,18.1,0.511,0.017,0.421,3.0,7.8,5.3,15.6,1.5,0.4,10.7,35.1,0.9,0.1,1.0,0.066,0.6,-2.8,-2.2,0.0,0,0.0,OOR,1986,30.0
Adrian Dantley,SF,30,UTA,76,2744,818,1453,0.563,1,11,0.091,817,1442,0.567,0.563,630,796,0.791,178,217,395,264,64,4,231,206,2267,24.6,0.629,0.008,0.548,7.2,8.5,7.8,16.7,1.1,0.1,11.4,30.0,10.4,2.3,12.8,0.223,6.0,-1.0,4.9,4.8,0,0.003,Candidate,1986,37.0
Brad Davis,PG,30,DAL,82,1971,267,502,0.532,32,89,0.36,235,413,0.569,0.564,198,228,0.868,26,120,146,467,57,15,110,174,764,16.9,0.634,0.177,0.454,1.5,6.6,4.1,30.3,1.4,0.4,15.4,14.7,5.7,0.5,6.2,0.152,2.4,-0.9,1.5,1.8,0,0.0,OOR,1986,42.0
Charles Davis,SF,27,MIL,57,873,188,397,0.474,3,24,0.125,185,373,0.496,0.477,61,75,0.813,60,110,170,55,26,7,50,113,440,13.9,0.512,0.06,0.189,7.7,13.9,10.9,9.1,1.4,0.5,10.4,22.1,0.8,1.2,2.1,0.114,-0.9,-0.8,-1.7,0.1,0,0.0,OOR,1986,57.0
Johnny Davis,SG,30,CLE,66,1014,148,344,0.43,3,13,0.231,145,331,0.438,0.435,118,138,0.855,8,47,55,217,37,4,78,76,417,13.8,0.515,0.038,0.401,0.9,5.1,3.0,29.1,1.7,0.2,16.2,19.5,1.0,0.7,1.7,0.078,-0.1,-0.5,-0.6,0.4,0,0.0,OOR,1986,29.0
Walter Davis,SG,31,PHO,70,2239,624,1287,0.485,18,76,0.237,606,1211,0.5,0.492,257,305,0.843,54,149,203,361,99,3,219,153,1523,18.1,0.536,0.059,0.237,2.9,7.4,5.2,26.5,2.0,0.1,13.4,29.2,2.5,1.7,4.2,0.091,1.7,-1.3,0.4,1.4,0,0.0,OOR,1986,31.0
Darryl Dawkins,C,29,NJN,51,1207,284,441,0.644,0,1,0.0,284,440,0.645,0.644,210,297,0.707,85,166,251,77,16,59,124,227,778,19.5,0.68,0.002,0.673,7.9,15.5,11.6,9.7,0.6,2.8,17.8,23.0,3.1,1.3,4.4,0.175,1.2,0.9,2.1,1.2,0,0.0,OOR,1986,39.0
Darren Daye,SF,25,WSB,64,1075,198,399,0.496,1,3,0.333,197,396,0.497,0.497,159,237,0.671,71,112,183,109,46,11,98,121,556,16.4,0.552,0.008,0.594,7.2,11.2,9.2,15.6,2.1,0.6,16.3,23.4,1.0,1.3,2.4,0.105,0.4,0.2,0.5,0.7,0,0.0,OOR,1986,39.0
James Donaldson,C,28,DAL,83,2682,256,459,0.558,0,0,0.0,256,459,0.558,0.558,204,254,0.803,171,624,795,96,28,139,123,189,716,13.0,0.627,0.0,0.553,7.1,25.3,16.3,4.4,0.5,2.8,17.7,10.5,3.4,2.4,5.7,0.103,-0.2,0.2,0.1,1.4,0,0.0,OOR,1986,42.0
Larry Drew,PG,27,SAC,75,1971,376,776,0.485,10,31,0.323,366,745,0.491,0.491,128,161,0.795,25,100,125,338,66,2,133,134,890,13.7,0.525,0.04,0.207,1.4,5.7,3.6,24.4,1.6,0.1,13.6,20.1,1.9,0.9,2.8,0.068,-0.3,-1.0,-1.3,0.3,0,0.0,OOR,1986,35.0
Clyde Drexler,SG,23,POR,75,2576,542,1142,0.475,12,60,0.2,530,1082,0.49,0.48,293,381,0.769,171,250,421,600,197,46,282,270,1389,19.8,0.53,0.053,0.334,7.5,11.0,9.3,33.3,3.5,1.0,17.7,24.4,3.5,3.1,6.7,0.124,3.1,1.2,4.3,4.1,0,0.0,OOR,1986,32.0
Joe Dumars,SG,22,DET,82,1957,287,597,0.481,5,16,0.313,282,581,0.485,0.485,190,238,0.798,60,59,119,390,66,11,158,200,769,12.9,0.548,0.027,0.399,3.2,3.3,3.2,24.8,1.6,0.3,18.4,17.2,2.2,1.0,3.2,0.079,-0.3,-0.8,-1.1,0.4,0,0.0,OOR,1986,46.0
T.R. Dunn,SG,30,DEN,82,2401,172,379,0.454,0,1,0.0,172,378,0.455,0.454,68,88,0.773,143,234,377,171,155,16,51,228,412,9.4,0.493,0.003,0.232,5.9,10.7,8.2,8.2,2.9,0.4,10.9,7.5,1.8,3.1,4.9,0.098,-1.9,2.2,0.3,1.4,0,0.0,OOR,1986,44.0
Devin Durrant,SF,25,PHO,4,51,8,21,0.381,0,0,0.0,8,21,0.381,0.381,1,4,0.25,2,6,8,5,3,0,4,10,17,4.9,0.373,0.0,0.19,4.7,13.0,9.0,13.4,2.7,0.0,14.9,20.9,-0.1,0.1,-0.1,-0.065,-5.7,-0.5,-6.1,-0.1,0,0.0,OOR,1986,31.0
Mark Eaton,C,29,UTA,80,2551,277,589,0.47,0,0,0.0,277,589,0.47,0.47,122,202,0.604,172,503,675,101,33,369,157,282,676,12.2,0.499,0.0,0.343,7.5,21.2,14.4,5.2,0.6,8.1,18.8,13.2,-0.9,4.8,4.0,0.075,-3.0,3.2,0.1,1.4,0,0.0,OOR,1986,37.0
Franklin Edwards,PG,26,LAC,73,1491,262,577,0.454,1,9,0.111,261,568,0.46,0.455,132,151,0.874,24,62,86,259,89,4,137,87,657,13.7,0.511,0.016,0.262,1.8,4.7,3.2,25.5,2.8,0.1,17.6,21.0,0.3,0.5,0.8,0.026,-0.9,-0.9,-1.8,0.1,0,0.0,OOR,1986,30.0
James Edwards,C,30,PHO,52,1314,318,587,0.542,0,0,0.0,318,587,0.542,0.542,212,302,0.702,79,222,301,74,23,29,128,200,848,16.7,0.589,0.0,0.514,7.2,18.7,13.2,8.7,0.8,1.2,15.1,25.7,1.7,1.3,3.0,0.11,-0.3,-1.1,-1.3,0.2,0,0.0,OOR,1986,31.0
