Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season,W
Larry Bird,PF,27,BOS,79,3028,758,1542,0.492,18,73,0.247,740,1469,0.504,0.497,374,421,0.888,181,615,796,520,144,69,237,197,1908,24.2,0.552,0.047,0.273,7.0,22.3,14.9,26.2,2.3,1.3,12.1,26.7,7.9,5.6,13.6,0.215,5.6,2.0,7.6,7.3,52,0.858,MVP,1984,62.0
Otis Birdsong,SG,28,NJN,69,2168,583,1147,0.508,5,20,0.25,578,1127,0.513,0.51,194,319,0.608,74,96,170,266,86,17,170,180,1365,16.8,0.53,0.017,0.278,3.8,5.1,4.5,19.1,1.8,0.5,11.7,26.7,2.4,2.1,4.5,0.1,1.3,-0.7,0.6,1.4,0,0.0,OOR,1984,45.0
Rolando Blackman,SG,24,DAL,81,3025,721,1320,0.546,1,11,0.091,720,1309,0.55,0.547,372,458,0.812,124,249,373,288,56,37,169,127,1815,19.8,0.596,0.008,0.347,4.8,9.5,7.2,14.2,0.9,0.7,10.0,23.3,8.3,1.5,9.8,0.155,3.6,-1.2,2.4,3.3,0,0.0,OOR,1984,38.0
Tom Boswell,PF,30,UTA,38,261,28,52,0.538,1,1,1.0,27,51,0.529,0.548,16,21,0.762,28,36,64,16,9,0,13,58,73,10.2,0.596,0.019,0.404,11.9,13.7,12.9,7.6,1.6,0.0,17.5,11.3,0.4,0.3,0.6,0.115,-3.0,-0.1,-3.1,-0.1,0,0.0,OOR,1984,43.0
Charles Bradley,SG,24,SEA,8,39,3,7,0.429,0,0,0.0,3,7,0.429,0.429,5,7,0.714,0,3,3,5,0,1,8,6,11,0.5,0.546,0.0,1.0,0.0,8.7,4.4,16.1,0.0,1.4,44.2,19.3,-0.1,0.0,-0.1,-0.152,-5.2,-0.5,-5.6,-0.1,0,0.0,OOR,1984,37.0
Mike Bratz,PG,28,GSW,82,1428,213,521,0.409,15,51,0.294,198,470,0.421,0.423,120,137,0.876,41,102,143,252,84,6,109,155,561,12.9,0.483,0.098,0.263,2.9,8.4,5.5,23.9,2.7,0.2,15.8,18.8,0.6,1.3,1.9,0.063,-1.5,0.3,-1.2,0.3,0,0.0,OOR,1984,
Randy Breuer,C,23,MIL,57,472,68,177,0.384,0,0,0.0,68,177,0.384,0.384,32,46,0.696,48,61,109,17,11,38,35,98,168,9.2,0.426,0.0,0.26,12.0,14.1,13.1,5.0,1.2,4.7,15.1,20.8,-0.5,0.8,0.3,0.029,-6.1,0.5,-5.6,-0.4,0,0.0,OOR,1984,50.0
Ron Brewer,SG,28,SAS,53,992,179,403,0.444,3,14,0.214,176,389,0.452,0.448,52,67,0.776,22,41,63,50,24,21,40,64,413,9.6,0.477,0.035,0.166,2.4,4.4,3.4,6.5,1.1,1.1,8.5,18.5,0.1,0.2,0.3,0.016,-2.4,-1.5,-3.8,-0.5,0,0.0,OOR,1984,29.0
Junior Bridgeman,SF,30,MIL,81,2431,509,1094,0.465,6,31,0.194,503,1063,0.473,0.468,196,243,0.807,80,252,332,265,53,14,148,224,1220,14.3,0.508,0.028,0.222,3.9,11.3,7.8,16.7,1.1,0.3,11.0,23.4,2.1,3.0,5.1,0.1,-0.2,-0.6,-0.8,0.7,0,0.0,OOR,1984,50.0
Michael Brooks,SF,25,SDC,47,1405,213,445,0.479,0,5,0.0,213,440,0.484,0.479,104,151,0.689,142,200,342,88,50,14,78,125,530,14.0,0.518,0.011,0.339,11.5,16.1,13.8,8.1,1.7,0.5,13.2,16.7,1.6,0.8,2.4,0.081,0.4,-0.7,-0.3,0.6,0,0.0,OOR,1984,
Fred Brown,SG,35,SEA,71,1129,258,506,0.51,9,34,0.265,249,472,0.528,0.519,77,86,0.895,14,48,62,194,49,2,70,84,602,17.1,0.553,0.067,0.17,1.4,4.8,3.1,26.6,2.1,0.1,11.4,22.6,1.8,0.8,2.6,0.111,1.1,-0.4,0.7,0.8,0,0.0,OOR,1984,37.0
Rickey Brown,C,25,ATL,68,785,94,201,0.468,0,0,0.0,94,201,0.468,0.468,48,65,0.738,67,114,181,29,18,23,53,161,236,9.0,0.514,0.0,0.323,9.6,16.8,13.2,5.3,1.2,1.7,18.8,15.5,0.0,0.9,0.9,0.056,-4.4,0.0,-4.4,-0.5,0,0.0,OOR,1984,40.0
Wallace Bryant,C,24,CHI,29,317,52,133,0.391,0,0,0.0,52,133,0.391,0.391,14,33,0.424,37,43,80,13,9,11,16,48,118,9.6,0.4,0.0,0.248,13.2,15.8,14.5,6.2,1.4,2.0,9.8,21.4,-0.4,0.4,0.0,-0.001,-4.1,-1.2,-5.4,-0.3,0,0.0,OOR,1984,27.0
Quinn Buckner,PG,29,BOS,79,1249,138,323,0.427,0,6,0.0,138,317,0.435,0.427,48,74,0.649,41,96,137,214,84,3,100,187,324,9.4,0.456,0.019,0.229,3.9,8.4,6.2,21.5,3.2,0.1,22.0,15.0,-0.6,1.9,1.3,0.052,-3.7,1.9,-1.8,0.1,0,0.0,OOR,1984,62.0
Don Buse,PG,33,KCK,76,1327,150,352,0.426,18,59,0.305,132,293,0.451,0.452,63,80,0.788,29,87,116,303,86,1,87,62,381,13.4,0.492,0.168,0.227,2.4,7.6,5.0,29.4,3.0,0.0,18.3,14.4,0.8,1.4,2.2,0.08,0.0,1.0,1.0,1.0,0,0.0,OOR,1984,37.0
Kenny Carr,PF,28,POR,82,2455,518,923,0.561,0,5,0.0,518,918,0.564,0.561,247,367,0.673,208,434,642,157,68,33,202,274,1283,17.3,0.592,0.005,0.398,9.8,21.5,15.5,9.1,1.3,0.8,15.7,21.1,4.1,2.6,6.7,0.131,1.1,-0.7,0.3,1.5,0,0.0,OOR,1984,41.0
M.L. Carr,SF,33,BOS,60,585,70,171,0.409,3,15,0.2,67,156,0.429,0.418,42,48,0.875,26,49,75,49,17,4,46,67,185,7.8,0.481,0.088,0.281,5.2,9.2,7.3,10.7,1.4,0.4,19.3,16.7,-0.2,0.6,0.4,0.034,-3.3,-0.3,-3.6,-0.2,0,0.0,OOR,1984,62.0
Joe Barry Carroll,C,25,GSW,80,2962,663,1390,0.477,0,1,0.0,663,1389,0.477,0.477,313,433,0.723,235,401,636,198,103,142,268,244,1639,16.8,0.519,0.001,0.312,8.1,15.9,11.7,10.1,1.6,2.7,14.5,24.3,1.6,3.1,4.7,0.077,0.3,-0.1,0.2,1.6,0,0.0,OOR,1984,
Butch Carter,SG,25,IND,73,2045,413,862,0.479,15,46,0.326,398,816,0.488,0.488,136,178,0.764,70,83,153,206,128,13,141,211,977,13.5,0.52,0.053,0.206,3.8,4.5,4.1,15.0,2.9,0.4,13.0,21.8,0.4,2.2,2.6,0.061,-1.5,0.3,-1.2,0.4,0,0.0,OOR,1984,26.0
Howard Carter,SG,22,DEN,55,688,145,316,0.459,5,19,0.263,140,297,0.471,0.467,47,61,0.77,38,48,86,71,19,4,42,81,342,12.0,0.499,0.06,0.193,5.7,7.5,6.6,13.2,1.2,0.3,10.9,21.1,0.3,0.1,0.4,0.028,-1.6,-2.3,-3.9,-0.3,0,0.0,OOR,1984,38.0
Bill Cartwright,C,26,NYK,77,2487,453,808,0.561,0,1,0.0,453,807,0.561,0.561,404,502,0.805,195,454,649,107,44,97,200,262,1310,18.5,0.637,0.001,0.621,9.6,22.1,15.9,6.4,0.9,2.4,16.3,20.6,5.6,4.2,9.8,0.189,1.5,0.5,2.0,2.5,0,0.0,OOR,1984,47.0
Harvey Catchings,PF,32,MIL,69,1156,61,153,0.399,0,1,0.0,61,152,0.401,0.399,22,42,0.524,89,182,271,43,25,81,57,172,144,6.7,0.42,0.007,0.275,9.1,17.2,13.3,4.6,1.1,4.1,24.9,8.4,-0.7,2.1,1.3,0.056,-4.1,1.9,-2.1,0.0,0,0.0,OOR,1984,50.0
Tom Chambers,PF,24,SEA,82,2570,554,1110,0.499,0,12,0.0,554,1098,0.505,0.499,375,469,0.8,219,313,532,133,47,51,192,309,1483,16.6,0.563,0.011,0.423,9.7,13.8,11.8,7.9,0.9,1.1,12.7,24.4,4.0,2.1,6.1,0.115,0.0,-1.4,-1.3,0.4,0,0.0,OOR,1984,37.0
Maurice Cheeks,PG,27,PHI,75,2494,386,702,0.55,8,20,0.4,378,682,0.554,0.556,170,232,0.733,44,161,205,478,171,20,182,196,950,16.4,0.591,0.028,0.33,2.1,7.1,4.7,27.7,3.3,0.5,18.5,16.3,3.9,3.4,7.3,0.141,0.7,1.6,2.3,2.7,0,0.0,OOR,1984,52.0
Carlos Clark,SG,23,BOS,31,127,19,52,0.365,0,2,0.0,19,50,0.38,0.365,16,18,0.889,7,10,17,17,8,1,12,13,54,12.1,0.451,0.038,0.346,6.5,8.6,7.6,17.7,3.0,0.4,16.7,23.3,-0.1,0.2,0.1,0.048,-3.2,0.3,-2.9,0.0,0,0.0,OOR,1984,62.0
Don Collins,SG,25,GSW,61,957,187,387,0.483,1,5,0.2,186,382,0.487,0.484,65,89,0.73,62,67,129,67,43,14,80,119,440,12.4,0.516,0.013,0.23,6.6,8.2,7.3,10.1,2.1,0.8,15.8,20.6,0.2,0.7,0.9,0.047,-1.7,-0.4,-2.1,0.0,0,0.0,OOR,1984,
Leroy Combs,SF,23,IND,48,446,81,163,0.497,0,3,0.0,81,160,0.506,0.497,56,91,0.615,19,37,56,38,23,18,46,49,218,13.5,0.537,0.018,0.558,4.7,9.1,6.9,12.4,2.4,2.3,18.5,23.0,-0.2,0.6,0.4,0.041,-1.3,0.5,-0.8,0.1,0,0.0,OOR,1984,26.0
Lester Conner,SG,24,GSW,82,2573,360,730,0.493,1,6,0.167,359,724,0.496,0.494,186,259,0.718,132,173,305,401,162,12,143,176,907,15.1,0.537,0.008,0.355,5.2,7.9,6.5,20.9,2.9,0.3,14.5,14.9,3.6,2.3,5.9,0.11,0.4,1.2,1.6,2.3,0,0.0,OOR,1984,
Darwin Cook,PG,25,NJN,82,1870,304,687,0.443,11,46,0.239,293,641,0.457,0.451,95,126,0.754,51,105,156,356,164,36,142,184,714,14.5,0.481,0.067,0.183,3.1,6.5,4.8,25.4,4.1,1.1,16.1,18.8,0.6,3.0,3.6,0.092,-0.4,2.5,2.1,1.9,0,0.0,OOR,1984,45.0
Jeff Cook,C,27,CLE,81,1950,188,387,0.486,1,2,0.5,187,385,0.486,0.487,94,130,0.723,174,310,484,123,68,47,91,282,471,11.2,0.53,0.005,0.336,9.8,18.7,14.1,8.4,1.7,1.4,17.0,11.4,1.4,2.2,3.7,0.09,-1.9,1.0,-0.9,0.6,0,0.0,OOR,1984,28.0
Michael Cooper,SG,27,LAL,82,2387,273,549,0.497,38,121,0.314,235,428,0.549,0.532,155,185,0.838,53,209,262,482,113,67,148,267,739,14.1,0.586,0.22,0.337,2.7,9.2,6.2,23.5,2.2,1.5,19.0,13.1,3.9,2.6,6.5,0.13,0.8,1.7,2.5,2.7,0,0.0,OOR,1984,42.0
Wayne Cooper,C,27,POR,81,1662,304,663,0.459,0,7,0.0,304,656,0.463,0.459,185,230,0.804,176,300,476,76,26,106,110,247,793,15.8,0.519,0.011,0.347,12.2,22.0,17.0,6.2,0.7,3.8,12.6,21.2,2.0,2.0,4.1,0.118,-1.0,-0.6,-1.6,0.2,0,0.0,OOR,1984,41.0
Dave Corzine,C,27,CHI,82,2674,385,824,0.467,3,9,0.333,382,815,0.469,0.469,231,275,0.84,169,406,575,202,58,120,175,227,1004,13.5,0.531,0.011,0.334,7.2,17.7,12.4,11.1,1.0,2.6,15.6,17.3,1.6,3.1,4.7,0.084,-0.6,0.7,0.1,1.4,0,0.0,OOR,1984,27.0
Charlie Criss,PG,35,ATL,15,215,20,52,0.385,1,6,0.167,19,46,0.413,0.394,12,16,0.75,5,15,20,38,8,0,10,11,53,10.8,0.449,0.115,0.308,2.7,7.9,5.3,23.8,1.9,0.0,14.5,13.7,0.1,0.2,0.3,0.068,-2.2,0.2,-2.1,0.1,0,0.0,OOR,1984,40.0
Geoff Crompton,C,28,CLE,7,23,1,8,0.125,0,0,0.0,1,8,0.125,0.125,3,6,0.5,6,3,9,1,1,1,4,4,5,0.9,0.235,0.0,0.75,28.6,15.4,22.2,5.4,2.1,2.6,27.3,26.5,-0.2,0.0,-0.1,-0.254,-5.3,-0.7,-6.0,-0.1,0,0.0,OOR,1984,28.0
Russell Cross,C,22,GSW,45,354,64,112,0.571,0,0,0.0,64,112,0.571,0.571,38,91,0.418,35,47,82,22,12,7,19,58,166,15.3,0.546,0.0,0.813,10.0,15.6,12.6,8.8,1.6,1.1,11.1,18.8,0.5,0.3,0.8,0.106,-0.6,-0.2,-0.8,0.1,0,0.0,OOR,1984,
Pat Cummings,PF,27,DAL,80,2492,452,915,0.494,0,2,0.0,452,913,0.495,0.494,141,190,0.742,151,507,658,158,64,23,146,282,1045,13.8,0.523,0.002,0.208,7.0,23.6,15.3,8.7,1.2,0.5,12.8,19.2,1.6,2.7,4.2,0.081,-1.4,-0.6,-2.0,0.0,0,0.0,OOR,1984,38.0
Terry Cummings,PF,22,SDC,81,2907,737,1491,0.494,0,3,0.0,737,1488,0.495,0.494,380,528,0.72,323,454,777,139,92,57,218,298,1854,19.8,0.538,0.002,0.354,12.6,17.6,15.1,7.2,1.5,1.1,11.2,26.6,5.7,1.8,7.5,0.123,2.0,-1.6,0.4,1.8,0,0.0,OOR,1984,
Earl Cureton,C,26,DET,73,907,81,177,0.458,0,1,0.0,81,176,0.46,0.458,31,59,0.525,86,201,287,36,24,31,55,143,193,8.6,0.475,0.006,0.333,9.7,24.5,16.8,4.6,1.2,1.9,21.3,10.9,-0.2,1.2,1.0,0.051,-3.4,0.4,-3.1,-0.2,0,0.0,OOR,1984,49.0
Quintin Dailey,SG,23,CHI,82,2449,583,1229,0.474,4,32,0.125,579,1197,0.484,0.476,321,396,0.811,61,174,235,254,109,11,220,218,1491,15.8,0.531,0.026,0.322,2.8,8.3,5.5,17.6,2.1,0.3,13.6,27.4,1.5,2.2,3.7,0.072,-0.2,-0.5,-0.6,0.8,0,0.0,OOR,1984,27.0
Adrian Dantley,SF,28,UTA,79,2984,802,1438,0.558,1,4,0.25,801,1434,0.559,0.558,813,946,0.859,179,269,448,310,61,4,263,201,2418,24.6,0.652,0.003,0.658,6.7,9.0,7.9,16.2,0.9,0.1,12.4,28.2,13.0,1.6,14.6,0.235,5.8,-1.5,4.2,4.7,1,0.116,Candidate,1984,43.0
Brad Davis,PG,28,DAL,81,2665,345,651,0.53,7,38,0.184,338,613,0.551,0.535,199,238,0.836,41,146,187,561,94,13,166,218,896,14.4,0.593,0.058,0.366,1.8,6.3,4.1,27.1,1.7,0.3,18.0,14.4,4.8,1.5,6.2,0.112,0.3,-0.5,-0.2,1.2,0,0.0,OOR,1984,38.0
Charles Davis,SF,25,WSB,46,467,103,218,0.472,1,9,0.111,102,209,0.488,0.475,24,39,0.615,34,69,103,30,14,10,36,58,231,13.4,0.491,0.041,0.179,8.5,17.2,12.9,10.4,1.5,1.2,13.3,24.8,-0.2,0.6,0.3,0.034,-2.0,-0.5,-2.5,-0.1,0,0.0,OOR,1984,35.0
Johnny Davis,PG,28,ATL,75,2079,354,800,0.443,0,8,0.0,354,792,0.447,0.443,217,256,0.848,53,86,139,326,62,6,134,146,925,14.3,0.507,0.01,0.32,2.9,4.8,3.8,24.4,1.5,0.2,12.8,21.7,1.9,1.4,3.3,0.075,0.4,-1.3,-0.9,0.6,0,0.0,OOR,1984,40.0
Walter Davis,SG,29,PHO,78,2546,652,1274,0.512,20,87,0.23,632,1187,0.532,0.52,233,270,0.863,38,164,202,429,107,12,213,202,1557,18.5,0.559,0.068,0.212,1.7,7.6,4.6,25.0,2.0,0.3,13.3,25.9,4.2,2.0,6.2,0.118,1.9,-0.8,1.0,1.9,0,0.0,OOR,1984,30.0
Darryl Dawkins,C,27,NJN,81,2417,507,855,0.593,2,5,0.4,505,850,0.594,0.594,341,464,0.735,159,382,541,123,60,136,231,386,1357,17.6,0.641,0.006,0.543,7.4,18.4,12.8,7.2,1.2,3.3,17.9,21.2,4.3,3.6,7.9,0.156,0.2,1.0,1.3,2.0,0,0.0,OOR,1984,45.0
Darren Daye,SF,23,WSB,75,1174,180,408,0.441,0,6,0.0,180,402,0.448,0.441,95,133,0.714,90,98,188,176,38,12,96,154,455,12.3,0.488,0.015,0.326,9.0,9.7,9.3,21.8,1.6,0.6,17.1,20.5,0.2,1.1,1.3,0.053,-1.1,0.0,-1.2,0.2,0,0.0,OOR,1984,35.0
Kenny Dennard,PF,25,DEN,43,413,36,99,0.364,3,10,0.3,33,89,0.371,0.379,15,24,0.625,37,64,101,45,23,8,29,83,90,7.6,0.411,0.101,0.242,9.2,16.7,12.8,12.0,2.4,1.0,20.9,12.6,-0.3,0.3,0.1,0.007,-4.1,0.5,-3.7,-0.2,0,0.0,OOR,1984,38.0
James Donaldson,C,26,SDC,82,2525,360,604,0.596,0,0,0.0,360,604,0.596,0.596,249,327,0.761,165,484,649,90,40,139,171,214,969,15.3,0.648,0.0,0.541,7.4,21.6,14.6,4.6,0.8,3.0,18.6,14.5,3.9,1.9,5.8,0.11,0.5,0.3,0.8,1.8,0,0.0,OOR,1984,
John Drew,SF,29,UTA,81,1797,511,1067,0.479,6,22,0.273,505,1045,0.483,0.482,402,517,0.778,146,192,338,135,88,2,192,208,1430,20.5,0.552,0.021,0.485,9.0,10.6,9.9,12.0,2.2,0.1,12.9,32.9,2.8,1.7,4.5,0.121,1.3,-1.6,-0.3,0.8,0,0.0,OOR,1984,43.0
Larry Drew,PG,25,KCK,73,2363,474,1026,0.462,3,10,0.3,471,1016,0.464,0.463,243,313,0.776,33,113,146,558,121,10,194,170,1194,16.5,0.513,0.01,0.305,1.6,5.6,3.5,34.3,2.4,0.2,14.3,23.1,2.6,2.0,4.6,0.093,1.3,-0.5,0.8,1.7,0,0.0,OOR,1984,37.0
Clyde Drexler,SG,21,POR,82,1408,252,559,0.451,1,4,0.25,251,555,0.452,0.452,123,169,0.728,112,123,235,153,107,29,123,209,628,14.5,0.496,0.007,0.302,9.2,10.6,9.9,14.7,3.6,1.2,16.3,21.6,0.5,1.9,2.4,0.083,-0.9,1.3,0.4,0.8,0,0.0,OOR,1984,41.0
Mike Dunleavy,PG,29,MIL,17,404,70,127,0.551,19,45,0.422,51,82,0.622,0.626,32,40,0.8,6,22,28,78,12,1,36,51,191,16.4,0.66,0.354,0.315,1.8,6.0,3.9,28.0,1.5,0.1,19.9,18.9,1.0,0.4,1.4,0.167,2.2,-0.3,1.9,0.4,0,0.0,OOR,1984,50.0
T.R. Dunn,SG,28,DEN,80,2705,174,370,0.47,0,1,0.0,174,369,0.472,0.47,106,145,0.731,195,379,574,228,173,32,97,233,454,10.2,0.523,0.003,0.392,7.4,15.1,11.1,9.1,2.8,0.6,18.3,7.4,2.0,2.1,4.1,0.073,-0.8,1.2,0.4,1.6,0,0.0,OOR,1984,38.0
Mark Eaton,C,27,UTA,82,2139,194,416,0.466,0,1,0.0,194,415,0.467,0.466,73,123,0.593,148,447,595,113,25,351,98,303,461,12.3,0.49,0.002,0.296,7.7,20.8,14.6,6.4,0.5,8.5,17.2,10.6,0.2,3.5,3.7,0.084,-2.7,3.7,1.0,1.6,0,0.0,OOR,1984,43.0
Jerry Eaves,PG,24,UTA,80,1034,132,293,0.451,0,6,0.0,132,287,0.46,0.451,92,132,0.697,29,56,85,200,33,5,93,90,356,10.6,0.507,0.02,0.451,3.1,5.4,4.3,24.7,1.5,0.2,20.9,17.1,0.1,0.6,0.7,0.032,-2.0,-1.4,-3.4,-0.4,0,0.0,OOR,1984,43.0
Keith Edmonson,SG,23,SAS,55,622,158,321,0.492,0,0,0.0,158,321,0.492,0.492,94,126,0.746,46,42,88,34,26,7,61,83,410,15.5,0.545,0.0,0.393,8.0,7.1,7.5,7.5,1.9,0.6,13.9,27.1,0.5,0.2,0.7,0.058,-0.9,-1.7,-2.6,-0.1,0,0.0,OOR,1984,29.0
Franklin Edwards,PG,24,PHI,60,654,84,221,0.38,0,1,0.0,84,220,0.382,0.38,34,48,0.708,12,47,59,90,31,5,46,78,202,7.9,0.417,0.005,0.217,2.1,7.9,5.1,19.1,2.3,0.4,16.0,18.2,-0.6,0.8,0.1,0.009,-4.7,0.2,-4.5,-0.4,0,0.0,OOR,1984,52.0
James Edwards,C,28,PHO,72,1897,438,817,0.536,0,1,0.0,438,816,0.537,0.536,183,254,0.72,108,240,348,184,23,30,140,254,1059,16.2,0.57,0.001,0.311,6.6,14.9,10.7,13.9,0.6,0.9,13.1,23.1,3.0,1.4,4.4,0.112,0.5,-1.1,-0.5,0.7,0,0.0,OOR,1984,30.0
Craig Ehlo,SG,22,HOU,7,63,11,27,0.407,0,0,0.0,11,27,0.407,0.407,1,1,1.0,4,5,9,6,3,0,3,13,23,8.2,0.419,0.0,0.037,6.9,8.5,7.7,12.4,2.2,0.0,9.9,19.0,0.0,0.1,0.0,0.018,-4.2,0.0,-4.2,-0.1,0,0.0,OOR,1984,54.0
Dale Ellis,SF,23,DAL,67,1059,225,493,0.456,12,29,0.414,213,464,0.459,0.469,87,121,0.719,106,144,250,56,41,9,78,118,549,15.1,0.503,0.059,0.245,11.6,15.8,13.7,7.6,1.9,0.5,12.5,24.6,0.5,1.0,1.5,0.066,-0.8,-1.6,-2.4,-0.1,0,0.0,OOR,1984,38.0
Len Elmore,PF,31,NYK,65,832,64,157,0.408,0,0,0.0,64,157,0.408,0.408,27,38,0.711,62,103,165,30,29,30,46,153,155,6.1,0.446,0.0,0.242,9.1,15.0,12.1,4.6,1.7,2.2,20.9,11.0,-0.5,1.4,0.9,0.053,-4.5,1.5,-3.0,-0.2,0,0.0,OOR,1984,47.0
