Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season,W
P.J. Brown,C,26,NJN,81,2942,354,798,0.444,3,15,0.2,351,783,0.448,0.445,204,265,0.77,215,345,560,165,79,100,133,249,915,12.6,0.5,0.019,0.332,7.9,13.2,10.5,9.3,1.4,2.6,12.7,15.6,2.0,3.3,5.3,0.087,-1.3,0.7,-0.5,1.1,0,0.0,OOR,1996,30.0
Randy Brown,PG,27,CHI,68,671,78,192,0.406,1,11,0.091,77,181,0.425,0.409,28,46,0.609,17,49,66,73,57,12,31,88,185,11.2,0.436,0.057,0.24,3.0,8.5,5.7,15.1,4.5,1.4,12.7,16.0,0.0,1.5,1.5,0.105,-4.3,4.0,-0.2,0.3,0,0.0,OOR,1996,72.0
Mark Bryant,PF,30,HOU,71,1587,242,446,0.543,0,2,0.0,242,444,0.545,0.543,127,177,0.718,131,220,351,52,31,19,85,234,611,13.1,0.583,0.004,0.397,9.6,15.3,12.5,5.2,1.0,0.9,14.0,17.3,2.1,1.4,3.6,0.107,-2.5,-1.1,-3.7,-0.7,0,0.0,OOR,1996,35.0
Jud Buechler,SF,27,CHI,74,740,112,242,0.463,40,90,0.444,72,152,0.474,0.545,14,22,0.636,45,66,111,56,34,7,39,70,278,14.1,0.552,0.372,0.091,7.1,10.4,8.7,11.1,2.4,0.7,13.4,17.3,1.0,1.2,2.3,0.148,0.8,1.0,1.7,0.7,0,0.0,OOR,1996,72.0
Matt Bullard,PF,28,ATL,46,460,66,162,0.407,26,72,0.361,40,90,0.444,0.488,16,20,0.8,18,42,60,18,17,11,24,50,174,11.5,0.509,0.444,0.123,4.4,11.3,7.7,6.4,2.0,1.9,12.3,19.0,0.2,0.4,0.6,0.065,-1.3,-0.3,-1.6,0.0,0,0.0,OOR,1996,46.0
Scott Burrell,SF,25,CHH,20,693,92,206,0.447,37,98,0.378,55,108,0.509,0.536,42,56,0.75,26,72,98,47,27,13,43,76,263,13.0,0.57,0.476,0.272,4.5,12.9,8.6,10.5,2.0,1.4,15.7,17.9,0.6,0.4,1.1,0.075,0.0,0.1,0.1,0.4,0,0.0,OOR,1996,41.0
Junior Burrough,PF,23,BOS,61,495,64,170,0.376,0,0,0.0,64,170,0.376,0.376,61,93,0.656,45,64,109,15,15,10,40,74,189,9.0,0.448,0.0,0.547,9.9,14.8,12.3,4.6,1.5,1.4,15.9,21.8,-0.6,0.4,-0.2,-0.018,-5.5,-2.0,-7.5,-0.7,0,0.0,OOR,1996,33.0
Mitchell Butler,SG,25,WSB,61,858,88,229,0.384,13,60,0.217,75,169,0.444,0.413,48,83,0.578,29,89,118,67,41,12,67,104,237,7.4,0.446,0.262,0.362,4.1,12.0,8.1,11.1,2.4,1.0,20.1,17.3,-1.2,1.0,-0.2,-0.01,-4.8,0.6,-4.2,-0.5,0,0.0,OOR,1996,39.0
Jason Caffey,PF,22,CHI,57,545,71,162,0.438,0,1,0.0,71,161,0.441,0.438,40,68,0.588,51,60,111,24,12,7,48,91,182,7.9,0.474,0.006,0.42,10.9,12.8,11.9,6.3,1.2,1.0,20.0,19.4,-0.4,0.8,0.4,0.038,-6.1,-1.1,-7.1,-0.7,0,0.0,OOR,1996,72.0
Michael Cage,C,34,CLE,82,2631,220,396,0.556,0,1,0.0,220,395,0.557,0.556,50,92,0.543,288,441,729,53,87,79,54,215,490,14.1,0.561,0.003,0.232,14.3,22.7,18.4,3.3,1.9,2.7,11.0,9.4,4.1,4.0,8.1,0.148,-0.4,0.2,-0.2,1.2,0,0.0,OOR,1996,47.0
Adrian Caldwell,PF,29,IND,51,327,46,83,0.554,0,0,0.0,46,83,0.554,0.554,18,36,0.5,42,68,110,6,9,5,35,73,110,10.4,0.556,0.0,0.434,16.6,25.2,21.0,3.0,1.5,1.2,26.2,18.8,-0.2,0.5,0.3,0.044,-5.1,-0.7,-5.8,-0.3,0,0.0,OOR,1996,52.0
Elden Campbell,PF,27,LAL,82,2699,447,888,0.503,0,5,0.0,447,883,0.506,0.503,249,349,0.713,162,461,623,181,88,212,137,300,1143,18.0,0.549,0.006,0.393,7.1,19.5,13.4,10.3,1.7,5.5,11.6,19.6,3.8,4.4,8.2,0.147,-0.2,1.9,1.7,2.6,0,0.0,OOR,1996,41.0
Antoine Carr,SF,34,UTA,80,1532,233,510,0.457,0,3,0.0,233,507,0.46,0.457,114,144,0.792,71,129,200,74,28,65,78,254,580,10.6,0.506,0.006,0.282,5.8,10.1,8.0,7.6,1.0,3.5,12.0,19.5,0.6,1.5,2.1,0.065,-3.5,-0.1,-3.5,-0.6,0,0.0,OOR,1996,48.0
Chris Carr,SG,21,PHO,60,590,90,217,0.415,11,42,0.262,79,175,0.451,0.44,49,60,0.817,27,75,102,43,10,5,40,77,240,10.5,0.493,0.194,0.276,5.4,14.5,10.0,11.4,0.9,0.6,14.1,21.4,-0.1,0.3,0.3,0.021,-3.4,-1.8,-5.2,-0.5,0,0.0,OOR,1996,36.0
Sam Cassell,PG,26,HOU,61,1682,289,658,0.439,73,210,0.348,216,448,0.482,0.495,235,285,0.825,51,137,188,278,53,4,157,166,886,16.8,0.565,0.319,0.433,3.5,9.0,6.3,27.3,1.6,0.2,16.7,25.1,2.6,1.2,3.9,0.11,1.2,-0.9,0.3,1.0,0,0.0,OOR,1996,35.0
Duane Causwell,C,27,SAC,73,1044,90,216,0.417,0,1,0.0,90,215,0.419,0.417,70,96,0.729,86,162,248,20,27,78,53,173,250,9.9,0.484,0.005,0.444,9.5,18.0,13.7,2.9,1.3,5.6,17.0,13.1,0.0,1.3,1.3,0.059,-4.4,1.2,-3.2,-0.3,0,0.0,OOR,1996,29.0
Cedric Ceballos,SF,26,LAL,78,2628,638,1203,0.53,51,184,0.277,587,1019,0.576,0.552,329,409,0.804,215,321,536,119,94,22,167,144,1656,22.1,0.599,0.153,0.34,9.7,13.9,11.9,7.9,1.9,0.6,10.8,26.5,7.1,2.8,9.8,0.18,3.9,-1.3,2.6,3.1,0,0.0,OOR,1996,41.0
Rex Chapman,SG,28,MIA,56,1865,289,679,0.426,125,337,0.371,164,342,0.48,0.518,83,113,0.735,22,123,145,166,45,10,79,117,786,13.0,0.539,0.496,0.166,1.4,7.5,4.5,15.4,1.3,0.4,9.8,19.7,2.3,1.9,4.2,0.108,0.7,0.1,0.8,1.3,0,0.0,OOR,1996,42.0
Calbert Cheaney,SF,24,WSB,70,2324,426,905,0.471,52,154,0.338,374,751,0.498,0.499,151,214,0.706,67,172,239,154,67,18,129,205,1055,13.0,0.528,0.17,0.236,3.5,8.5,6.1,10.6,1.5,0.6,11.4,21.7,1.5,1.7,3.2,0.065,-0.9,-1.0,-1.9,0.1,0,0.0,OOR,1996,39.0
Pete Chilcutt,PF,27,HOU,74,651,73,179,0.408,37,98,0.378,36,81,0.444,0.511,17,26,0.654,51,105,156,26,19,14,22,65,200,12.5,0.525,0.547,0.145,9.1,17.8,13.6,6.0,1.5,1.5,10.4,14.7,0.6,0.8,1.4,0.101,-0.4,-0.7,-1.1,0.1,0,0.0,OOR,1996,35.0
Randolph Childress,PG,23,POR,28,250,25,79,0.316,13,47,0.277,12,32,0.375,0.399,22,27,0.815,1,18,19,32,8,1,28,22,85,6.7,0.468,0.595,0.342,0.5,8.2,4.3,19.1,1.7,0.3,23.6,20.8,-0.3,0.3,0.0,-0.009,-4.9,-0.5,-5.4,-0.2,0,0.0,OOR,1996,39.0
Chris Childs,PG,28,NJN,78,2408,324,778,0.416,95,259,0.367,229,519,0.441,0.478,259,304,0.852,51,194,245,548,111,8,230,246,1002,16.4,0.549,0.333,0.391,2.3,9.1,5.6,38.6,2.4,0.3,20.1,20.7,3.3,2.5,5.8,0.115,1.3,0.4,1.7,2.2,0,0.0,OOR,1996,30.0
Doug Christie,SF,25,TOR,55,1036,150,337,0.445,46,106,0.434,104,231,0.45,0.513,69,93,0.742,34,120,154,117,70,19,95,141,415,14.0,0.549,0.315,0.276,3.9,13.8,8.8,18.0,3.5,1.4,20.1,20.4,0.2,1.2,1.4,0.065,-1.7,0.8,-0.8,0.3,0,0.0,OOR,1996,21.0
Robert Churchwell,SG,23,GSW,4,20,3,8,0.375,0,0,0.0,3,8,0.375,0.375,0,0,0.0,0,3,3,1,0,0,2,1,6,1.2,0.375,0.0,0.0,0.0,17.4,8.6,8.0,0.0,0.0,20.0,21.8,-0.1,0.0,-0.1,-0.166,-7.8,-2.9,-10.6,0.0,0,0.0,OOR,1996,
Charles Claxton,C,25,BOS,3,7,1,2,0.5,0,0,0.0,1,2,0.5,0.5,0,2,0.0,2,0,2,0,0,1,1,4,2,0.2,0.347,0.0,1.0,31.2,0.0,16.0,0.0,0.0,10.0,25.8,23.9,0.0,0.0,0.0,-0.179,-16.3,-2.6,-18.9,0.0,0,0.0,OOR,1996,33.0
John Coker,C,24,PHO,5,11,4,5,0.8,0,0,0.0,4,5,0.8,0.8,0,0,0.0,2,0,2,1,0,1,0,1,8,37.3,0.8,0.0,0.0,21.4,0.0,10.5,21.2,0.0,6.8,0.0,20.2,0.1,0.0,0.1,0.36,11.6,1.9,13.5,0.0,0,0.0,OOR,1996,36.0
Derrick Coleman,PF,28,PHI,11,294,48,118,0.407,7,21,0.333,41,97,0.423,0.436,20,32,0.625,13,59,72,31,4,10,28,30,123,12.0,0.466,0.178,0.271,5.0,23.8,14.1,19.3,0.7,2.5,17.5,24.3,-0.4,0.2,-0.2,-0.029,-2.8,-0.7,-3.5,-0.1,0,0.0,OOR,1996,18.0
Bimbo Coles,PG,27,MIA,81,2615,318,777,0.409,88,254,0.346,230,523,0.44,0.466,168,211,0.796,49,211,260,422,94,17,171,253,892,12.4,0.513,0.327,0.272,2.2,9.2,5.8,25.9,1.9,0.5,16.4,17.9,2.2,2.8,5.0,0.091,-0.8,0.6,-0.2,1.2,0,0.0,OOR,1996,42.0
Marty Conlon,C,28,MIL,74,958,153,327,0.468,5,30,0.167,148,297,0.498,0.476,84,110,0.764,58,119,177,68,20,11,79,126,395,12.2,0.526,0.092,0.336,7.3,15.5,11.3,11.7,1.1,0.9,17.4,21.7,0.1,0.5,0.6,0.028,-2.3,-1.2,-3.5,-0.4,0,0.0,OOR,1996,25.0
Anthony Cook,PF,28,POR,11,60,7,16,0.438,0,2,0.0,7,14,0.5,0.438,1,4,0.25,5,7,12,2,0,1,1,8,15,7.6,0.422,0.125,0.25,9.5,13.2,11.4,5.1,0.0,1.2,5.3,13.7,0.0,0.1,0.1,0.057,-4.5,-1.4,-5.9,-0.1,0,0.0,OOR,1996,39.0
