Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status,Season
Wayne Ellington,SG,22,76,1384,190,448,0.424,64,162,0.395,126,286,0.441,0.496,61,70,0.871,33,126,159,74,20,5,74,72,505,OOR,2010
Monta Ellis,SG,24,64,2647,631,1406,0.449,77,228,0.338,554,1178,0.47,0.476,292,388,0.753,47,210,257,340,143,25,244,189,1631,OOR,2010
Francisco Elson,C,33,12,66,5,15,0.333,0,0,0.0,5,15,0.333,0.333,2,5,0.4,6,8,14,2,1,0,1,7,12,OOR,2010
Maurice Evans,SF,31,79,1317,175,393,0.445,57,169,0.337,118,224,0.527,0.518,46,61,0.754,59,95,154,48,34,17,20,125,453,OOR,2010
Reggie Evans,PF,29,28,311,34,69,0.493,0,0,0.0,34,69,0.493,0.493,27,60,0.45,30,75,105,8,14,4,22,44,95,OOR,2010
Tyreke Evans,SG,20,72,2677,533,1165,0.458,36,141,0.255,497,1024,0.485,0.473,348,465,0.748,66,314,380,414,109,26,216,204,1450,OOR,2010
Jordan Farmar,PG,23,82,1474,224,515,0.435,86,229,0.376,138,286,0.483,0.518,57,85,0.671,14,117,131,127,52,11,72,109,591,OOR,2010
Raymond Felton,PG,25,80,2643,388,846,0.459,60,156,0.385,328,690,0.475,0.494,132,173,0.763,53,235,288,446,123,22,168,172,968,OOR,2010
Rudy Fernández,SG,24,62,1441,160,423,0.378,98,266,0.368,62,157,0.395,0.494,85,98,0.867,35,129,164,127,62,11,72,87,503,OOR,2010
Kyrylo Fesenko,C,23,49,408,52,95,0.547,0,1,0.0,52,94,0.553,0.547,24,57,0.421,33,57,90,15,6,19,24,78,128,OOR,2010
Michael Finley,SF,36,46,709,81,184,0.44,32,82,0.39,49,102,0.48,0.527,8,15,0.533,6,65,71,43,10,6,21,33,202,OOR,2010
Derek Fisher,PG,35,82,2227,212,558,0.38,78,224,0.348,134,334,0.401,0.45,113,132,0.856,25,145,170,201,90,9,78,202,615,OOR,2010
Jonny Flynn,PG,20,81,2339,397,952,0.417,77,215,0.358,320,737,0.434,0.457,223,270,0.826,24,167,191,356,82,2,233,98,1094,OOR,2010
T.J. Ford,PG,26,47,1189,186,418,0.445,8,50,0.16,178,368,0.484,0.455,104,135,0.77,41,108,149,180,44,11,90,102,484,OOR,2010
Jeff Foster,C,33,16,255,22,46,0.478,0,1,0.0,22,45,0.489,0.478,5,9,0.556,34,47,81,21,3,4,14,45,49,OOR,2010
Randy Foye,PG,26,70,1667,256,619,0.414,63,182,0.346,193,437,0.442,0.464,129,145,0.89,16,114,130,228,33,10,94,123,704,OOR,2010
Channing Frye,C,26,81,2190,317,703,0.451,172,392,0.439,145,311,0.466,0.573,98,121,0.81,66,361,427,113,64,74,73,263,904,OOR,2010
Dan Gadzuric,C,31,32,314,39,89,0.438,0,0,0.0,39,89,0.438,0.438,10,25,0.4,38,54,92,12,9,13,15,63,88,OOR,2010
Sundiata Gaines,PG,23,32,217,38,82,0.463,7,26,0.269,31,56,0.554,0.506,23,46,0.5,6,23,29,39,12,0,14,17,106,OOR,2010
Danilo Gallinari,SF,21,81,2747,392,927,0.423,186,488,0.381,206,439,0.469,0.523,251,307,0.818,65,333,398,135,75,58,110,191,1221,OOR,2010
Francisco García,SG,28,25,575,82,176,0.466,23,59,0.39,59,117,0.504,0.531,15,17,0.882,11,55,66,45,10,19,21,49,202,OOR,2010
Kevin Garnett,PF,33,69,2060,402,772,0.521,1,5,0.2,401,767,0.523,0.521,185,221,0.837,78,428,506,185,68,57,101,170,990,OOR,2010
Marc Gasol,C,25,69,2469,378,651,0.581,0,1,0.0,378,650,0.582,0.581,252,376,0.67,208,432,640,165,69,109,135,254,1008,OOR,2010
Pau Gasol,C,29,65,2403,452,844,0.536,0,5,0.0,452,839,0.539,0.536,286,362,0.79,243,491,734,218,37,113,143,152,1190,OOR,2010
Rudy Gay,SF,23,80,3175,600,1288,0.466,66,202,0.327,534,1086,0.492,0.491,301,400,0.753,115,357,472,153,118,64,169,201,1567,OOR,2010
Alonzo Gee,SG,22,11,182,28,59,0.475,7,9,0.778,21,50,0.42,0.534,18,29,0.621,15,18,33,7,7,1,10,13,81,OOR,2010
Devean George,SF,32,45,761,89,206,0.432,48,123,0.39,41,83,0.494,0.549,16,23,0.696,21,93,114,32,41,10,15,89,242,OOR,2010
Daniel Gibson,PG,23,56,1068,125,268,0.466,71,149,0.477,54,119,0.454,0.599,34,49,0.694,13,60,73,70,25,7,36,79,355,OOR,2010
Taj Gibson,PF,24,82,2204,311,629,0.494,0,0,0.0,311,629,0.494,0.494,113,175,0.646,226,385,611,70,50,104,114,282,735,OOR,2010
J.R. Giddens,SF,24,32,239,28,60,0.467,0,10,0.0,28,50,0.56,0.467,13,23,0.565,16,35,51,13,9,2,17,29,69,OOR,2010
Trey Gilder,SF,25,2,5,1,1,1.0,0,0,0.0,1,1,1.0,1.0,0,0,0.0,0,1,1,0,1,0,0,0,2,OOR,2010
Manu Ginóbili,SG,32,75,2150,398,903,0.441,132,350,0.377,266,553,0.481,0.514,309,355,0.87,68,216,284,370,103,24,154,154,1237,OOR,2010
Ryan Gomes,SF,27,76,2210,327,732,0.447,74,199,0.372,253,533,0.475,0.497,104,126,0.825,76,272,348,124,62,16,95,155,832,OOR,2010
Drew Gooden,C-PF,28,70,1755,288,602,0.478,1,8,0.125,287,594,0.483,0.479,186,216,0.861,207,335,542,47,41,58,108,194,763,OOR,2010
Ben Gordon,SG,26,62,1730,291,699,0.416,75,234,0.321,216,465,0.465,0.47,198,230,0.861,26,93,119,166,49,6,118,147,855,OOR,2010
Eric Gordon,SG,21,62,2229,352,784,0.449,119,321,0.371,233,463,0.503,0.525,222,299,0.742,25,135,160,186,69,14,144,96,1045,OOR,2010
Marcin Gortat,C,25,81,1088,121,227,0.533,0,3,0.0,121,224,0.54,0.533,51,75,0.68,104,237,341,17,17,70,46,138,293,OOR,2010
Joey Graham,SF,27,63,759,105,202,0.52,2,13,0.154,103,189,0.545,0.525,54,73,0.74,39,84,123,22,23,7,43,104,266,OOR,2010
Stephen Graham,SG,27,70,804,119,240,0.496,16,50,0.32,103,190,0.542,0.529,42,65,0.646,24,111,135,23,20,10,36,94,296,OOR,2010
Danny Granger,SF,26,62,2278,488,1139,0.428,158,438,0.361,330,701,0.471,0.498,363,428,0.848,67,275,342,171,94,51,157,183,1497,OOR,2010
Aaron Gray,C,25,32,311,42,82,0.512,0,0,0.0,42,82,0.512,0.512,20,28,0.714,45,61,106,22,9,11,18,54,104,OOR,2010
Danny Green,SG,22,20,115,15,39,0.385,6,22,0.273,9,17,0.529,0.462,4,6,0.667,8,9,17,5,6,3,5,9,40,OOR,2010
Jeff Green,PF,23,82,3043,485,1070,0.453,104,312,0.333,381,758,0.503,0.502,165,223,0.74,112,378,490,134,104,72,135,221,1239,OOR,2010
Willie Green,SG,28,73,1553,248,543,0.457,47,136,0.346,201,407,0.494,0.5,95,114,0.833,20,109,129,152,32,11,67,135,638,OOR,2010
Donté Greene,SF,21,76,1630,244,553,0.441,69,183,0.377,175,370,0.473,0.504,90,140,0.643,53,181,234,71,41,53,93,150,647,OOR,2010
Taylor Griffin,SF,23,8,32,4,10,0.4,0,2,0.0,4,8,0.5,0.4,2,4,0.5,0,2,2,1,0,2,1,4,10,OOR,2010
Hamed Haddadi,C,24,36,240,24,62,0.387,0,3,0.0,24,59,0.407,0.387,14,19,0.737,26,49,75,10,1,14,20,57,62,OOR,2010
Malik Hairston,SG,22,47,317,40,76,0.526,2,11,0.182,38,65,0.585,0.539,17,30,0.567,13,36,49,16,4,9,11,29,99,OOR,2010
Marcus Haislip,SF,29,10,44,10,21,0.476,3,5,0.6,7,16,0.438,0.548,2,5,0.4,4,6,10,0,0,2,3,5,25,OOR,2010
