Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season,W
Nick Anderson,SG,24,ORL,60,2203,482,1042,0.463,30,85,0.353,452,957,0.472,0.477,202,303,0.667,98,286,384,163,97,33,126,132,1196,16.4,0.509,0.082,0.291,4.8,14.9,9.7,12.4,2.2,0.9,9.7,24.5,1.6,2.0,3.6,0.078,1.1,0.0,1.2,1.8,0,0.0,OOR,1992,21.0
Ron Anderson,SF,33,PHI,82,2432,469,1008,0.465,42,127,0.331,427,881,0.485,0.486,143,163,0.877,96,182,278,135,86,11,109,128,1123,14.1,0.52,0.126,0.162,4.6,8.5,6.5,9.0,1.8,0.3,9.2,21.5,2.2,1.3,3.5,0.07,-0.2,-1.1,-1.4,0.4,0,0.0,OOR,1992,35.0
Willie Anderson,SG,25,SAS,57,1889,312,685,0.455,13,56,0.232,299,629,0.475,0.465,107,138,0.775,62,238,300,302,54,51,140,151,744,13.8,0.499,0.082,0.201,3.6,13.6,8.7,23.2,1.4,1.7,15.8,19.8,0.7,2.6,3.3,0.083,-0.3,1.2,0.9,1.4,0,0.0,OOR,1992,42.0
Michael Ansley,SF,24,PHI,10,45,8,18,0.444,0,0,0.0,8,18,0.444,0.444,5,6,0.833,2,4,6,2,0,0,3,7,21,9.0,0.509,0.0,0.333,5.1,9.9,7.5,6.8,0.0,0.0,12.7,22.5,0.0,0.0,0.0,0.013,-3.7,-2.9,-6.6,-0.1,0,0.0,OOR,1992,35.0
Greg Anthony,PG,24,NYK,82,1510,161,435,0.37,8,55,0.145,153,380,0.403,0.379,117,158,0.741,33,103,136,314,59,9,98,170,447,10.6,0.443,0.126,0.363,2.5,7.7,5.2,28.6,2.0,0.4,16.3,17.4,0.2,2.0,2.2,0.07,-2.7,0.8,-1.9,0.0,0,0.0,OOR,1992,51.0
B.J. Armstrong,PG,24,CHI,82,1875,335,697,0.481,35,87,0.402,300,610,0.492,0.506,104,129,0.806,19,126,145,266,46,5,94,88,809,14.1,0.537,0.125,0.185,1.2,7.6,4.5,19.2,1.2,0.2,11.1,19.5,2.7,1.8,4.6,0.117,0.2,-0.8,-0.6,0.7,0,0.0,OOR,1992,67.0
Vincent Askew,SG,25,GSW,80,1496,193,379,0.509,1,10,0.1,192,369,0.52,0.511,111,160,0.694,89,144,233,188,47,23,84,128,498,12.7,0.554,0.026,0.422,6.6,10.3,8.5,15.4,1.5,0.9,15.7,14.3,2.0,0.8,2.9,0.092,0.6,0.0,0.6,1.0,0,0.0,OOR,1992,47.0
Keith Askins,SF,24,MIA,59,843,84,205,0.41,25,73,0.342,59,132,0.447,0.471,26,37,0.703,65,77,142,38,40,15,47,109,219,8.7,0.495,0.356,0.18,8.5,10.4,9.4,6.2,2.3,1.1,17.5,13.3,0.0,0.7,0.7,0.04,-2.5,0.2,-2.3,-0.1,0,0.0,OOR,1992,38.0
Stacey Augmon,SG,23,ATL,82,2505,440,899,0.489,1,6,0.167,439,893,0.492,0.49,213,320,0.666,191,229,420,201,124,27,181,161,1094,14.4,0.526,0.007,0.356,7.9,9.9,8.9,11.4,2.4,0.6,14.8,20.1,1.5,2.2,3.7,0.071,-0.5,-0.1,-0.6,0.8,0,0.0,OOR,1992,38.0
Isaac Austin,C,22,UTA,31,112,21,46,0.457,0,0,0.0,21,46,0.457,0.457,19,30,0.633,11,24,35,5,2,2,8,20,61,15.0,0.515,0.0,0.652,11.6,23.1,17.6,6.7,0.9,1.1,11.9,25.9,0.1,0.2,0.3,0.112,-3.0,-1.4,-4.4,-0.1,0,0.0,OOR,1992,47.0
Miloš Babić,C,23,MIA,9,35,6,13,0.462,0,0,0.0,6,13,0.462,0.462,6,8,0.75,2,9,11,6,1,0,5,0,18,18.3,0.545,0.0,0.615,6.3,29.1,17.6,26.4,1.4,0.0,23.2,25.8,0.0,0.0,0.0,0.057,1.6,0.0,1.6,0.0,0,0.0,OOR,1992,38.0
John Bagley,PG,31,BOS,73,1742,223,506,0.441,10,42,0.238,213,464,0.459,0.451,68,95,0.716,38,123,161,480,57,4,148,123,524,12.7,0.478,0.083,0.188,2.5,7.4,5.1,35.9,1.6,0.1,21.3,17.2,0.6,1.4,1.9,0.053,-0.2,-1.0,-1.2,0.4,0,0.0,OOR,1992,51.0
Thurl Bailey,PF,30,MIN,84,2104,368,836,0.44,0,2,0.0,368,834,0.441,0.44,215,270,0.796,122,363,485,78,35,117,108,160,951,14.5,0.498,0.002,0.323,6.3,19.5,12.8,5.5,0.8,3.3,10.2,21.5,0.8,1.8,2.6,0.059,-1.3,-1.1,-2.4,-0.2,0,0.0,OOR,1992,57.0
Steve Bardo,SG,23,SAS,1,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,32.3,0.0,0.0,0.0,100.0,0.0,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,22.6,-5.6,17.1,0.0,0,0.0,OOR,1992,42.0
Charles Barkley,SF,28,PHI,75,2881,622,1126,0.552,32,137,0.234,590,989,0.597,0.567,454,653,0.695,271,559,830,308,136,44,235,196,1730,24.5,0.612,0.122,0.58,10.9,22.0,16.5,18.1,2.4,0.9,14.3,25.1,8.6,3.7,12.3,0.205,5.6,0.8,6.3,6.1,0,0.019,Candidate,1992,35.0
Dana Barros,PG,24,SEA,75,1331,238,493,0.483,83,186,0.446,155,307,0.505,0.567,60,79,0.759,17,64,81,125,51,4,56,84,619,15.0,0.586,0.377,0.16,1.4,5.7,3.5,14.0,1.9,0.2,9.6,18.4,2.9,0.7,3.6,0.132,2.2,-0.4,1.8,1.3,0,0.0,OOR,1992,43.0
John Battle,SG,29,CLE,76,1637,316,659,0.48,2,17,0.118,314,642,0.489,0.481,145,171,0.848,19,93,112,159,36,5,91,116,779,12.6,0.53,0.026,0.259,1.3,6.1,3.8,14.5,1.1,0.2,11.0,22.0,1.3,0.7,2.0,0.059,-2.0,-1.8,-3.8,-0.8,0,0.0,OOR,1992,57.0
Kenny Battle,SG,27,BOS,16,92,11,17,0.647,0,1,0.0,11,16,0.688,0.647,10,12,0.833,4,12,16,4,2,2,4,10,32,13.4,0.718,0.059,0.706,5.0,13.9,9.5,5.6,1.0,1.3,15.2,11.7,0.2,0.1,0.3,0.153,-0.3,0.7,0.3,0.1,0,0.0,OOR,1992,51.0
William Bedford,C,28,DET,32,363,50,121,0.413,0,1,0.0,50,120,0.417,0.413,14,22,0.636,24,39,63,12,6,18,15,56,114,8.4,0.436,0.008,0.182,7.5,12.0,9.8,4.9,0.9,3.1,10.3,17.6,-0.2,0.5,0.3,0.043,-5.3,0.5,-4.8,-0.3,0,0.0,OOR,1992,48.0
Benoit Benjamin,C,27,SEA,63,1941,354,740,0.478,0,2,0.0,354,738,0.48,0.478,171,249,0.687,130,383,513,76,39,118,175,185,879,14.1,0.517,0.003,0.336,7.6,23.2,15.2,5.9,1.0,3.9,17.1,22.2,-0.3,2.5,2.2,0.054,-1.9,0.0,-1.9,0.0,0,0.0,OOR,1992,43.0
Winston Bennett,SF,26,CLE,54,833,80,211,0.379,0,1,0.0,80,210,0.381,0.379,35,50,0.7,63,99,162,38,19,9,33,122,195,6.3,0.418,0.005,0.237,8.8,12.8,10.8,5.9,1.2,0.6,12.4,13.9,-0.3,0.7,0.3,0.02,-5.2,-1.3,-6.5,-0.9,0,0.0,OOR,1992,57.0
David Benoit,SF,23,UTA,77,1161,175,375,0.467,3,14,0.214,172,361,0.476,0.471,81,100,0.81,105,191,296,34,19,44,71,124,434,12.1,0.518,0.037,0.267,10.7,17.7,14.4,4.2,0.8,2.3,14.5,18.2,0.5,1.5,2.0,0.085,-2.1,-0.7,-2.9,-0.3,0,0.0,OOR,1992,47.0
Larry Bird,SF,35,BOS,45,1662,353,758,0.466,52,128,0.406,301,630,0.478,0.5,150,162,0.926,46,388,434,306,42,33,125,82,908,21.0,0.547,0.169,0.214,3.2,24.6,14.4,26.9,1.3,1.2,13.1,24.7,3.0,2.5,5.5,0.159,4.3,1.3,5.5,3.1,0,0.003,Candidate,1992,51.0
Rolando Blackman,SG,32,DAL,75,2527,535,1161,0.461,65,169,0.385,470,992,0.474,0.489,239,266,0.898,78,161,239,204,50,22,153,134,1374,15.6,0.538,0.146,0.229,3.2,7.0,5.0,14.0,1.0,0.5,10.7,24.4,3.1,0.7,3.8,0.072,1.3,-1.6,-0.3,1.1,0,0.0,OOR,1992,15.0
Lance Blanks,SG,25,DET,43,189,25,55,0.455,6,16,0.375,19,39,0.487,0.509,8,11,0.727,9,13,22,19,14,1,14,26,64,11.9,0.535,0.291,0.2,5.4,7.7,6.6,14.9,3.9,0.3,19.0,17.2,0.1,0.3,0.4,0.096,-3.0,2.6,-0.4,0.1,0,0.0,OOR,1992,48.0
Mookie Blaylock,PG,24,NJN,72,2548,429,993,0.432,12,54,0.222,417,939,0.444,0.438,126,177,0.712,101,168,269,492,170,40,152,182,996,15.2,0.465,0.054,0.178,4.1,7.2,5.6,27.2,3.3,0.9,12.4,19.3,2.3,2.6,4.9,0.092,-0.1,1.1,1.0,1.9,0,0.0,OOR,1992,40.0
Muggsy Bogues,PG,27,CHH,82,2790,317,671,0.472,2,27,0.074,315,644,0.489,0.474,94,120,0.783,58,177,235,743,170,6,156,156,730,14.0,0.504,0.04,0.179,2.2,6.9,4.5,33.4,2.9,0.1,17.7,12.8,3.0,1.8,4.8,0.082,-0.1,0.3,0.2,1.6,0,0.0,OOR,1992,31.0
Manute Bol,C,29,PHI,71,1267,49,128,0.383,0,9,0.0,49,119,0.412,0.383,12,26,0.462,54,168,222,22,11,205,41,139,110,7.7,0.394,0.07,0.203,4.9,15.1,10.0,2.3,0.4,9.8,22.7,6.3,-0.9,1.6,0.8,0.028,-4.7,3.5,-1.3,0.2,0,0.0,OOR,1992,35.0
Anthony Bonner,PF,23,SAC,79,2287,294,658,0.447,1,4,0.25,293,654,0.448,0.448,151,241,0.627,192,293,485,125,94,26,133,194,740,10.9,0.484,0.006,0.366,9.0,13.9,11.4,7.6,2.0,0.7,14.8,16.4,-0.2,1.9,1.6,0.035,-2.7,-0.8,-3.5,-0.8,0,0.0,OOR,1992,
Anthony Bowie,SG,28,ORL,52,1721,312,633,0.493,17,44,0.386,295,589,0.501,0.506,117,136,0.86,70,175,245,163,55,38,107,101,758,14.7,0.547,0.07,0.215,4.4,11.7,8.0,14.9,1.6,1.4,13.4,19.3,1.8,1.1,2.9,0.082,0.7,0.1,0.8,1.2,0,0.0,OOR,1992,21.0
Sam Bowie,C,30,NJN,71,2179,421,947,0.445,8,25,0.32,413,922,0.448,0.449,212,280,0.757,203,375,578,186,41,120,150,212,1062,16.4,0.496,0.026,0.296,9.5,18.9,14.0,12.5,0.9,3.3,12.3,22.5,2.2,2.4,4.6,0.101,0.1,-0.2,-0.1,1.0,0,0.0,OOR,1992,40.0
Terrell Brandon,PG,21,CLE,82,1605,252,601,0.419,1,23,0.043,251,578,0.434,0.42,100,124,0.806,49,113,162,316,81,22,136,107,605,12.8,0.461,0.038,0.206,3.5,7.6,5.6,27.8,2.6,0.8,17.2,21.5,-0.6,1.5,0.9,0.028,-1.7,-0.5,-2.2,-0.1,0,0.0,OOR,1992,57.0
Randy Breuer,C,31,MIN,67,1176,161,344,0.468,0,1,0.0,161,343,0.469,0.468,41,77,0.532,98,183,281,89,27,99,41,117,363,14.3,0.48,0.003,0.224,8.9,17.7,13.2,10.6,1.2,5.0,9.8,15.1,0.7,1.0,1.7,0.07,-0.9,1.1,0.2,0.7,0,0.0,OOR,1992,57.0
Frank Brickowski,SF,32,MIL,65,1556,306,584,0.524,3,6,0.5,303,578,0.524,0.527,125,163,0.767,97,247,344,122,60,23,112,223,740,15.5,0.564,0.01,0.279,6.9,18.9,12.6,12.3,1.9,0.9,14.6,20.7,2.0,1.4,3.4,0.105,-0.6,0.0,-0.6,0.5,0,0.0,OOR,1992,31.0
Kevin Brooks,SF,22,DEN,37,270,43,97,0.443,2,11,0.182,41,86,0.477,0.454,17,21,0.81,13,26,39,11,8,2,18,19,105,10.2,0.494,0.113,0.216,4.9,11.0,7.8,6.1,1.4,0.5,14.5,18.7,0.0,0.2,0.1,0.025,-2.4,-1.3,-3.8,-0.1,0,0.0,OOR,1992,22.0
Scott Brooks,PG,26,MIN,82,1082,167,374,0.447,32,90,0.356,135,284,0.475,0.489,51,63,0.81,27,72,99,205,66,7,51,82,417,16.0,0.519,0.241,0.168,2.7,7.6,5.0,27.2,3.1,0.4,11.3,17.8,1.5,0.6,2.1,0.095,0.8,0.4,1.2,0.9,0,0.0,OOR,1992,57.0
Chucky Brown,SF,23,LAL,42,431,60,128,0.469,0,3,0.0,60,125,0.48,0.469,30,49,0.612,31,51,82,26,12,7,29,48,150,10.8,0.501,0.023,0.383,8.1,13.6,10.8,9.0,1.4,1.0,16.2,18.1,0.0,0.4,0.3,0.036,-2.6,-1.0,-3.5,-0.2,0,0.0,OOR,1992,
Dee Brown,PG,23,BOS,31,883,149,350,0.426,5,22,0.227,144,328,0.439,0.433,60,78,0.769,15,64,79,164,33,7,59,74,363,13.0,0.472,0.063,0.223,2.0,7.6,4.9,25.6,1.9,0.5,13.3,21.6,0.2,0.8,1.0,0.055,-1.4,-0.2,-1.6,0.1,0,0.0,OOR,1992,51.0
Mike Brown,C,28,UTA,82,1783,221,488,0.453,0,1,0.0,221,487,0.454,0.453,190,285,0.667,187,289,476,81,42,34,105,196,632,12.3,0.515,0.002,0.584,12.4,17.5,15.1,6.3,1.2,1.2,14.6,17.4,1.4,2.3,3.7,0.1,-1.6,-0.7,-2.3,-0.1,0,0.0,OOR,1992,47.0
Myron Brown,PG,22,MIN,4,23,4,6,0.667,1,3,0.333,3,3,1.0,0.75,0,0,0.0,0,3,3,6,1,0,4,2,9,14.7,0.75,0.5,0.0,0.0,14.9,7.2,38.6,2.2,0.0,40.0,18.5,0.0,0.0,0.0,0.032,-1.7,-0.1,-1.8,0.0,0,0.0,OOR,1992,57.0
Randy Brown,PG,23,SAC,56,535,77,169,0.456,0,6,0.0,77,163,0.472,0.456,38,58,0.655,26,43,69,59,35,12,42,68,192,11.5,0.494,0.036,0.343,5.2,8.7,7.0,15.7,3.2,1.3,17.8,18.5,-0.2,0.5,0.3,0.028,-3.4,1.2,-2.2,0.0,0,0.0,OOR,1992,
Tony Brown,SF,31,SEA,57,655,102,249,0.41,19,63,0.302,83,186,0.446,0.448,48,66,0.727,32,52,84,48,30,5,35,82,271,11.4,0.487,0.253,0.265,5.5,9.2,7.3,10.6,2.3,0.5,11.2,20.2,0.3,0.6,0.9,0.069,-2.0,-0.3,-2.3,0.0,0,0.0,OOR,1992,43.0
Mark Bryant,PF,26,POR,56,800,95,198,0.48,0,3,0.0,95,195,0.487,0.48,40,60,0.667,87,114,201,41,26,8,30,105,230,11.3,0.512,0.015,0.303,11.9,15.5,13.7,6.8,1.6,0.6,11.8,12.9,0.9,1.2,2.1,0.125,-1.6,0.1,-1.4,0.1,0,0.0,OOR,1992,53.0
Jud Buechler,SF,23,GSW,28,290,29,71,0.408,0,1,0.0,29,70,0.414,0.408,12,21,0.571,18,34,52,23,19,7,13,31,70,10.1,0.436,0.014,0.296,6.8,12.6,9.8,10.0,3.2,1.5,13.9,13.2,0.0,0.4,0.4,0.061,-2.3,2.3,0.0,0.2,0,0.0,OOR,1992,47.0
Matt Bullard,PF,24,HOU,80,1278,205,447,0.459,64,166,0.386,141,281,0.502,0.53,38,50,0.76,73,150,223,75,26,21,56,129,512,12.6,0.546,0.371,0.112,6.5,12.7,9.7,8.9,1.0,1.0,10.7,17.8,1.3,1.0,2.4,0.089,0.1,-0.7,-0.6,0.5,0,0.0,OOR,1992,24.0
Willie Burton,SF,23,MIA,68,1585,280,622,0.45,6,15,0.4,274,607,0.451,0.455,196,245,0.8,76,168,244,123,46,37,119,186,762,13.5,0.522,0.024,0.394,5.3,12.0,8.6,12.0,1.4,1.4,14.0,22.4,1.0,1.0,2.0,0.062,-1.3,-0.8,-2.1,0.0,0,0.0,OOR,1992,38.0
Steve Burtt,SG,29,PHO,31,356,74,160,0.463,1,6,0.167,73,154,0.474,0.466,38,54,0.704,10,24,34,59,16,4,33,58,187,13.4,0.509,0.038,0.338,3.2,7.1,5.2,24.0,2.2,0.6,15.2,25.3,0.1,0.4,0.5,0.067,-2.3,-0.1,-2.4,0.0,0,0.0,OOR,1992,45.0
Michael Cage,PF,30,SEA,82,2461,307,542,0.566,0,5,0.0,307,537,0.572,0.566,106,171,0.62,266,462,728,92,99,55,78,237,720,15.0,0.583,0.009,0.315,12.2,22.1,17.1,5.1,2.0,1.4,11.2,11.9,4.4,3.2,7.6,0.148,1.0,0.3,1.3,2.0,0,0.0,OOR,1992,43.0
Demetrius Calip,PG,22,LAL,7,58,4,18,0.222,1,5,0.2,3,13,0.231,0.25,2,3,0.667,1,4,5,12,1,0,5,8,11,1.8,0.285,0.278,0.167,1.9,8.0,4.9,28.2,0.9,0.0,20.6,18.3,-0.2,0.0,-0.2,-0.134,-7.4,-3.0,-10.5,-0.1,0,0.0,OOR,1992,
Elden Campbell,C,23,LAL,81,1876,220,491,0.448,0,2,0.0,220,489,0.45,0.448,138,223,0.619,155,268,423,59,53,159,73,203,578,13.3,0.491,0.004,0.454,9.3,16.5,12.8,4.6,1.5,5.2,11.0,15.4,0.9,2.4,3.3,0.085,-2.1,1.1,-1.1,0.4,0,0.0,OOR,1992,
Tony Campbell,SF,29,MIN,78,2441,527,1137,0.464,13,37,0.351,514,1100,0.467,0.469,240,299,0.803,141,145,286,229,84,31,165,206,1307,15.3,0.515,0.033,0.263,6.2,6.8,6.5,14.8,1.7,0.8,11.5,25.0,1.9,0.6,2.5,0.048,0.6,-1.7,-1.2,0.5,0,0.0,OOR,1992,57.0
Antoine Carr,PF,30,SAS,81,1867,359,732,0.49,1,5,0.2,358,727,0.492,0.491,162,212,0.764,128,218,346,63,32,96,114,264,881,13.5,0.534,0.007,0.29,7.6,12.6,10.1,5.1,0.9,3.2,12.1,21.2,1.5,2.5,4.0,0.102,-2.1,0.1,-2.0,0.0,0,0.0,OOR,1992,42.0
Bill Cartwright,C,34,CHI,64,1471,208,445,0.467,0,0,0.0,208,445,0.467,0.467,96,159,0.604,93,231,324,87,22,14,75,131,512,10.9,0.497,0.0,0.357,7.5,17.7,12.7,7.6,0.8,0.6,12.7,17.3,0.6,1.9,2.5,0.082,-2.3,-0.9,-3.2,-0.4,0,0.0,OOR,1992,67.0
Terry Catledge,PF,28,ORL,78,2430,457,922,0.496,0,4,0.0,457,918,0.498,0.496,240,346,0.694,257,292,549,109,58,16,138,196,1154,15.2,0.537,0.004,0.375,11.5,13.8,12.6,7.1,1.2,0.4,11.4,20.7,3.2,1.4,4.6,0.091,0.6,-1.6,-1.0,0.6,0,0.0,OOR,1992,21.0
Duane Causwell,C,23,SAC,80,2291,250,455,0.549,0,1,0.0,250,454,0.551,0.549,136,222,0.613,196,384,580,59,47,215,124,281,636,12.4,0.575,0.002,0.488,9.2,18.1,13.6,3.5,1.0,5.5,18.3,12.3,1.3,2.6,3.9,0.081,-3.0,1.1,-1.9,0.0,0,0.0,OOR,1992,
Cedric Ceballos,SF,22,PHO,64,725,176,365,0.482,1,6,0.167,175,359,0.487,0.484,109,148,0.736,60,92,152,50,16,11,71,52,462,16.9,0.537,0.016,0.405,9.5,13.3,11.5,10.5,1.1,0.9,14.2,28.8,0.5,0.7,1.3,0.085,0.3,-1.8,-1.4,0.1,0,0.0,OOR,1992,45.0
Tom Chambers,PF,32,PHO,69,1948,426,989,0.431,18,49,0.367,408,940,0.434,0.44,258,311,0.83,86,315,401,142,57,37,103,196,1128,15.9,0.501,0.05,0.314,5.1,17.0,11.3,10.7,1.4,1.1,8.4,26.3,1.9,2.5,4.4,0.109,-0.5,-0.6,-1.1,0.5,0,0.0,OOR,1992,45.0
Rex Chapman,PG-SG,24,CHH,22,567,113,252,0.448,8,29,0.276,105,223,0.471,0.464,36,53,0.679,10,48,58,89,15,8,45,51,270,12.1,0.49,0.115,0.21,1.9,9.3,5.5,22.1,1.3,0.8,14.0,22.9,-0.1,0.2,0.1,0.01,-1.1,-1.2,-2.3,0.0,0,0.0,OOR,1992,31.0
Maurice Cheeks,PG,35,ATL,56,1086,115,249,0.462,3,6,0.5,112,243,0.461,0.468,26,43,0.605,29,66,95,185,83,0,36,73,259,12.6,0.483,0.024,0.173,2.8,6.6,4.6,22.1,3.7,0.0,11.8,11.6,1.0,1.1,2.1,0.094,-2.0,2.6,0.5,0.7,0,0.0,OOR,1992,38.0
Pete Chilcutt,PF,23,SAC,69,817,113,250,0.452,2,2,1.0,111,248,0.448,0.456,23,28,0.821,78,109,187,38,32,17,41,70,251,11.2,0.478,0.008,0.112,10.3,14.4,12.3,6.6,1.9,1.2,13.5,15.5,0.0,0.7,0.7,0.042,-2.2,-0.6,-2.8,-0.2,0,0.0,OOR,1992,
Derrick Coleman,PF,24,NJN,65,2207,483,958,0.504,23,76,0.303,460,882,0.522,0.516,300,393,0.763,203,415,618,205,54,98,248,168,1289,19.5,0.57,0.079,0.41,9.4,20.6,14.8,14.1,1.2,2.6,18.0,25.1,3.0,2.6,5.6,0.121,2.1,0.1,2.2,2.3,0,0.0,OOR,1992,40.0
Bimbo Coles,PG,23,MIA,81,1976,295,649,0.455,10,52,0.192,285,597,0.477,0.462,216,262,0.824,69,120,189,366,73,13,167,151,816,14.3,0.534,0.08,0.404,3.8,6.9,5.3,27.6,1.8,0.4,17.9,19.8,2.1,0.9,3.0,0.073,0.1,-1.2,-1.1,0.5,0,0.0,OOR,1992,38.0
Marty Conlon,C,24,SEA,45,381,48,101,0.475,0,0,0.0,48,101,0.475,0.475,24,32,0.75,33,36,69,12,9,7,27,40,120,9.3,0.521,0.0,0.317,9.8,11.1,10.4,4.3,1.2,1.2,19.0,15.7,0.0,0.2,0.3,0.037,-2.7,-1.5,-4.2,-0.2,0,0.0,OOR,1992,43.0
Lester Conner,PG,32,MIL,81,1420,103,239,0.431,0,7,0.0,103,232,0.444,0.431,81,115,0.704,63,121,184,294,97,10,79,86,287,13.3,0.496,0.029,0.481,4.9,10.1,7.4,27.1,3.4,0.4,21.4,10.9,1.4,1.3,2.7,0.091,-0.5,1.8,1.3,1.2,0,0.0,OOR,1992,31.0
Anthony Cook,PF,24,DEN,22,115,15,25,0.6,0,0,0.0,15,25,0.6,0.6,4,6,0.667,13,21,34,2,5,4,3,10,34,15.8,0.615,0.0,0.24,11.5,20.9,15.9,2.5,2.1,2.1,9.8,10.8,0.2,0.2,0.4,0.155,0.7,0.7,1.5,0.1,0,0.0,OOR,1992,22.0
Wayne Cooper,C,35,POR,35,344,35,82,0.427,0,0,0.0,35,82,0.427,0.427,7,11,0.636,38,63,101,21,4,27,15,57,77,10.2,0.443,0.0,0.134,12.1,20.0,16.0,7.9,0.6,4.9,14.7,12.1,0.1,0.6,0.7,0.096,-3.3,1.5,-1.7,0.0,0,0.0,OOR,1992,53.0
Tom Copa,C,27,SAS,33,132,22,40,0.55,0,0,0.0,22,40,0.55,0.55,4,13,0.308,14,22,36,3,2,6,8,29,48,10.7,0.525,0.0,0.325,11.7,18.0,14.9,3.3,0.8,2.8,14.9,17.2,0.0,0.2,0.2,0.078,-5.7,-0.7,-6.4,-0.1,0,0.0,OOR,1992,42.0
