Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season,W/L%
Carlos Arroyo,PG,22,DEN,37,371,49,111,0.441,0,2,0.0,49,109,0.45,0.441,13,18,0.722,12,28,40,70,11,1,23,30,111,12.4,0.467,0.018,0.162,3.5,9.0,6.2,31.2,1.6,0.2,16.2,17.2,0.2,0.1,0.4,0.047,-1.8,-1.1,-2.9,-0.1,0,0.0,OOR,2002,0.329
Chucky Atkins,PG,27,DET,79,2285,368,790,0.466,138,336,0.411,230,454,0.507,0.553,83,120,0.692,31,127,158,263,72,11,128,177,957,14.5,0.568,0.425,0.152,1.6,6.5,4.1,20.5,1.7,0.3,13.2,20.0,3.3,1.8,5.1,0.107,0.8,-0.6,0.2,1.3,0,0.0,OOR,2002,0.61
Stacey Augmon,SG,33,CHH,77,1319,140,328,0.427,0,3,0.0,140,325,0.431,0.427,77,101,0.762,59,166,225,103,56,12,54,115,357,11.5,0.479,0.009,0.308,5.1,14.3,9.7,12.5,2.3,0.7,12.7,14.8,0.7,1.6,2.3,0.084,-2.3,1.2,-1.0,0.3,0,0.0,OOR,2002,0.537
Isaac Austin,C,32,MEM,21,307,36,92,0.391,0,3,0.0,36,89,0.404,0.391,4,4,1.0,11,60,71,13,9,5,11,36,76,7.8,0.405,0.033,0.043,4.0,21.8,12.9,7.0,1.5,1.1,10.5,15.5,-0.3,0.3,0.0,0.003,-5.7,0.3,-5.4,-0.3,0,0.0,OOR,2002,0.28
William Avery,PG,22,MIN,28,258,26,90,0.289,6,35,0.171,20,55,0.364,0.322,13,19,0.684,4,20,24,36,7,0,19,17,71,5.4,0.361,0.389,0.211,1.8,8.8,5.4,19.9,1.4,0.0,16.2,20.6,-0.5,0.1,-0.4,-0.067,-4.8,-1.5,-6.3,-0.3,0,0.0,OOR,2002,0.61
Dalibor Bagarić,C,21,CHI,50,638,72,178,0.404,0,1,0.0,72,177,0.407,0.404,41,70,0.586,55,107,162,23,17,24,46,108,185,8.6,0.443,0.006,0.393,9.8,20.1,14.8,6.0,1.4,2.8,18.1,18.4,-0.7,0.6,-0.1,-0.011,-5.7,-1.5,-7.2,-0.8,0,0.0,OOR,2002,0.256
Vin Baker,C,30,SEA,55,1710,315,649,0.485,1,8,0.125,314,641,0.49,0.486,143,226,0.633,168,182,350,72,22,36,127,197,774,14.1,0.517,0.012,0.348,11.8,12.3,12.1,7.0,0.7,1.6,14.5,23.8,1.3,0.9,2.2,0.061,-1.4,-2.3,-3.7,-0.7,0,0.0,OOR,2002,0.549
Erick Barkley,PG,23,POR,19,228,24,68,0.353,1,7,0.143,23,61,0.377,0.36,9,10,0.9,5,13,18,34,17,1,12,29,58,9.8,0.401,0.103,0.147,2.5,6.8,4.6,22.9,4.0,0.3,14.2,16.9,-0.1,0.3,0.2,0.044,-4.9,1.9,-3.0,-0.1,0,0.0,OOR,2002,0.598
Dana Barros,PG,34,DET,29,582,74,192,0.385,24,71,0.338,50,121,0.413,0.448,21,27,0.778,1,56,57,78,14,2,33,37,193,10.5,0.473,0.37,0.141,0.2,11.3,5.8,22.5,1.3,0.2,13.9,19.2,0.0,0.5,0.5,0.04,-2.0,-0.7,-2.7,-0.1,0,0.0,OOR,2002,0.61
Brent Barry,SG,30,SEA,81,3040,401,790,0.508,164,387,0.424,237,403,0.588,0.611,198,234,0.846,58,383,441,426,147,37,165,182,1164,19.3,0.652,0.49,0.296,2.3,14.6,8.6,21.3,2.6,0.9,15.6,16.2,8.8,3.3,12.1,0.191,3.8,1.6,5.5,5.8,0,0.0,OOR,2002,0.549
Jon Barry,SG,32,DET,82,1985,255,522,0.489,121,258,0.469,134,264,0.508,0.604,108,116,0.931,42,192,234,274,94,20,111,134,739,17.7,0.645,0.494,0.222,2.5,11.3,6.9,23.2,2.5,0.7,16.2,16.2,5.0,2.5,7.5,0.18,2.6,1.3,3.9,3.0,0,0.0,OOR,2002,0.61
Mengke Bateer,C,26,DEN,27,408,53,132,0.402,4,12,0.333,49,120,0.408,0.417,29,37,0.784,32,64,96,22,10,5,32,94,139,8.0,0.469,0.091,0.28,8.5,18.8,13.4,8.9,1.3,0.9,17.8,19.8,-0.2,0.3,0.1,0.007,-6.3,-1.1,-7.4,-0.6,0,0.0,OOR,2002,0.329
Tony Battie,C,25,BOS,74,1819,211,390,0.541,0,2,0.0,211,388,0.544,0.541,88,130,0.677,184,297,481,35,60,67,51,219,510,14.5,0.57,0.005,0.333,10.8,18.4,14.5,3.2,1.7,2.9,10.2,12.5,3.2,3.0,6.2,0.164,-1.4,0.8,-0.7,0.6,0,0.0,OOR,2002,0.598
Shane Battier,SF,23,MEM,78,3097,412,961,0.429,103,276,0.373,309,685,0.451,0.482,198,283,0.7,180,238,418,216,121,81,155,215,1125,13.9,0.518,0.287,0.294,6.5,8.6,7.5,11.9,2.1,1.8,12.5,18.2,2.7,2.1,4.8,0.074,0.2,0.3,0.5,1.9,0,0.0,OOR,2002,0.28
Charlie Bell,SG,22,PHO,7,44,3,11,0.273,0,6,0.0,3,5,0.6,0.273,2,2,1.0,2,3,5,2,0,0,5,3,8,-1.8,0.337,0.545,0.182,5.1,7.7,6.4,6.4,0.0,0.0,29.6,17.2,-0.2,0.0,-0.2,-0.172,-8.3,-4.0,-12.3,-0.1,0,0.0,OOR,2002,0.439
Raja Bell,SG,25,PHI,74,890,103,240,0.429,12,44,0.273,91,196,0.464,0.454,36,48,0.75,31,80,111,71,21,4,48,109,254,8.6,0.486,0.183,0.2,4.0,10.1,7.1,13.4,1.3,0.3,15.5,15.9,0.1,1.0,1.1,0.059,-3.6,0.3,-3.3,-0.3,0,0.0,OOR,2002,0.524
Jonathan Bender,SF,21,IND,78,1647,198,460,0.43,45,125,0.36,153,335,0.457,0.479,140,181,0.773,64,180,244,62,19,49,96,147,581,10.6,0.538,0.272,0.393,4.5,12.0,8.4,6.1,0.6,2.1,15.1,17.5,0.8,1.3,2.0,0.059,-1.5,-0.7,-2.2,-0.1,0,0.0,OOR,2002,0.512
Travis Best,PG,29,IND,74,1747,228,518,0.44,21,59,0.356,207,459,0.451,0.46,104,116,0.897,20,131,151,324,89,7,99,173,581,14.3,0.511,0.114,0.224,1.3,8.7,5.0,31.3,2.7,0.3,14.8,17.5,1.9,1.4,3.4,0.093,-1.1,0.3,-0.8,0.6,0,0.0,OOR,2002,0.512
Mike Bibby,PG,23,SAC,80,2659,446,985,0.453,51,138,0.37,395,847,0.466,0.479,155,193,0.803,37,185,222,403,87,15,134,133,1098,14.9,0.513,0.14,0.196,1.5,7.3,4.5,23.0,1.6,0.4,11.1,19.7,3.7,2.6,6.3,0.113,0.3,0.0,0.4,1.6,0,0.001,Candidate,2002,0.744
Chauncey Billups,PG,25,MIN,82,2355,348,823,0.423,124,315,0.394,224,508,0.441,0.498,207,234,0.885,35,191,226,450,66,17,138,169,1027,17.6,0.555,0.383,0.284,1.7,9.2,5.5,29.2,1.5,0.5,13.0,20.4,6.1,1.5,7.6,0.156,3.1,-0.6,2.5,2.7,0,0.0,OOR,2002,0.61
Mookie Blaylock,PG,34,GSW,35,599,50,146,0.342,15,42,0.357,35,104,0.337,0.394,4,8,0.5,8,44,52,114,24,4,37,20,119,9.2,0.398,0.288,0.055,1.4,8.1,4.7,28.2,2.0,0.5,19.8,13.1,-0.2,0.1,-0.1,-0.004,-2.1,-0.7,-2.8,-0.1,0,0.0,OOR,2002,0.256
Corie Blount,PF,33,PHI,72,1426,115,251,0.458,0,1,0.0,115,250,0.46,0.458,29,45,0.644,149,219,368,44,49,26,52,176,259,10.2,0.478,0.004,0.179,12.0,17.2,14.6,4.9,1.9,1.4,16.1,10.4,0.7,2.4,3.1,0.104,-2.7,0.9,-1.9,0.1,0,0.0,OOR,2002,0.524
Mark Blount,C,26,BOS,44,415,32,76,0.421,0,0,0.0,32,76,0.421,0.421,30,37,0.811,26,59,85,10,16,19,23,59,94,9.3,0.509,0.0,0.487,6.7,16.0,11.2,3.8,2.0,3.6,20.0,12.7,0.0,0.7,0.7,0.081,-5.4,1.3,-4.1,-0.2,0,0.0,OOR,2002,0.598
Calvin Booth,C,25,SEA,15,279,35,82,0.427,0,0,0.0,35,82,0.427,0.427,23,24,0.958,20,34,54,16,6,13,16,47,93,11.9,0.502,0.0,0.293,8.6,14.1,11.4,8.6,1.2,3.5,14.7,18.1,0.2,0.3,0.5,0.082,-3.3,0.2,-3.0,0.0,0,0.0,OOR,2002,0.549
Ruben Boumtje-Boumtje,C,23,POR,33,245,13,32,0.406,0,0,0.0,13,32,0.406,0.406,13,25,0.52,21,34,55,4,3,16,14,38,39,6.5,0.453,0.0,0.781,10.0,16.5,13.2,2.3,0.7,5.0,24.6,10.6,-0.1,0.3,0.2,0.03,-6.1,0.5,-5.6,-0.2,0,0.0,OOR,2002,0.598
Cal Bowdler,PF,24,ATL,52,585,61,174,0.351,1,5,0.2,60,169,0.355,0.353,39,47,0.83,38,72,110,11,18,15,11,64,162,9.4,0.416,0.029,0.27,7.4,14.1,10.7,3.0,1.6,1.9,5.3,15.9,0.0,0.5,0.5,0.039,-3.3,-1.0,-4.3,-0.3,0,0.0,OOR,2002,0.402
Bruce Bowen,SF,30,SAS,59,1699,155,398,0.389,56,148,0.378,99,250,0.396,0.46,46,96,0.479,42,120,162,88,62,25,66,116,412,8.2,0.468,0.372,0.241,2.9,7.9,5.5,8.1,1.9,1.0,13.0,13.9,-0.3,2.2,1.9,0.054,-2.5,1.2,-1.3,0.3,0,0.0,OOR,2002,0.707
Ryan Bowen,SF,26,DEN,75,1686,147,307,0.479,1,12,0.083,146,295,0.495,0.48,69,92,0.75,134,165,299,52,75,41,41,171,364,11.4,0.524,0.039,0.3,8.6,11.7,10.1,4.8,2.4,1.8,10.6,10.3,1.9,1.2,3.1,0.088,-2.0,0.9,-1.1,0.4,0,0.0,OOR,2002,0.329
Ira Bowman,SG,28,PHI,3,29,5,7,0.714,0,1,0.0,5,6,0.833,0.714,0,0,0.0,0,1,1,1,2,0,0,3,10,16.4,0.714,0.143,0.0,0.0,3.9,2.0,6.4,3.7,0.0,0.0,11.1,0.1,0.0,0.1,0.21,1.1,5.5,6.6,0.1,0,0.0,OOR,2002,0.524
Earl Boykins,PG,25,LAC,68,761,110,275,0.4,13,42,0.31,97,233,0.416,0.424,47,61,0.77,27,27,54,145,20,2,44,44,280,13.9,0.464,0.153,0.222,4.1,4.0,4.0,31.5,1.4,0.2,12.7,20.5,0.9,0.2,1.0,0.065,0.6,-2.0,-1.3,0.1,0,0.0,OOR,2002,0.476
Michael Bradley,PF,22,TOR,26,118,13,25,0.52,0,2,0.0,13,23,0.565,0.52,4,8,0.5,7,17,24,3,0,6,6,10,30,9.9,0.526,0.08,0.32,6.6,17.1,11.7,4.0,0.0,3.8,17.4,13.4,0.0,0.1,0.1,0.053,-3.7,-1.1,-4.8,-0.1,0,0.0,OOR,2002,0.512
Shawn Bradley,C,29,DAL,53,757,78,163,0.479,0,1,0.0,78,162,0.481,0.479,59,64,0.922,53,123,176,20,28,64,25,128,215,14.6,0.562,0.006,0.393,7.9,17.8,12.9,3.8,1.9,6.0,11.6,12.9,1.3,1.0,2.3,0.144,-1.8,2.1,0.3,0.4,0,0.0,OOR,2002,0.695
Elton Brand,PF,22,LAC,80,3020,532,1010,0.527,0,0,0.0,532,1010,0.527,0.527,389,524,0.742,396,529,925,191,80,163,173,254,1453,23.6,0.586,0.0,0.519,15.0,19.6,17.3,11.0,1.4,3.7,12.2,21.1,9.9,3.7,13.6,0.216,3.9,0.4,4.3,4.8,0,0.001,Candidate,2002,0.476
Terrell Brandon,PG,31,MIN,32,962,155,365,0.425,4,23,0.174,151,342,0.442,0.43,83,84,0.988,17,76,93,264,52,6,43,49,397,21.2,0.494,0.063,0.23,2.1,9.0,5.6,42.8,2.9,0.5,9.7,20.9,2.8,0.9,3.7,0.186,4.0,1.0,5.0,1.7,0,0.0,OOR,2002,0.61
Jamison Brewer,SG,21,IND,13,43,2,5,0.4,0,1,0.0,2,4,0.5,0.4,0,0,0.0,2,6,8,9,2,0,3,3,4,10.0,0.4,0.2,0.0,5.4,15.4,10.5,30.3,2.4,0.0,37.5,8.4,0.0,0.1,0.0,0.052,-3.2,2.2,-1.0,0.0,0,0.0,OOR,2002,0.512
Primož Brezec,C,22,IND,22,160,14,29,0.483,0,0,0.0,14,29,0.483,0.483,15,25,0.6,16,12,28,6,0,7,6,28,43,9.8,0.538,0.0,0.862,11.6,8.3,9.9,5.8,0.0,3.1,13.0,13.0,0.2,0.1,0.3,0.096,-3.0,-0.9,-3.9,-0.1,0,0.0,OOR,2002,0.512
Chucky Brown,SF,33,SAC,18,92,10,27,0.37,0,0,0.0,10,27,0.37,0.37,1,2,0.5,10,23,33,6,2,4,5,12,21,10.1,0.377,0.0,0.074,11.8,26.2,19.2,9.1,1.1,2.9,15.2,15.6,-0.1,0.2,0.1,0.052,-3.6,0.8,-2.8,0.0,0,0.0,OOR,2002,0.744
Damone Brown,SF,22,PHI,17,67,8,21,0.381,0,1,0.0,8,20,0.4,0.381,7,8,0.875,2,2,4,2,1,1,9,11,23,1.6,0.469,0.048,0.381,3.4,3.4,3.4,5.0,0.8,1.1,26.8,22.9,-0.2,0.1,-0.1,-0.096,-8.5,-2.4,-10.9,-0.1,0,0.0,OOR,2002,0.524
Dee Brown,PG,33,ORL,7,65,3,20,0.15,1,12,0.083,2,8,0.25,0.175,0,0,0.0,0,9,9,2,3,1,4,4,7,-3.2,0.175,0.6,0.0,0.0,15.6,7.7,4.2,2.4,1.1,16.7,16.5,-0.4,0.1,-0.3,-0.214,-10.7,-2.5,-13.2,-0.2,0,0.0,OOR,2002,0.537
Ernest Brown,C,22,MIA,3,21,1,6,0.167,0,0,0.0,1,6,0.167,0.167,1,4,0.25,1,5,6,0,0,1,3,4,3,-9.7,0.193,0.0,0.667,5.6,27.6,16.7,0.0,0.0,3.7,27.9,24.5,-0.2,0.0,-0.2,-0.349,-16.5,-1.7,-18.2,-0.1,0,0.0,OOR,2002,0.439
Kedrick Brown,SF,20,BOS,29,245,23,70,0.329,5,27,0.185,18,43,0.419,0.364,12,20,0.6,11,39,50,15,18,7,7,18,63,11.9,0.4,0.386,0.286,4.8,17.9,11.2,9.8,3.8,2.2,8.2,16.0,-0.1,0.5,0.4,0.075,-2.3,3.1,0.8,0.2,0,0.0,OOR,2002,0.598
Kwame Brown,PF,19,WAS,57,817,94,243,0.387,0,1,0.0,94,242,0.388,0.387,70,99,0.707,63,135,198,43,16,26,43,105,258,11.2,0.45,0.004,0.407,8.9,19.4,14.1,8.4,1.1,2.4,13.0,18.6,0.0,0.8,0.8,0.048,-3.1,-0.9,-4.0,-0.4,0,0.0,OOR,2002,0.451
P.J. Brown,C,32,CHH,80,2563,250,527,0.474,0,0,0.0,250,527,0.474,0.474,169,197,0.858,273,513,786,107,59,78,85,222,669,15.1,0.545,0.0,0.374,12.2,22.8,17.5,6.6,1.2,2.2,12.2,12.4,4.6,3.6,8.2,0.154,0.1,0.2,0.3,1.5,0,0.0,OOR,2002,0.537
Randy Brown,PG,33,BOS,1,6,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0,0,0,2,0,1,0,1,0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,46.4,0.0,13.0,0.0,7.6,0.0,0.0,0.0,0.025,-1.0,5.2,4.2,0.0,0,0.0,OOR,2002,0.598
Tierre Brown,SG,22,HOU,40,403,49,115,0.426,4,12,0.333,45,103,0.437,0.443,21,28,0.75,12,30,42,70,19,3,40,26,123,12.4,0.483,0.104,0.243,3.4,8.6,6.0,29.5,2.6,0.5,23.9,19.3,-0.1,0.2,0.1,0.006,-2.3,-1.0,-3.3,-0.1,0,0.0,OOR,2002,0.341
Rick Brunson,PG,29,POR,59,520,45,113,0.398,6,11,0.545,39,102,0.382,0.425,29,41,0.707,23,45,68,114,25,2,47,51,125,12.2,0.477,0.097,0.363,5.1,10.3,7.7,32.7,2.6,0.3,26.4,15.6,0.2,0.5,0.7,0.066,-1.6,0.5,-1.1,0.1,0,0.0,OOR,2002,0.598
Kobe Bryant,SG,23,LAL,80,3063,749,1597,0.469,33,132,0.25,716,1465,0.489,0.479,488,589,0.829,112,329,441,438,118,35,223,228,2019,23.2,0.544,0.083,0.369,4.1,11.7,7.9,25.9,2.0,0.8,10.7,30.4,8.9,3.8,12.7,0.199,4.3,0.3,4.6,5.2,1,0.078,Candidate,2002,0.707
Mark Bryant,PF,36,SAS,30,206,25,55,0.455,0,0,0.0,25,55,0.455,0.455,6,8,0.75,25,19,44,10,7,2,6,38,56,11.5,0.478,0.0,0.145,14.4,10.3,12.3,7.9,1.8,0.7,9.3,14.6,0.3,0.3,0.6,0.133,-2.9,0.2,-2.7,0.0,0,0.0,OOR,2002,0.707
Greg Buckner,SG,25,DAL,44,885,104,198,0.525,5,16,0.313,99,182,0.544,0.538,40,58,0.69,67,106,173,48,31,19,27,124,253,13.3,0.566,0.081,0.293,8.6,13.1,10.9,7.9,1.8,1.5,10.8,12.8,1.7,0.6,2.3,0.126,-0.4,0.6,0.2,0.5,0,0.0,OOR,2002,0.695
Jud Buechler,SF,33,ORL,66,684,44,118,0.373,21,60,0.35,23,58,0.397,0.462,2,4,0.5,29,87,116,32,21,8,15,53,111,7.8,0.463,0.508,0.034,4.7,14.3,9.5,6.5,1.6,0.8,11.1,8.8,0.2,0.6,0.8,0.059,-2.4,0.2,-2.2,0.0,0,0.0,OOR,2002,0.537
Rodney Buford,SG,24,MEM,63,1769,258,593,0.435,17,70,0.243,241,523,0.461,0.449,58,80,0.725,52,220,272,71,42,12,63,110,591,10.1,0.47,0.118,0.135,3.3,13.9,8.6,7.0,1.3,0.5,9.1,17.8,-0.2,1.0,0.8,0.022,-3.0,-1.1,-4.2,-1.0,0,0.0,OOR,2002,0.28
Matt Bullard,PF,34,CHH,31,350,39,115,0.339,16,57,0.281,23,58,0.397,0.409,11,12,0.917,10,37,47,16,2,2,12,29,105,6.8,0.436,0.496,0.104,3.3,12.0,7.7,7.4,0.3,0.4,9.1,17.3,-0.1,0.2,0.1,0.016,-2.8,-1.9,-4.7,-0.2,0,0.0,OOR,2002,0.537
Mitchell Butler,SG,31,POR,11,90,10,23,0.435,1,3,0.333,9,20,0.45,0.457,8,12,0.667,6,8,14,5,0,1,5,10,29,9.4,0.513,0.13,0.522,7.7,10.6,9.1,8.6,0.0,0.8,15.0,16.9,0.1,0.0,0.1,0.057,-2.3,-2.5,-4.7,-0.1,0,0.0,OOR,2002,0.598
Jason Caffey,PF,28,MIL,23,283,36,72,0.5,0,1,0.0,36,71,0.507,0.5,27,43,0.628,24,26,50,12,4,5,19,39,99,11.2,0.544,0.014,0.597,10.3,10.1,10.2,6.7,0.8,1.3,17.3,18.2,0.2,0.1,0.3,0.056,-3.2,-2.2,-5.5,-0.2,0,0.0,OOR,2002,0.5
Marcus Camby,C,27,NYK,29,1007,130,290,0.448,0,1,0.0,130,289,0.45,0.448,62,99,0.626,89,233,322,33,34,50,42,107,322,15.1,0.483,0.003,0.341,10.2,26.8,18.5,5.6,1.8,3.7,11.2,17.4,0.5,1.7,2.1,0.102,-1.0,1.3,0.4,0.6,0,0.0,OOR,2002,0.366
Elden Campbell,PF,33,CHH,77,2156,384,794,0.484,0,2,0.0,384,792,0.485,0.484,306,384,0.797,133,397,530,102,60,137,138,264,1074,19.5,0.558,0.003,0.484,7.0,21.0,14.0,8.5,1.5,4.6,12.5,23.3,4.0,3.5,7.6,0.168,0.5,1.5,1.9,2.2,0,0.0,OOR,2002,0.537
Brian Cardinal,PF,24,DET,8,43,6,13,0.462,3,7,0.429,3,6,0.5,0.577,2,2,1.0,2,4,6,2,1,0,0,5,17,15.9,0.612,0.538,0.154,5.5,10.9,8.2,8.0,1.2,0.0,0.0,15.2,0.1,0.0,0.2,0.201,2.4,-0.5,2.0,0.0,0,0.0,OOR,2002,0.61
Anthony Carter,PG,26,MIA,46,1050,89,260,0.342,1,19,0.053,88,241,0.365,0.344,19,36,0.528,19,98,117,214,50,3,72,85,198,8.9,0.359,0.073,0.138,2.1,10.8,6.5,33.0,2.6,0.2,20.7,15.8,-1.4,1.6,0.2,0.008,-4.3,1.2,-3.1,-0.3,0,0.0,OOR,2002,0.439
Vince Carter,SG,25,TOR,60,2385,559,1307,0.428,121,313,0.387,438,994,0.441,0.474,245,307,0.798,138,175,313,239,94,43,154,191,1484,20.5,0.515,0.239,0.235,6.4,8.7,7.5,19.9,2.1,1.3,9.6,30.5,4.6,2.4,7.0,0.14,4.7,-0.3,4.4,3.9,0,0.0,OOR,2002,0.512
Sam Cassell,PG,32,MIL,74,2605,554,1197,0.463,71,204,0.348,483,993,0.486,0.492,282,328,0.86,54,258,312,493,90,12,177,208,1461,21.3,0.545,0.17,0.274,2.5,10.9,6.9,34.3,1.8,0.3,11.7,27.3,7.2,1.4,8.6,0.158,3.5,-1.1,2.4,2.9,0,0.0,OOR,2002,0.5
